indicator,unit,producing_sector_group,value
land_use,km2,Food and catering,2981.0099323064806
material_extraction,kt,Minerals and Metals,2300.547987556579
climate_change,kt CO2eq,Transport,850.8754853063368
climate_change,kt CO2eq,Private travel,603.2422186512448
climate_change,kt CO2eq,Food and catering,414.0095583170794
climate_change,kt CO2eq,Waste management and disposal,330.950171136092
climate_change,kt CO2eq,Coal and Petroleum,310.56114182365667
climate_change,kt CO2eq,Electricity,266.1495446491377
climate_change,kt CO2eq,Services,248.37876648363275
climate_change,kt CO2eq,"Steam, hot water supply and water distribution",220.26063358627715
climate_change,kt CO2eq,Chemical,173.45213715882383
climate_change,kt CO2eq,Operational impact,163.5946084095433
material_extraction,kt,Non-metallic mineral products,119.47788242397856
climate_change,kt CO2eq,Metal Products,70.62541517749628
climate_change,kt CO2eq,Natural gas and gaseous fuels,69.47047850549437
climate_change,kt CO2eq,Minerals and Metals,54.529675923049304
climate_change,kt CO2eq,Non-metallic mineral products,53.18394219568389
waste_generation,kt,Operational impact,42.71652604695465
waste_generation,kt,Waste management and disposal,40.77229079987445
blue_water_consumption,Mm3,Food and catering,40.30617355792745
waste_generation,kt,Chemical,40.11661280969811
waste_generation,kt,Food and catering,39.75003013747524
material_extraction,kt,Food and catering,32.39518626620402
material_extraction,kt,Private travel,27.9464815083494
material_extraction,kt,Chemical,23.84692506596417
material_extraction,kt,Services,20.571545962521053
waste_generation,kt,Electricity,19.07531370687958
material_extraction,kt,Transport,16.897642153694903
climate_change,kt CO2eq,Paper Products,15.793541451092496
climate_change,kt CO2eq,"Electrical, electronic and measuring equipment",15.70623400469463
waste_generation,kt,Paper Products,13.231415707341897
climate_change,kt CO2eq,Textile,11.575436955858613
waste_generation,kt,Coal and Petroleum,9.368489167854404
land_use,km2,Furniture and timber,9.154643854452763
waste_generation,kt,Services,7.879238054879437
land_use,km2,Services,7.788916959447867
climate_change,kt CO2eq,Furniture and timber,7.052729476668154
land_use,km2,Textile,6.121976350001392
waste_generation,kt,"Steam, hot water supply and water distribution",5.733628780638307
land_use,km2,Paper Products,5.72265896945145
material_extraction,kt,Electricity,5.4064920926168325
climate_change,kt CO2eq,Construction,4.360395832508919
material_extraction,kt,Coal and Petroleum,4.23478440056529
waste_generation,kt,Metal Products,4.00915828219413
material_extraction,kt,Construction,3.83787598444745
material_extraction,kt,Metal Products,3.692350038066294
blue_water_consumption,Mm3,Electricity,3.669775889684549
land_use,km2,Transport,3.595787629254158
waste_generation,kt,Transport,3.539589829384352
climate_change,kt CO2eq,General and special Machinery,3.475169170344427
material_extraction,kt,Natural gas and gaseous fuels,3.4379075111887882
climate_change,kt CO2eq,Transport Equipment,2.62556499746849
waste_generation,kt,Construction,2.5350874872349682
material_extraction,kt,"Electrical, electronic and measuring equipment",1.9512061893190904
land_use,km2,Private travel,1.8189380080591757
material_extraction,kt,"Steam, hot water supply and water distribution",1.765368979394203
material_extraction,kt,Waste management and disposal,1.7537056637819668
blue_water_consumption,Mm3,Chemical,1.3968017622400246
land_use,km2,Electricity,1.2105507795663677
waste_generation,kt,"Electrical, electronic and measuring equipment",1.0195643376827614
land_use,km2,Waste management and disposal,0.9617014120281496
land_use,km2,Coal and Petroleum,0.8710694987976972
waste_generation,kt,Furniture and timber,0.8709000394470611
waste_generation,kt,Non-metallic mineral products,0.8468016217360285
blue_water_consumption,Mm3,Metal Products,0.7113749803655044
waste_generation,kt,Textile,0.4061094768391865
blue_water_consumption,Mm3,Paper Products,0.3932742440192027
waste_generation,kt,General and special Machinery,0.36651643576847354
material_extraction,kt,General and special Machinery,0.3601456195796448
land_use,km2,Chemical,0.34972671359393825
land_use,km2,Minerals and Metals,0.3240010837811832
material_extraction,kt,Paper Products,0.2974945184201862
material_extraction,kt,Furniture and timber,0.2787103356062012
blue_water_consumption,Mm3,"Electrical, electronic and measuring equipment",0.22604096975563892
waste_generation,kt,Transport Equipment,0.21943750870916612
waste_generation,kt,Minerals and Metals,0.2184889603699993
blue_water_consumption,Mm3,Services,0.21813631300560105
land_use,km2,General and special Machinery,0.215327129026489
blue_water_consumption,Mm3,Textile,0.1968506222605413
blue_water_consumption,Mm3,Private travel,0.1948252496002659
land_use,km2,Construction,0.1872779891083398
waste_generation,kt,Natural gas and gaseous fuels,0.18269660956099626
land_use,km2,Metal Products,0.16602057229907966
material_extraction,kt,Transport Equipment,0.15219406826074844
land_use,km2,"Steam, hot water supply and water distribution",0.14247730524251004
blue_water_consumption,Mm3,General and special Machinery,0.10096255482000124
material_extraction,kt,Textile,0.09690737291494998
land_use,km2,Non-metallic mineral products,0.0857660911925115
blue_water_consumption,Mm3,Non-metallic mineral products,0.07975243579032229
blue_water_consumption,Mm3,Furniture and timber,0.04775033430709724
land_use,km2,Natural gas and gaseous fuels,0.03795972075621352
blue_water_consumption,Mm3,Transport,0.03587766289734204
blue_water_consumption,Mm3,Coal and Petroleum,0.02447126024311074
land_use,km2,Transport Equipment,0.019540015138703026
blue_water_consumption,Mm3,Minerals and Metals,0.017966411797440095
blue_water_consumption,Mm3,Waste management and disposal,0.013039692912450095
blue_water_consumption,Mm3,Transport Equipment,0.00827620466674324
land_use,km2,"Electrical, electronic and measuring equipment",0.006020379392321594
blue_water_consumption,Mm3,Natural gas and gaseous fuels,0.004106852364836927
blue_water_consumption,Mm3,"Steam, hot water supply and water distribution",0.001734656119012814
blue_water_consumption,Mm3,Construction,0.00125087222679559
