,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt),Expenditure (MEUR)
Total,3995.591845267526,2573.8731315963923,47.68183143731673,3020.1113610288344,230.40765105679708,35271.231705222825
Healthcare services,2592.3636732624796,1760.4434801746306,35.59474755017994,2473.5289315045234,178.36933938623824,32641.297464539715
Pharmaceuticals and chemical products,508.0798102545946,695.0486392138721,10.512903258218156,470.3233107412972,47.189808679284326,1730.8815071985125
Medical appliances,149.5171108846728,85.51019281459965,1.3459664690056576,74.11911251318766,4.848502991274107,899.0527334845993
Release of anaesthetic gases,12.66996446025,0,0,0,0,NA
Release of pMDI propellants,10.17,0,0,0,0,NA
Private travel,722.7912864055261,32.87081939328065,0.228214159913094,2.1400062698201463,0.0,NA
