Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,294.06401740610966,32.87081939328065,0.228214159913094,2.1400062698201463,0.0
Middle East,213.42419255853622,115.13157332570336,9.413534554779888,95.85255829647637,2.920818727506458
Europe,893.7314347477746,444.7470399552476,4.881747383637724,827.5150743250314,50.6248007190425
Asia and Pacific,702.310075840901,313.7350243991068,23.20407309871744,865.2873020436888,24.809294328024098
America,157.15961059347438,91.86421528501418,3.1729218410542535,404.1095148230677,6.029586449644844
Africa,102.51508953590807,38.73553010162262,2.2557988392902715,497.16437879667933,10.342340226028309
Denmark,1632.3874245848278,1536.7889291364083,4.525541559924066,328.0425264740704,135.6808106065501
