Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,395.34352437593213,112.13991348115322,17.515657573473547,1336.7219015929725,30.029339780231233
Heat and electricity,73.22719954073204,19.68176694188942,0.3935945267605978,33.550104188181216,12.578043341367422
Individual travel,625.0899186512447,23.5848,0.1634,1.5356999999999998,0.0
"Medical, electrical equipment and machinery",213.46458110347328,182.27035591810912,2.7700238922680382,143.94541699183642,9.750963374221024
Operational impacts,163.3946991455533,0.0,0.0,0.0,42.71652604695465
Other,463.90746734570575,1028.4567486896713,2.5952377726818994,210.45160083305456,42.50009915673428
Pharmaceuticals and chemical products,784.5809817772273,1242.8546849148024,18.303061617696446,818.5843761498608,83.28573050069303
Services,596.1582710152459,309.5647731697555,9.985677010660048,571.2601150708382,31.833550351347224
Transport,797.7656919199595,126.13370157163672,3.1717193840990356,217.72998735514614,12.577105135448887
