indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,23.20407309871745,48.66439144482507
blue_water_consumption,Mm3,Middle East,9.413534554779886,19.74239300592947
blue_water_consumption,Mm3,Europe,4.881747383637672,10.238170884973865
blue_water_consumption,Mm3,Denmark,4.525541559924062,9.491123607266246
blue_water_consumption,Mm3,America,3.1729218410542432,6.65436235440205
blue_water_consumption,Mm3,Africa,2.2557988392902666,4.730940006479778
blue_water_consumption,Mm3,Unallocated,0.228214159913094,0.4786186961235079
climate_change,kt CO2eq,Denmark,1632.3874245848278,40.85470908441922
climate_change,kt CO2eq,Europe,893.7314347477751,22.36793619964788
climate_change,kt CO2eq,Asia and Pacific,702.3100758409009,17.57712256502707
climate_change,kt CO2eq,Unallocated,294.0640174061097,7.359711121505208
climate_change,kt CO2eq,Middle East,213.42419255853625,5.341491344050083
climate_change,kt CO2eq,America,157.15961059347444,3.9333249410751945
climate_change,kt CO2eq,Africa,102.515089535908,2.5657047442753482
land_use,km2,Asia and Pacific,865.287302043689,28.650840932862817
land_use,km2,Europe,827.5150743250291,27.4001510342694
land_use,km2,Africa,497.1643787966794,16.461789628423343
land_use,km2,America,404.1095148230674,13.380616358643255
land_use,km2,Denmark,328.04252647407054,10.861934785157043
land_use,km2,Middle East,95.8525582964764,3.173808738755356
land_use,km2,Unallocated,2.1400062698201454,0.07085852188877996
material_extraction,kt,Denmark,1536.7889291364086,59.707252477640644
material_extraction,kt,Europe,444.74703995524754,17.279291449746154
material_extraction,kt,Asia and Pacific,313.7350243991066,12.189218673902543
material_extraction,kt,Middle East,115.13157332570336,4.47308656795744
material_extraction,kt,America,91.8642152850142,3.569104248274957
material_extraction,kt,Africa,38.73553010162266,1.5049510259892982
material_extraction,kt,Unallocated,32.87081939328065,1.2770955564889597
waste_generation,kt,Denmark,135.6808106065501,58.88728520265344
waste_generation,kt,Europe,50.62480071904239,21.97184012199457
waste_generation,kt,Asia and Pacific,24.80929432802411,10.76756531922134
waste_generation,kt,Africa,10.3423402260283,4.4887138854077735
waste_generation,kt,America,6.0295864496448255,2.616921105696492
waste_generation,kt,Middle East,2.920818727506448,1.2676743650263844
