method,indicator,unit,producing_sector_group,value
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Furniture and timber,86693.91032231033
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),General and special Machinery,18991.843182392644
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Metal Products,1694179.9645996671
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Minerals and Metals,197752.80880929113
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Natural gas and gaseous fuels,20871.371785266765
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Non-metallic mineral products,259256.96745567172
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Paper Products,325108.0856366034
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Services,152829.8104076018
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),"Steam, hot water supply and water distribution",724713.7641105272
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Textile,3609298.2794760023
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Transport,6794391.4469164675
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Transport Equipment,14423.342482980745
ILCD recommended CF,Acidification midpoint,Accumulated Exceedance (AE),Waste management and disposal,1810229.1411047871
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Chemical,2.919736539619622
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Coal and Petroleum,4.432437098327529
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Construction,0.03371409659781894
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,"Electrical, electronic and measuring equipment",0.13768917218020565
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Electricity,3.342934859022978
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Food and catering,4.681102406361181
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Furniture and timber,0.08790691705656509
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,General and special Machinery,0.021632053857463064
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Metal Products,0.5356881510912694
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Minerals and Metals,0.6947065856319086
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Natural gas and gaseous fuels,0.8229633783687829
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Non-metallic mineral products,0.5251846554293579
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Paper Products,0.16396152716069168
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Services,1.2236857978333704
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,"Steam, hot water supply and water distribution",2.3740924930349383
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Textile,0.12436288762236722
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Transport,5.773161957225658
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Transport Equipment,0.027041321838144824
ILCD recommended CF,"Climate change endpoint, ecosystems",PDF,Waste management and disposal,1.40907495872408
ILCD recommended CF,"Climate change endpoint, human health",DALY,Chemical,515.4602214689673
ILCD recommended CF,"Climate change endpoint, human health",DALY,Coal and Petroleum,783.0862679943673
ILCD recommended CF,"Climate change endpoint, human health",DALY,Construction,5.9522376541105295
ILCD recommended CF,"Climate change endpoint, human health",DALY,"Electrical, electronic and measuring equipment",24.30848521634513
ILCD recommended CF,"Climate change endpoint, human health",DALY,Electricity,590.1914359926798
ILCD recommended CF,"Climate change endpoint, human health",DALY,Food and catering,827.1499028161612
ILCD recommended CF,"Climate change endpoint, human health",DALY,Furniture and timber,15.519335948207713
ILCD recommended CF,"Climate change endpoint, human health",DALY,General and special Machinery,3.819028508870679
ILCD recommended CF,"Climate change endpoint, human health",DALY,Metal Products,94.57139530539581
ILCD recommended CF,"Climate change endpoint, human health",DALY,Minerals and Metals,122.63262402229645
ILCD recommended CF,"Climate change endpoint, human health",DALY,Natural gas and gaseous fuels,145.34458373361716
ILCD recommended CF,"Climate change endpoint, human health",DALY,Non-metallic mineral products,92.72047107451723
ILCD recommended CF,"Climate change endpoint, human health",DALY,Paper Products,28.947847190086573
ILCD recommended CF,"Climate change endpoint, human health",DALY,Services,216.0402094887456
ILCD recommended CF,"Climate change endpoint, human health",DALY,"Steam, hot water supply and water distribution",419.143139086552
ILCD recommended CF,"Climate change endpoint, human health",DALY,Textile,21.958634074333627
ILCD recommended CF,"Climate change endpoint, human health",DALY,Transport,1019.2312747455769
ILCD recommended CF,"Climate change endpoint, human health",DALY,Transport Equipment,4.774113672864797
ILCD recommended CF,"Climate change endpoint, human health",DALY,Waste management and disposal,248.9757957983888
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Chemical,368189808.6641718
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Coal and Petroleum,559349101.9593731
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Construction,4251609.49296798
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,"Electrical, electronic and measuring equipment",17363301.01609145
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Electricity,421566887.5300295
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Food and catering,590918720.7942759
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Furniture and timber,11085415.79655991
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,General and special Machinery,2727903.0435343557
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Metal Products,67551878.93907078
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Minerals and Metals,87599118.64142224
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Natural gas and gaseous fuels,103817940.30042087
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Non-metallic mineral products,66229183.1952184
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Paper Products,20677724.134542216
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Services,154314833.79144976
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,"Steam, hot water supply and water distribution",299389796.57285225
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Textile,15685744.120178485
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Transport,728024062.3386995
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Transport Equipment,3410090.3782782685
ILCD recommended CF,Climate change midpoint,kg CO2-Equivalents,Waste management and disposal,177845496.35847756
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Chemical,29854197.50574041
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Coal and Petroleum,5398632.53879962
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Construction,75777.31330570814
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,"Electrical, electronic and measuring equipment",1381333.7130391079
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Electricity,8833259.983884476
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Food and catering,16955560.834493294
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Furniture and timber,251941.51603460647
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,General and special Machinery,511114.4472176846
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Metal Products,359189791.71054846
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Minerals and Metals,6690343.250858653
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Natural gas and gaseous fuels,225047.20404833692
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Non-metallic mineral products,662404.9748680188
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Paper Products,1672657.7002628099
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Services,9646657.60533595
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,"Steam, hot water supply and water distribution",2876572.7688424513
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Textile,212342.34228018002
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Transport,1111925215.2825375
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Transport Equipment,453892.0640063202
ILCD recommended CF,Ecotoxicity freshwater endpoint,PDF.m3.year,Waste management and disposal,1807132.4642248214
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Chemical,29854197.50574041
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Coal and Petroleum,5398632.53879962
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Construction,75777.31330570814
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,"Electrical, electronic and measuring equipment",1381333.7130391079
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Electricity,8833259.983884476
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Food and catering,16955560.834493294
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Furniture and timber,251941.51603460647
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,General and special Machinery,511114.4472176846
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Metal Products,359189791.71054846
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Minerals and Metals,6690343.250858653
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Natural gas and gaseous fuels,225047.20404833692
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Non-metallic mineral products,662404.9748680188
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Paper Products,1672657.7002628099
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Services,9646657.60533595
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,"Steam, hot water supply and water distribution",2876572.7688424513
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Textile,212342.34228018002
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Transport,1111925215.2825375
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Transport Equipment,453892.0640063202
ILCD recommended CF,Ecotoxicity freshwater midpoint,CTUe = PAF.m3.year,Waste management and disposal,1807132.4642248214
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Chemical,4529.003503874528
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Coal and Petroleum,124.37374195029984
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Construction,8.36041522772626
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,"Electrical, electronic and measuring equipment",36.20816247311641
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Electricity,305.98493170795695
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Food and catering,694973.0899821805
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Furniture and timber,1921.1189034369013
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,General and special Machinery,324.1616383750771
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Metal Products,12154.015849458661
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Minerals and Metals,744.2200305736568
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Natural gas and gaseous fuels,31.76492904233464
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Non-metallic mineral products,433.34806031677874
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Paper Products,2725.8009229905647
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Services,933.7357375732169
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,"Steam, hot water supply and water distribution",454.9546019019045
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Textile,133113.0564045108
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Transport,1611.0064062924826
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Transport Equipment,182.35688967816083
ILCD recommended CF,Eutrophication marine midpoint,kg-N equivalent,Waste management and disposal,55598.48237380581
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Chemical,545906.672342019
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Coal and Petroleum,14991.477824366499
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Construction,1007.7286211991475
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),"Electrical, electronic and measuring equipment",4364.376726670282
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Electricity,36882.1123040841
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Food and catering,83769077.81035212
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Furniture and timber,231563.43925355506
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),General and special Machinery,39073.05462556732
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Metal Products,1464992.9818543922
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Minerals and Metals,89705.09297093184
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Natural gas and gaseous fuels,3828.8084113528357
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Non-metallic mineral products,52233.91798461172
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Paper Products,328556.36125332693
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Services,112548.50408248596
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),"Steam, hot water supply and water distribution",54838.27790781885
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Textile,16044877.334472287
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Transport,194183.807901326
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Transport Equipment,21980.517952278315
ILCD recommended CF,Eutrophication terrestrial midpoint,Accumulated Exceedance (AE),Waste management and disposal,6701602.786128379
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Chemical,4.0853748145621935
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Coal and Petroleum,3.4447612658835705
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Construction,0.006076348248671617
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,"Electrical, electronic and measuring equipment",0.39813097193280234
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Electricity,1.8160017996862103
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Food and catering,1.7033234414376397
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Furniture and timber,0.036482844105237854
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,General and special Machinery,0.06066100511779432
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Metal Products,32.28315773421651
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Minerals and Metals,0.29409260171591045
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Natural gas and gaseous fuels,0.00953487062618783
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Non-metallic mineral products,0.09777951126370475
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Paper Products,0.1538644779198146
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Services,0.47044178067718107
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,"Steam, hot water supply and water distribution",0.789268112361439
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Textile,0.035948917489228904
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Transport,330.63210012523956
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Transport Equipment,0.03326678577931292
ILCD recommended CF,"Human toxicity endpoint, cancer effects",DALY,Waste management and disposal,0.10085850673538653
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Chemical,225.29312946410536
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Coal and Petroleum,99.91682657043599
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Construction,0.28478115326156916
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,"Electrical, electronic and measuring equipment",16.12336144717075
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Electricity,54.92011022845895
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Food and catering,83.20786284722182
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Furniture and timber,1.617450546831615
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,General and special Machinery,3.4452275527386695
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Metal Products,2068.79343055561
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Minerals and Metals,21.749003723129594
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Natural gas and gaseous fuels,0.6349483645247431
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Non-metallic mineral products,4.1030826830487115
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Paper Products,8.594821264392936
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Services,30.99969998910773
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,"Steam, hot water supply and water distribution",24.377628035272497
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Textile,1.3835821798593697
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Transport,6521.414251400148
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Transport Equipment,2.1524923472275113
ILCD recommended CF,"Human toxicity endpoint, non-cancer effects",DALY,Waste management and disposal,6.524395517759901
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Chemical,0.3551116103336584
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Coal and Petroleum,0.29971784208885494
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Construction,0.0005286160387911793
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,"Electrical, electronic and measuring equipment",0.034632403608292034
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Electricity,0.1580472502242771
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Food and catering,0.14812157352550992
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Furniture and timber,0.0031741706880081323
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,General and special Machinery,0.0052742779149404055
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Metal Products,2.80701485064444
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Minerals and Metals,0.02557226674839623
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Natural gas and gaseous fuels,0.0008290471815035728
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Non-metallic mineral products,0.008508962313500231
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Paper Products,0.013378137414728555
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Services,0.04090424735769083
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,"Steam, hot water supply and water distribution",0.06868733146396563
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Textile,0.0031276700375688334
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Transport,28.764372469599657
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Transport Equipment,0.0028925924688406827
ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,Waste management and disposal,0.008770766407348743
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Chemical,83.44269636893569
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Coal and Petroleum,37.03682028165481
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Construction,0.10553494166204386
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,"Electrical, electronic and measuring equipment",5.975158583786119
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Electricity,20.367438726634088
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Food and catering,30.82161723858908
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Furniture and timber,0.5994898122893026
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,General and special Machinery,1.2762636970401915
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Metal Products,766.3919148625909
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Minerals and Metals,8.057260055621796
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Natural gas and gaseous fuels,0.2352153361585237
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Non-metallic mineral products,1.5210681840462439
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Paper Products,3.1838239710098897
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Services,11.483582132955615
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,"Steam, hot water supply and water distribution",9.039991312834742
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Textile,0.5127998955231764
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Transport,2417.5507418455486
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Transport Equipment,0.7974115021722209
ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,Waste management and disposal,2.417012422791194
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Chemical,1627.606205918483
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Coal and Petroleum,467.53015228045973
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Construction,2.842492191703256
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,"Electrical, electronic and measuring equipment",46.45017869703494
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Electricity,466.55910072407295
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Food and catering,1282.7157210227808
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Furniture and timber,42.370960535886
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,General and special Machinery,5.7619195303695365
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Metal Products,1349.4131465536937
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Minerals and Metals,186.15060631255562
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Natural gas and gaseous fuels,6.47425407917654
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Non-metallic mineral products,196.38278926182338
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Paper Products,82.68143029040183
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Services,116.93800348589183
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,"Steam, hot water supply and water distribution",174.3629011512097
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Textile,150.3466180986277
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Transport,2131.1984468913415
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Transport Equipment,9.620051494809259
ILCD recommended CF,Particulate matter/Respiratory inorganics endpoint,DALY,Waste management and disposal,135.16933681338733
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Chemical,904225.6701119053
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Coal and Petroleum,259738.97358915542
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Construction,1579.1623318848801
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,"Electrical, electronic and measuring equipment",25805.655013989093
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Electricity,259199.50044242997
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Food and catering,712619.8480860908
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Furniture and timber,23539.422558163078
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,General and special Machinery,3201.0664197659275
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Metal Products,749673.9754033566
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Minerals and Metals,103417.00392072299
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Natural gas and gaseous fuels,3596.8078672283377
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Non-metallic mineral products,109101.54963007878
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Paper Products,45934.12805979441
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Services,64965.55779877059
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,"Steam, hot water supply and water distribution",96868.27879489904
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Textile,83525.89937388865
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Transport,1183999.1379789962
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Transport Equipment,5344.4730613465135
ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,Waste management and disposal,75094.0762024516
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Chemical,0.2778366859953429
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Coal and Petroleum,0.08681950514504458
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Construction,0.00026491690304092873
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,"Electrical, electronic and measuring equipment",0.007489657285887561
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Electricity,0.010739430810886734
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Food and catering,0.028310977485576646
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Furniture and timber,0.0008728913391692145
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,General and special Machinery,0.0004537492390337214
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Metal Products,0.02557524924457544
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Minerals and Metals,0.007884701254472553
ILCD recommended CF,"Photochemical ozone formation endpoint, human health",DALY,Natural gas and gaseous fuels,0.0036989522389300577
