year,indicator,origin,origin_is_aggregate,final_demand,unit,value
2017,greenhouse_gas,HR,False,P51G,THS_T,10.74
2017,greenhouse_gas,FR,False,P52_P53,THS_T,10.661
2017,greenhouse_gas,IT,False,P52_P53,THS_T,10.48
2017,greenhouse_gas,CH,False,P3_S13,THS_T,10.285
2017,greenhouse_gas,LU,False,P51G,THS_T,9.857
2017,greenhouse_gas,MT,False,TOTAL,THS_T,9.171
2017,greenhouse_gas,CY,False,TOTAL,THS_T,8.863
2017,greenhouse_gas,PL,False,P31_S15,THS_T,8.197
2017,greenhouse_gas,ZA,False,P52_P53,THS_T,7.673
2017,greenhouse_gas,ES,False,P52_P53,THS_T,7.612
2017,greenhouse_gas,CZ,False,P52_P53,THS_T,7.291
2017,greenhouse_gas,IN,False,P31_S15,THS_T,6.762
2017,greenhouse_gas,LU,False,P3_S13,THS_T,6.489
2017,greenhouse_gas,MT,False,P31_S14,THS_T,6.353
2017,greenhouse_gas,SI,False,P3_S13,THS_T,6.321
2017,greenhouse_gas,NL,False,P31_S15,THS_T,6.158
2017,greenhouse_gas,UK,False,P31_S15,THS_T,6.105
2017,greenhouse_gas,CY,False,P31_S14,THS_T,6.023
2017,greenhouse_gas,SE,False,P31_S15,THS_T,5.146
2017,greenhouse_gas,CA,False,P52_P53,THS_T,5.115
2017,greenhouse_gas,NO,False,P31_S15,THS_T,4.806
2017,greenhouse_gas,ID,False,P52_P53,THS_T,4.79
2017,greenhouse_gas,AT,False,P52_P53,THS_T,4.271
2017,greenhouse_gas,FR,False,P31_S15,THS_T,4.212
2017,greenhouse_gas,HR,False,P3_S13,THS_T,3.956
2017,greenhouse_gas,SK,False,P52_P53,THS_T,3.926
2017,greenhouse_gas,SE,False,P52_P53,THS_T,3.883
2017,greenhouse_gas,HU,False,P52_P53,THS_T,3.511
2017,greenhouse_gas,BG,False,P52_P53,THS_T,3.454
2017,greenhouse_gas,KR,False,P52_P53,THS_T,3.444
2017,greenhouse_gas,RO,False,P52_P53,THS_T,3.337
2017,greenhouse_gas,BE,False,P52_P53,THS_T,3.302
2017,greenhouse_gas,PT,False,P52_P53,THS_T,2.983
2017,greenhouse_gas,ES,False,P31_S15,THS_T,2.962
2017,greenhouse_gas,IT,False,P31_S15,THS_T,2.462
2017,greenhouse_gas,AR,False,P52_P53,THS_T,2.365
2017,greenhouse_gas,SA,False,P52_P53,THS_T,2.322
2017,greenhouse_gas,JP,False,P52_P53,THS_T,2.296
2017,greenhouse_gas,MX,False,P52_P53,THS_T,2.265
2017,greenhouse_gas,FI,False,P52_P53,THS_T,2.019
2017,greenhouse_gas,JP,False,P31_S15,THS_T,1.938
2017,greenhouse_gas,FI,False,P31_S15,THS_T,1.935
2017,greenhouse_gas,CA,False,P31_S15,THS_T,1.86
2017,greenhouse_gas,KR,False,P31_S15,THS_T,1.847
2017,greenhouse_gas,BE,False,P31_S15,THS_T,1.84
2017,greenhouse_gas,IE,False,P52_P53,THS_T,1.785
2017,greenhouse_gas,TR,False,P31_S15,THS_T,1.739
2017,greenhouse_gas,CY,False,P51G,THS_T,1.671
2017,greenhouse_gas,ZA,False,P31_S15,THS_T,1.67
2017,greenhouse_gas,EL,False,P52_P53,THS_T,1.645
2017,greenhouse_gas,MT,False,P51G,THS_T,1.622
2017,greenhouse_gas,IE,False,P31_S15,THS_T,1.55
2017,greenhouse_gas,MT,False,P3_S13,THS_T,1.492
2017,greenhouse_gas,BG,False,P31_S15,THS_T,1.48
2017,greenhouse_gas,EL,False,P31_S15,THS_T,1.464
2017,greenhouse_gas,MX,False,P31_S15,THS_T,1.383
2017,greenhouse_gas,CZ,False,P31_S15,THS_T,1.307
2017,greenhouse_gas,BR,False,P31_S15,THS_T,1.253
2017,greenhouse_gas,ID,False,P31_S15,THS_T,1.245
2017,greenhouse_gas,LT,False,P52_P53,THS_T,1.187
2017,greenhouse_gas,CY,False,P3_S13,THS_T,1.185
2017,greenhouse_gas,SA,False,P31_S15,THS_T,1.155
2017,greenhouse_gas,HU,False,P31_S15,THS_T,1.017
2017,greenhouse_gas,AU,False,P31_S15,THS_T,1.016
2017,greenhouse_gas,LT,False,P31_S15,THS_T,0.911
2017,greenhouse_gas,AR,False,P31_S15,THS_T,0.817
2017,greenhouse_gas,RO,False,P31_S15,THS_T,0.816
2017,greenhouse_gas,EE,False,P31_S15,THS_T,0.774
2017,greenhouse_gas,AT,False,P31_S15,THS_T,0.747
2017,greenhouse_gas,SI,False,P52_P53,THS_T,0.673
2017,greenhouse_gas,PT,False,P31_S15,THS_T,0.663
2017,greenhouse_gas,EE,False,P52_P53,THS_T,0.561
2017,greenhouse_gas,LV,False,P31_S15,THS_T,0.554
2017,greenhouse_gas,SK,False,P31_S15,THS_T,0.515
2017,greenhouse_gas,HR,False,P52_P53,THS_T,0.403
2017,greenhouse_gas,CH,False,P31_S15,THS_T,0.387
2017,greenhouse_gas,LU,False,P31_S15,THS_T,0.327
2017,greenhouse_gas,SI,False,P31_S15,THS_T,0.209
2017,greenhouse_gas,HR,False,P31_S15,THS_T,0.18
2017,greenhouse_gas,MT,False,P31_S15,THS_T,0.063
2017,greenhouse_gas,CY,False,P31_S15,THS_T,0.061
2017,greenhouse_gas,CY,False,P52_P53,THS_T,-0.077
2017,greenhouse_gas,MT,False,P52_P53,THS_T,-0.359
2017,greenhouse_gas,LU,False,P52_P53,THS_T,-0.595
2017,greenhouse_gas,LV,False,P52_P53,THS_T,-1.022
2017,greenhouse_gas,BR,False,P52_P53,THS_T,-2.906
2017,greenhouse_gas,NL,False,P52_P53,THS_T,-6.648
2017,greenhouse_gas,AU,False,P52_P53,THS_T,-7.159
2017,greenhouse_gas,CH,False,P52_P53,THS_T,-7.963
2017,greenhouse_gas,EXT_EU27_2020,True,P52_P53,THS_T,-9.532
2017,greenhouse_gas,US,False,P52_P53,THS_T,-26.208
2017,greenhouse_gas,WRL_REST,False,P52_P53,THS_T,-140.451
2017,greenhouse_gas,IN,False,P52_P53,THS_T,-147.156
2018,carbon_dioxide,WORLD,True,TOTAL,THS_T,47088.951
2018,carbon_dioxide,EU27_2020,True,TOTAL,THS_T,27956.613
2018,carbon_dioxide,WORLD,True,P31_S14,THS_T,25940.487
2018,carbon_dioxide,EXT_EU27_2020,True,TOTAL,THS_T,19132.338
2018,carbon_dioxide,DK,False,TOTAL,THS_T,18174.083
2018,carbon_dioxide,EU27_2020,True,P31_S14,THS_T,16424.167
2018,carbon_dioxide,WORLD,True,P51G,THS_T,14060.23
2018,carbon_dioxide,DK,False,P31_S14,THS_T,11275.653
2018,carbon_dioxide,EXT_EU27_2020,True,P31_S14,THS_T,9516.32
2018,carbon_dioxide,EXT_EU27_2020,True,P51G,THS_T,7093.235
2018,carbon_dioxide,EU27_2020,True,P51G,THS_T,6966.995
2018,carbon_dioxide,WORLD,True,P3_S13,THS_T,6019.71
2018,carbon_dioxide,WRL_REST,False,TOTAL,THS_T,5231.369
2018,carbon_dioxide,CN,False,TOTAL,THS_T,4888.655
2018,carbon_dioxide,EU27_2020,True,P3_S13,THS_T,3930.919
2018,carbon_dioxide,DK,False,P51G,THS_T,3604.417
2018,carbon_dioxide,WRL_REST,False,P31_S14,THS_T,2929.054
2018,carbon_dioxide,DK,False,P3_S13,THS_T,2832.819
2018,carbon_dioxide,DE,False,TOTAL,THS_T,2683.657
2018,carbon_dioxide,CN,False,P51G,THS_T,2418.071
2018,carbon_dioxide,EXT_EU27_2020,True,P3_S13,THS_T,2088.791
2018,carbon_dioxide,CN,False,P31_S14,THS_T,1928.973
2018,carbon_dioxide,RU,False,TOTAL,THS_T,1919.44
2018,carbon_dioxide,US,False,TOTAL,THS_T,1888.78
2018,carbon_dioxide,WRL_REST,False,P51G,THS_T,1583.013
2018,carbon_dioxide,PL,False,TOTAL,THS_T,1476.569
2018,carbon_dioxide,DE,False,P31_S14,THS_T,1356.907
2018,carbon_dioxide,US,False,P31_S14,THS_T,1086.758
2018,carbon_dioxide,DE,False,P51G,THS_T,988.399
2018,carbon_dioxide,RU,False,P31_S14,THS_T,935.467
2018,carbon_dioxide,UK,False,TOTAL,THS_T,919.935
2018,carbon_dioxide,NL,False,TOTAL,THS_T,915.736
2018,carbon_dioxide,IN,False,TOTAL,THS_T,841.305
2018,carbon_dioxide,PL,False,P31_S14,THS_T,760.383
2018,carbon_dioxide,WORLD,True,P52_P53,THS_T,754.185
2018,carbon_dioxide,RU,False,P51G,THS_T,746.528
2018,carbon_dioxide,NO,False,TOTAL,THS_T,718.713
2018,carbon_dioxide,SE,False,TOTAL,THS_T,627.074
2018,carbon_dioxide,WRL_REST,False,P3_S13,THS_T,618.059
2018,carbon_dioxide,FR,False,TOTAL,THS_T,569.952
2018,carbon_dioxide,NL,False,P31_S14,THS_T,564.932
2018,carbon_dioxide,UK,False,P31_S14,THS_T,530.53
2018,carbon_dioxide,PL,False,P51G,THS_T,519.181
2018,carbon_dioxide,US,False,P51G,THS_T,518.108
2018,carbon_dioxide,KR,False,TOTAL,THS_T,498.311
2018,carbon_dioxide,ES,False,TOTAL,THS_T,474.805
2018,carbon_dioxide,IT,False,TOTAL,THS_T,426.579
2018,carbon_dioxide,IN,False,P31_S14,THS_T,423.511
2018,carbon_dioxide,CN,False,P3_S13,THS_T,417.465
2018,carbon_dioxide,EU27_2020,True,P52_P53,THS_T,416.869
2018,carbon_dioxide,TR,False,TOTAL,THS_T,401.141
2018,carbon_dioxide,NO,False,P31_S14,THS_T,398.569
2018,carbon_dioxide,JP,False,TOTAL,THS_T,365.067
2018,carbon_dioxide,EXT_EU27_2020,True,P52_P53,THS_T,337.316
2018,carbon_dioxide,SE,False,P31_S14,THS_T,331.245
2018,carbon_dioxide,WORLD,True,P31_S15,THS_T,314.339
2018,carbon_dioxide,BE,False,TOTAL,THS_T,313.203
2018,carbon_dioxide,CA,False,TOTAL,THS_T,309.051
2018,carbon_dioxide,CZ,False,TOTAL,THS_T,304.606
2018,carbon_dioxide,FR,False,P31_S14,THS_T,297.346
2018,carbon_dioxide,DK,False,P52_P53,THS_T,292.833
2018,carbon_dioxide,ZA,False,TOTAL,THS_T,289.665
2018,carbon_dioxide,KR,False,P51G,THS_T,288.23
2018,carbon_dioxide,DE,False,P3_S13,THS_T,278.312
2018,carbon_dioxide,IN,False,P51G,THS_T,277.566
2018,carbon_dioxide,UK,False,P51G,THS_T,262.359
2018,carbon_dioxide,FI,False,TOTAL,THS_T,261.069
2018,carbon_dioxide,ES,False,P31_S14,THS_T,258.389
2018,carbon_dioxide,US,False,P3_S13,THS_T,241.412
2018,carbon_dioxide,NL,False,P51G,THS_T,231.248
2018,carbon_dioxide,TR,False,P31_S14,THS_T,218.549
2018,carbon_dioxide,RU,False,P3_S13,THS_T,217.993
2018,carbon_dioxide,EU27_2020,True,P31_S15,THS_T,217.663
2018,carbon_dioxide,SE,False,P51G,THS_T,212.932
2018,carbon_dioxide,IT,False,P31_S14,THS_T,209.084
2018,carbon_dioxide,FR,False,P51G,THS_T,193.051
2018,carbon_dioxide,SA,False,TOTAL,THS_T,192.459
2018,carbon_dioxide,IE,False,TOTAL,THS_T,185.445
2018,carbon_dioxide,HU,False,TOTAL,THS_T,184.94
2018,carbon_dioxide,NO,False,P51G,THS_T,184.492
2018,carbon_dioxide,DK,False,P31_S15,THS_T,168.361
2018,carbon_dioxide,BG,False,TOTAL,THS_T,166.889
2018,carbon_dioxide,KR,False,P31_S14,THS_T,166.163
2018,carbon_dioxide,PL,False,P3_S13,THS_T,163.897
2018,carbon_dioxide,IT,False,P51G,THS_T,163.731
2018,carbon_dioxide,MX,False,TOTAL,THS_T,159.861
2018,carbon_dioxide,JP,False,P51G,THS_T,158.974
2018,carbon_dioxide,ID,False,TOTAL,THS_T,158.248
2018,carbon_dioxide,BE,False,P31_S14,THS_T,156.996
2018,carbon_dioxide,CA,False,P31_S14,THS_T,156.683
2018,carbon_dioxide,JP,False,P31_S14,THS_T,156.37
2018,carbon_dioxide,ES,False,P51G,THS_T,156.036
2018,carbon_dioxide,LT,False,TOTAL,THS_T,154.644
2018,carbon_dioxide,ZA,False,P31_S14,THS_T,150.048
2018,carbon_dioxide,EL,False,TOTAL,THS_T,145.043
2018,carbon_dioxide,CZ,False,P31_S14,THS_T,141.526
2018,carbon_dioxide,AT,False,TOTAL,THS_T,140.946
2018,carbon_dioxide,TR,False,P51G,THS_T,138.314
2018,carbon_dioxide,FI,False,P31_S14,THS_T,133.85
2018,carbon_dioxide,SK,False,TOTAL,THS_T,130.844
2018,carbon_dioxide,RO,False,TOTAL,THS_T,127.771
2018,carbon_dioxide,IN,False,P3_S13,THS_T,124.858
2018,carbon_dioxide,BR,False,TOTAL,THS_T,123.57
2018,carbon_dioxide,PT,False,TOTAL,THS_T,122.875
2018,carbon_dioxide,AU,False,TOTAL,THS_T,122.871
2018,carbon_dioxide,CZ,False,P51G,THS_T,118.168
2018,carbon_dioxide,EE,False,TOTAL,THS_T,115.638
2018,carbon_dioxide,LV,False,TOTAL,THS_T,113.586
2018,carbon_dioxide,IE,False,P31_S14,THS_T,113.516
2018,carbon_dioxide,CA,False,P51G,THS_T,113.179
2018,carbon_dioxide,BE,False,P51G,THS_T,113.176
2018,carbon_dioxide,UK,False,P3_S13,THS_T,108.936
2018,carbon_dioxide,CN,False,P52_P53,THS_T,107.66
2018,carbon_dioxide,NL,False,P3_S13,THS_T,102.78
2018,carbon_dioxide,ZA,False,P51G,THS_T,101.773
2018,carbon_dioxide,BG,False,P31_S14,THS_T,101.247
2018,carbon_dioxide,EXT_EU27_2020,True,P31_S15,THS_T,96.676
2018,carbon_dioxide,SA,False,P31_S14,THS_T,95.856
2018,carbon_dioxide,HU,False,P31_S14,THS_T,92.841
2018,carbon_dioxide,FI,False,P51G,THS_T,89.13
2018,carbon_dioxide,EL,False,P31_S14,THS_T,83.751
2018,carbon_dioxide,ID,False,P31_S14,THS_T,80.976
2018,carbon_dioxide,LT,False,P31_S14,THS_T,80.819
2018,carbon_dioxide,MX,False,P31_S14,THS_T,79.844
2018,carbon_dioxide,NO,False,P3_S13,THS_T,78.599
2018,carbon_dioxide,SE,False,P3_S13,THS_T,76.951
2018,carbon_dioxide,PT,False,P31_S14,THS_T,74.485
2018,carbon_dioxide,EE,False,P31_S14,THS_T,71.317
2018,carbon_dioxide,WRL_REST,False,P52_P53,THS_T,70.952
2018,carbon_dioxide,FR,False,P3_S13,THS_T,66.883
2018,carbon_dioxide,SA,False,P51G,THS_T,65.313
2018,carbon_dioxide,SK,False,P51G,THS_T,65.103
2018,carbon_dioxide,LU,False,TOTAL,THS_T,64.813
2018,carbon_dioxide,RO,False,P31_S14,THS_T,62.211
2018,carbon_dioxide,HU,False,P51G,THS_T,61.923
2018,carbon_dioxide,AT,False,P51G,THS_T,61.818
2018,carbon_dioxide,AT,False,P31_S14,THS_T,61.049
2018,carbon_dioxide,AU,False,P31_S14,THS_T,59.552
2018,carbon_dioxide,BR,False,P31_S14,THS_T,58.6
2018,carbon_dioxide,MX,False,P51G,THS_T,58.494
2018,carbon_dioxide,LV,False,P31_S14,THS_T,57.342
2018,carbon_dioxide,EE,False,P51G,THS_T,57.333
2018,carbon_dioxide,ID,False,P51G,THS_T,55.266
2018,carbon_dioxide,NO,False,P52_P53,THS_T,53.069
2018,carbon_dioxide,CH,False,TOTAL,THS_T,52.083
2018,carbon_dioxide,AR,False,TOTAL,THS_T,51.814
2018,carbon_dioxide,ES,False,P3_S13,THS_T,50.02
2018,carbon_dioxide,SK,False,P31_S14,THS_T,49.775
2018,carbon_dioxide,BR,False,P51G,THS_T,49.756
2018,carbon_dioxide,LT,False,P51G,THS_T,49.215
2018,carbon_dioxide,RO,False,P51G,THS_T,49.136
2018,carbon_dioxide,LU,False,P31_S14,THS_T,47.709
2018,carbon_dioxide,DE,False,P52_P53,THS_T,47.456
2018,carbon_dioxide,AU,False,P51G,THS_T,46.214
2018,carbon_dioxide,LV,False,P51G,THS_T,43.836
2018,carbon_dioxide,IE,False,P51G,THS_T,43.129
2018,carbon_dioxide,IT,False,P3_S13,THS_T,43.125
2018,carbon_dioxide,JP,False,P3_S13,THS_T,41.096
2018,carbon_dioxide,BG,False,P51G,THS_T,40.162
2018,carbon_dioxide,EL,False,P51G,THS_T,39.758
2018,carbon_dioxide,SI,False,TOTAL,THS_T,39.143
2018,carbon_dioxide,BE,False,P3_S13,THS_T,36.913
2018,carbon_dioxide,CZ,False,P3_S13,THS_T,36.798
2018,carbon_dioxide,KR,False,P3_S13,THS_T,36.637
2018,carbon_dioxide,AR,False,P31_S14,THS_T,36.281
2018,carbon_dioxide,TR,False,P3_S13,THS_T,35.859
2018,carbon_dioxide,PT,False,P51G,THS_T,33.546
2018,carbon_dioxide,CA,False,P3_S13,THS_T,33.52
2018,carbon_dioxide,FI,False,P3_S13,THS_T,32.853
2018,carbon_dioxide,US,False,P52_P53,THS_T,30.632
2018,carbon_dioxide,WRL_REST,False,P31_S15,THS_T,30.291
2018,carbon_dioxide,ZA,False,P3_S13,THS_T,29.81
2018,carbon_dioxide,SA,False,P3_S13,THS_T,26.674
2018,carbon_dioxide,HU,False,P3_S13,THS_T,26.311
2018,carbon_dioxide,PL,False,P52_P53,THS_T,25.701
2018,carbon_dioxide,IE,False,P3_S13,THS_T,25.49
2018,carbon_dioxide,CH,False,P31_S14,THS_T,24.536
2018,carbon_dioxide,BG,False,P3_S13,THS_T,21.712
2018,carbon_dioxide,LT,False,P3_S13,THS_T,20.803
2018,carbon_dioxide,SI,False,P31_S14,THS_T,19.496
2018,carbon_dioxide,CH,False,P51G,THS_T,18.738
2018,carbon_dioxide,EL,False,P3_S13,THS_T,18.658
2018,carbon_dioxide,ID,False,P3_S13,THS_T,18.624
2018,carbon_dioxide,MX,False,P3_S13,THS_T,17.882
2018,carbon_dioxide,HR,False,TOTAL,THS_T,16.949
2018,carbon_dioxide,CN,False,P31_S15,THS_T,16.486
2018,carbon_dioxide,EE,False,P3_S13,THS_T,15.826
2018,carbon_dioxide,AU,False,P3_S13,THS_T,14.993
2018,carbon_dioxide,AT,False,P3_S13,THS_T,14.456
2018,carbon_dioxide,RO,False,P3_S13,THS_T,13.414
2018,carbon_dioxide,SI,False,P51G,THS_T,13.267
2018,carbon_dioxide,BR,False,P3_S13,THS_T,12.999
2018,carbon_dioxide,UK,False,P52_P53,THS_T,12.61
2018,carbon_dioxide,DE,False,P31_S15,THS_T,12.583
2018,carbon_dioxide,PT,False,P3_S13,THS_T,12.451
2018,carbon_dioxide,SK,False,P3_S13,THS_T,12.322
2018,carbon_dioxide,MT,False,TOTAL,THS_T,12.159
2018,carbon_dioxide,NL,False,P52_P53,THS_T,11.906
2018,carbon_dioxide,US,False,P31_S15,THS_T,11.87
2018,carbon_dioxide,LV,False,P3_S13,THS_T,11.139
2018,carbon_dioxide,RU,False,P31_S15,THS_T,9.931
2018,carbon_dioxide,LU,False,P51G,THS_T,9.922
2018,carbon_dioxide,FR,False,P52_P53,THS_T,9.67
2018,carbon_dioxide,IN,False,P52_P53,THS_T,9.539
2018,carbon_dioxide,RU,False,P52_P53,THS_T,9.521
2018,carbon_dioxide,AR,False,P51G,THS_T,8.847
2018,carbon_dioxide,IT,False,P52_P53,THS_T,8.817
2018,carbon_dioxide,MT,False,P31_S14,THS_T,8.701
2018,carbon_dioxide,HR,False,P31_S14,THS_T,8.327
2018,carbon_dioxide,ES,False,P52_P53,THS_T,8.073
2018,carbon_dioxide,CH,False,P3_S13,THS_T,7.745
2018,carbon_dioxide,CY,False,TOTAL,THS_T,7.595
2018,carbon_dioxide,PL,False,P31_S15,THS_T,7.407
2018,carbon_dioxide,CZ,False,P52_P53,THS_T,6.899
2018,carbon_dioxide,TR,False,P52_P53,THS_T,6.875
2018,carbon_dioxide,JP,False,P52_P53,THS_T,6.85
2018,carbon_dioxide,ZA,False,P52_P53,THS_T,6.636
2018,carbon_dioxide,LU,False,P3_S13,THS_T,6.476
2018,carbon_dioxide,HR,False,P51G,THS_T,5.93
2018,carbon_dioxide,IN,False,P31_S15,THS_T,5.831
2018,carbon_dioxide,KR,False,P52_P53,THS_T,5.661
2018,carbon_dioxide,AR,False,P3_S13,THS_T,5.63
2018,carbon_dioxide,SI,False,P3_S13,THS_T,5.531
2018,carbon_dioxide,UK,False,P31_S15,THS_T,5.5
2018,carbon_dioxide,CY,False,P31_S14,THS_T,5.27
2018,carbon_dioxide,NL,False,P31_S15,THS_T,4.87
2018,carbon_dioxide,BE,False,P52_P53,THS_T,4.555
2018,carbon_dioxide,CA,False,P52_P53,THS_T,4.093
2018,carbon_dioxide,NO,False,P31_S15,THS_T,3.984
2018,carbon_dioxide,SE,False,P31_S15,THS_T,3.812
2018,carbon_dioxide,FI,False,P52_P53,THS_T,3.691
2018,carbon_dioxide,SA,False,P52_P53,THS_T,3.313
2018,carbon_dioxide,SK,False,P52_P53,THS_T,3.157
2018,carbon_dioxide,AT,False,P52_P53,THS_T,3.028
2018,carbon_dioxide,FR,False,P31_S15,THS_T,3.002
2018,carbon_dioxide,LT,False,P52_P53,THS_T,2.977
2018,carbon_dioxide,HU,False,P52_P53,THS_T,2.92
2018,carbon_dioxide,BG,False,P52_P53,THS_T,2.727
2018,carbon_dioxide,MX,False,P52_P53,THS_T,2.718
2018,carbon_dioxide,ID,False,P52_P53,THS_T,2.581
2018,carbon_dioxide,HR,False,P3_S13,THS_T,2.431
2018,carbon_dioxide,RO,False,P52_P53,THS_T,2.399
2018,carbon_dioxide,ES,False,P31_S15,THS_T,2.287
2018,carbon_dioxide,IE,False,P52_P53,THS_T,2.161
2018,carbon_dioxide,SE,False,P52_P53,THS_T,2.134
2018,carbon_dioxide,EL,False,P52_P53,THS_T,1.873
2018,carbon_dioxide,PT,False,P52_P53,THS_T,1.829
2018,carbon_dioxide,IT,False,P31_S15,THS_T,1.822
2018,carbon_dioxide,JP,False,P31_S15,THS_T,1.777
2018,carbon_dioxide,MT,False,P51G,THS_T,1.77
2018,carbon_dioxide,CY,False,P51G,THS_T,1.678
2018,carbon_dioxide,BR,False,P52_P53,THS_T,1.672
2018,carbon_dioxide,MT,False,P3_S13,THS_T,1.63
2018,carbon_dioxide,KR,False,P31_S15,THS_T,1.62
2018,carbon_dioxide,CA,False,P31_S15,THS_T,1.576
2018,carbon_dioxide,BE,False,P31_S15,THS_T,1.563
2018,carbon_dioxide,FI,False,P31_S15,THS_T,1.545
2018,carbon_dioxide,TR,False,P31_S15,THS_T,1.544
2018,carbon_dioxide,AU,False,P52_P53,THS_T,1.412
2018,carbon_dioxide,ZA,False,P31_S15,THS_T,1.398
2018,carbon_dioxide,SA,False,P31_S15,THS_T,1.303
2018,carbon_dioxide,CZ,False,P31_S15,THS_T,1.215
2018,carbon_dioxide,IE,False,P31_S15,THS_T,1.149
2018,carbon_dioxide,BG,False,P31_S15,THS_T,1.041
2018,carbon_dioxide,EL,False,P31_S15,THS_T,1.003
2018,carbon_dioxide,HU,False,P31_S15,THS_T,0.945
2018,carbon_dioxide,MX,False,P31_S15,THS_T,0.923
2018,carbon_dioxide,CY,False,P3_S13,THS_T,0.918
2018,carbon_dioxide,LT,False,P31_S15,THS_T,0.83
2018,carbon_dioxide,ID,False,P31_S15,THS_T,0.801
2018,carbon_dioxide,LV,False,P52_P53,THS_T,0.777
2018,carbon_dioxide,CH,False,P52_P53,THS_T,0.769
2018,carbon_dioxide,AR,False,P52_P53,THS_T,0.753
2018,carbon_dioxide,EE,False,P31_S15,THS_T,0.733
2018,carbon_dioxide,AU,False,P31_S15,THS_T,0.7
2018,carbon_dioxide,SI,False,P52_P53,THS_T,0.656
2018,carbon_dioxide,RO,False,P31_S15,THS_T,0.611
2018,carbon_dioxide,AT,False,P31_S15,THS_T,0.595
2018,carbon_dioxide,PT,False,P31_S15,THS_T,0.564
2018,carbon_dioxide,BR,False,P31_S15,THS_T,0.543
2018,carbon_dioxide,LV,False,P31_S15,THS_T,0.492
2018,carbon_dioxide,SK,False,P31_S15,THS_T,0.487
2018,carbon_dioxide,LU,False,P52_P53,THS_T,0.379
2018,carbon_dioxide,LU,False,P31_S15,THS_T,0.327
2018,carbon_dioxide,AR,False,P31_S15,THS_T,0.303
2018,carbon_dioxide,CH,False,P31_S15,THS_T,0.295
2018,carbon_dioxide,SI,False,P31_S15,THS_T,0.193
2018,carbon_dioxide,HR,False,P52_P53,THS_T,0.16
2018,carbon_dioxide,HR,False,P31_S15,THS_T,0.101
2018,carbon_dioxide,MT,False,P31_S15,THS_T,0.08
2018,carbon_dioxide,CY,False,P31_S15,THS_T,0.045
2018,carbon_dioxide,MT,False,P52_P53,THS_T,-0.022
2018,carbon_dioxide,CY,False,P52_P53,THS_T,-0.316
2018,carbon_dioxide,EE,False,P52_P53,THS_T,-29.571
2018,greenhouse_gas,WORLD,True,TOTAL,THS_T,60427.614
2018,greenhouse_gas,EU27_2020,True,TOTAL,THS_T,35485.708
2018,greenhouse_gas,WORLD,True,P31_S14,THS_T,35312.404
2018,greenhouse_gas,EXT_EU27_2020,True,TOTAL,THS_T,24941.906
2018,greenhouse_gas,DK,False,TOTAL,THS_T,23300.2
2018,greenhouse_gas,EU27_2020,True,P31_S14,THS_T,22302.249
2018,greenhouse_gas,WORLD,True,P51G,THS_T,16395.503
2018,greenhouse_gas,DK,False,P31_S14,THS_T,15394.198
2018,greenhouse_gas,EXT_EU27_2020,True,P31_S14,THS_T,13010.155
2018,greenhouse_gas,EXT_EU27_2020,True,P51G,THS_T,8692.348
2018,greenhouse_gas,EU27_2020,True,P51G,THS_T,7703.155
2018,greenhouse_gas,WRL_REST,False,TOTAL,THS_T,7648.382
2018,greenhouse_gas,WORLD,True,P3_S13,THS_T,7249.355
2018,greenhouse_gas,CN,False,TOTAL,THS_T,5560.61
2018,greenhouse_gas,EU27_2020,True,P3_S13,THS_T,4583.277
2018,greenhouse_gas,WRL_REST,False,P31_S14,THS_T,4502.634
2018,greenhouse_gas,DK,False,P51G,THS_T,3943.319
2018,greenhouse_gas,DK,False,P3_S13,THS_T,3294.086
2018,greenhouse_gas,DE,False,TOTAL,THS_T,3198.511
2018,greenhouse_gas,RU,False,TOTAL,THS_T,2738.903
2018,greenhouse_gas,CN,False,P51G,THS_T,2721.051
2018,greenhouse_gas,EXT_EU27_2020,True,P3_S13,THS_T,2666.078
2018,greenhouse_gas,US,False,TOTAL,THS_T,2373.67
2018,greenhouse_gas,CN,False,P31_S14,THS_T,2221.815
2018,greenhouse_gas,WRL_REST,False,P51G,THS_T,2140.638
2018,greenhouse_gas,PL,False,TOTAL,THS_T,1849.015
2018,greenhouse_gas,DE,False,P31_S14,THS_T,1762.516
2018,greenhouse_gas,RU,False,P31_S14,THS_T,1377.043
2018,greenhouse_gas,US,False,P31_S14,THS_T,1375.01
2018,greenhouse_gas,NL,False,TOTAL,THS_T,1175.434
2018,greenhouse_gas,UK,False,TOTAL,THS_T,1098.729
2018,greenhouse_gas,WORLD,True,P52_P53,THS_T,1086.165
2018,greenhouse_gas,DE,False,P51G,THS_T,1049.222
2018,greenhouse_gas,RU,False,P51G,THS_T,1019.919
2018,greenhouse_gas,IN,False,TOTAL,THS_T,1014.076
2018,greenhouse_gas,PL,False,P31_S14,THS_T,1001.239
2018,greenhouse_gas,WRL_REST,False,P3_S13,THS_T,852.728
2018,greenhouse_gas,SE,False,TOTAL,THS_T,824.378
2018,greenhouse_gas,NO,False,TOTAL,THS_T,814.593
2018,greenhouse_gas,NL,False,P31_S14,THS_T,778.644
2018,greenhouse_gas,FR,False,TOTAL,THS_T,745.753
2018,greenhouse_gas,UK,False,P31_S14,THS_T,656.333
2018,greenhouse_gas,ES,False,TOTAL,THS_T,638.83
2018,greenhouse_gas,EU27_2020,True,P52_P53,THS_T,637.938
