producing_world_region,scope,indicator,unit,value,share_of_scope_pct
Denmark,Outside protocol,blue_water_consumption,Mm3,0.0973758018470864,100.00000000000001
Denmark,Scope 2,blue_water_consumption,Mm3,0.0503470420339812,56.63874997502239
Europe,Scope 2,blue_water_consumption,Mm3,0.03588884085391482,40.373753886997015
Asia and Pacific,Scope 2,blue_water_consumption,Mm3,0.001328050234178987,1.4940124013078115
Middle East,Scope 2,blue_water_consumption,Mm3,0.0008224102367085417,0.9251841993496898
America,Scope 2,blue_water_consumption,Mm3,0.0004656361200504257,0.5238251686181556
Africa,Scope 2,blue_water_consumption,Mm3,3.953393942503712e-05,0.044474368704939315
Asia and Pacific,Scope 3,blue_water_consumption,Mm3,45.16732632567082,45.10501351601721
Middle East,Scope 3,blue_water_consumption,Mm3,22.321232264734032,22.29043790937818
Europe,Scope 3,blue_water_consumption,Mm3,12.909272883643485,12.891463260417948
America,Scope 3,blue_water_consumption,Mm3,8.0417431248572,8.030648742050271
Denmark,Scope 3,blue_water_consumption,Mm3,6.012147543380326,6.003853189121258
Africa,Scope 3,blue_water_consumption,Mm3,5.686428375353344,5.678583383015134
Denmark,Outside protocol,climate_change,kt CO2eq,263.56770753446403,100.0
Denmark,Scope 1,climate_change,kt CO2eq,172.67889247050002,100.00000000000001
Denmark,Scope 2,climate_change,kt CO2eq,77.95149705006627,85.33376863797073
Europe,Scope 2,climate_change,kt CO2eq,9.868098782343822,10.802641260992338
Asia and Pacific,Scope 2,climate_change,kt CO2eq,2.2281927366708802,2.439210158462481
Middle East,Scope 2,climate_change,kt CO2eq,0.6903870663056471,0.7557690668716075
America,Scope 2,climate_change,kt CO2eq,0.4127655087101878,0.45185580463434494
Africa,Scope 2,climate_change,kt CO2eq,0.19800346981820277,0.2167550710684853
Europe,Scope 3,climate_change,kt CO2eq,1920.3359010542335,33.7448926963258
Denmark,Scope 3,climate_change,kt CO2eq,1600.0698622824239,28.11705274046236
Asia and Pacific,Scope 3,climate_change,kt CO2eq,1173.4226737700653,20.61984166002856
Middle East,Scope 3,climate_change,kt CO2eq,388.2564067402513,6.822593264500338
America,Scope 3,climate_change,kt CO2eq,363.6146918667438,6.389579423638713
Africa,Scope 3,climate_change,kt CO2eq,245.0457819127422,4.306040215044236
Denmark,Outside protocol,land_use,km2,0.8864505070789104,100.00000000000001
Asia and Pacific,Scope 2,land_use,km2,0.034624052389178116,41.004286238457595
Europe,Scope 2,land_use,km2,0.023498220633365728,27.82827827646521
Africa,Scope 2,land_use,km2,0.01464288147860331,17.341150502998985
America,Scope 2,land_use,km2,0.011616375645602755,13.756945220387289
Middle East,Scope 2,land_use,km2,5.855055072725374e-05,0.069339761690923
Europe,Scope 3,land_use,km2,2084.3326043307175,32.61793364812256
Asia and Pacific,Scope 3,land_use,km2,1444.1944020031551,22.600345588632653
Africa,Scope 3,land_use,km2,1306.2890490288867,20.442250645584934
America,Scope 3,land_use,km2,814.4018763119736,12.744658078685212
Denmark,Scope 3,land_use,km2,513.4654413121151,8.035273094382363
Middle East,Scope 3,land_use,km2,227.45962876240188,3.559538944592267
Denmark,Outside protocol,material_extraction,kt,13.639299955171785,100.0
Europe,Scope 2,material_extraction,kt,0.3195235220187476,89.23859591787891
Asia and Pacific,Scope 2,material_extraction,kt,0.028228544684801307,7.88385054271206
America,Scope 2,material_extraction,kt,0.008803075370761405,2.4585798281226903
Middle East,Scope 2,material_extraction,kt,0.001404988667233718,0.3923943224972105
Africa,Scope 2,material_extraction,kt,9.516891017450068e-05,0.02657938878912608
Denmark,Scope 3,material_extraction,kt,2677.2413359368775,42.58884355925791
Europe,Scope 3,material_extraction,kt,1570.3544142133298,24.980780619882992
Asia and Pacific,Scope 3,material_extraction,kt,1220.4238234148586,19.414177793283667
America,Scope 3,material_extraction,kt,344.29828071851443,5.47700553491977
Middle East,Scope 3,material_extraction,kt,334.53662224778043,5.321719666623734
Africa,Scope 3,material_extraction,kt,139.39589373703257,2.2174728260319196
Denmark,Scope 1,waste_generation,kt,51.795,100.0
Denmark,Scope 2,waste_generation,kt,0.2902151374793055,49.359012780186596
Europe,Scope 2,waste_generation,kt,0.26193617771349353,44.549403093336174
Asia and Pacific,Scope 2,waste_generation,kt,0.01876685495164513,3.1918163933410026
America,Scope 2,waste_generation,kt,0.012320878530595769,2.09550199943712
Middle East,Scope 2,waste_generation,kt,0.00280503340428675,0.47707256366292333
Africa,Scope 2,waste_generation,kt,0.001923790721812404,0.32719317003619064
Europe,Scope 3,waste_generation,kt,105.41966300468077,39.15087111908137
Denmark,Scope 3,waste_generation,kt,90.23260761023657,33.51068567853567
Asia and Pacific,Scope 3,waste_generation,kt,37.58119091615731,13.956944275137145
Africa,Scope 3,waste_generation,kt,19.305830871936106,7.169820835799793
America,Scope 3,waste_generation,kt,13.177303443853985,4.893801536857955
Middle East,Scope 3,waste_generation,kt,3.5485826571744337,1.3178765545880646
