producing_country_iso3,producing_country_name,producing_world_region,scope,indicator,unit,value,share_of_scope_pct
RoW Europe,RoW Europe,Europe,Scope 2,material_extraction,kt,0.02308808713723957,8.328874827845032
RoW America,RoW America,America,Scope 2,material_extraction,kt,0.008164991638861575,2.9454667650136948
RoW Middle East,RoW Middle East,Middle East,Scope 2,material_extraction,kt,0.003393372372982529,1.224136654147178
CZE,Czech Republic,Europe,Scope 2,material_extraction,kt,0.002353434957610038,0.8489861052972598
RUS,Russia,Europe,Scope 2,material_extraction,kt,0.0006925203574406269,0.24982214154737023
AUT,Austria,Europe,Scope 2,material_extraction,kt,0.00034849457012602655,0.12571711270448588
HUN,Hungary,Europe,Scope 2,material_extraction,kt,0.0003311097097422994,0.11944563923096115
CAN,Canada,America,Scope 2,material_extraction,kt,0.00010283211255241028,0.03709600490681005
RoW Africa,RoW Africa,Africa,Scope 2,material_extraction,kt,5.548878567802327e-05,0.020017212665311868
DNK,Denmark,Denmark,Scope 3,material_extraction,kt,2742.8946217098146,51.120600411845025
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 3,material_extraction,kt,280.91312457319447,5.2355083123089035
CHN,China,Asia and Pacific,Scope 3,material_extraction,kt,267.45373681774885,4.984659454394955
DEU,Germany,Europe,Scope 3,material_extraction,kt,199.02503515037463,3.709321974437888
IND,India,Asia and Pacific,Scope 3,material_extraction,kt,182.2926135048987,3.3974720644593277
RoW Middle East,RoW Middle East,Middle East,Scope 3,material_extraction,kt,158.3747826292394,2.9517043469410775
POL,Poland,Europe,Scope 3,material_extraction,kt,136.7331032604973,2.5483583217259023
RUS,Russia,Europe,Scope 3,material_extraction,kt,111.37028776552175,2.0756597550453604
SWE,Sweden,Europe,Scope 3,material_extraction,kt,105.5033660310658,1.9663152110512743
