producing_world_region,producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Denmark,Private travel,Outside protocol,blue_water_consumption,Mm3,0.1084252496002659,100.0
Europe,Electricity,Scope 2,blue_water_consumption,Mm3,0.024494722649479113,55.04880318669915
Denmark,Electricity,Scope 2,blue_water_consumption,Mm3,0.0162429973183452,36.5040900987169
Asia and Pacific,Electricity,Scope 2,blue_water_consumption,Mm3,0.002340862313450689,5.260793135906297
Middle East,Electricity,Scope 2,blue_water_consumption,Mm3,0.0008651680352173246,1.9443561609428754
America,Electricity,Scope 2,blue_water_consumption,Mm3,0.000423483041856978,0.9517247840560955
Asia and Pacific,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,6.501628257023548e-05,0.1461159039992568
Africa,Electricity,Scope 2,blue_water_consumption,Mm3,3.413812160929855e-05,0.07672112742512886
Europe,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,2.9985742684998636e-05,0.06738917893028669
Middle East,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,2.8581464275327855e-09,6.423324012258838e-06
Asia and Pacific,Food and catering,Scope 3,blue_water_consumption,Mm3,30.38184165384558,43.89939530052478
Middle East,Food and catering,Scope 3,blue_water_consumption,Mm3,12.230908439565448,17.67271025208067
Denmark,Electricity,Scope 3,blue_water_consumption,Mm3,4.919427660900942,7.108189885220184
Europe,Food and catering,Scope 3,blue_water_consumption,Mm3,4.777238781069163,6.902738026370015
America,Food and catering,Scope 3,blue_water_consumption,Mm3,4.686922818024687,6.772238492839097
Africa,Food and catering,Scope 3,blue_water_consumption,Mm3,3.018529241850934,4.361539696111044
Denmark,Food and catering,Scope 3,blue_water_consumption,Mm3,1.4047588190239366,2.0297671023647283
Asia and Pacific,Metal Products,Scope 3,blue_water_consumption,Mm3,1.2927575703409129,1.8679340197587535
Asia and Pacific,Chemical,Scope 3,blue_water_consumption,Mm3,1.2657234533333395,1.8288718258786831
Europe,Chemical,Scope 3,blue_water_consumption,Mm3,0.6925045853094324,1.0006151991802252
Europe,Metal Products,Scope 3,blue_water_consumption,Mm3,0.544766590792777,0.7871453017300651
Europe,Electricity,Scope 3,blue_water_consumption,Mm3,0.46703247486440613,0.6748255575105953
Asia and Pacific,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.2933612210223953,0.4238841198053796
Europe,Paper Products,Scope 3,blue_water_consumption,Mm3,0.28590697158957157,0.4131133098509138
Asia and Pacific,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.23325287832585243,0.3370322453548737
Asia and Pacific,Paper Products,Scope 3,blue_water_consumption,Mm3,0.21661381219200102,0.312990090505809
Asia and Pacific,Textile,Scope 3,blue_water_consumption,Mm3,0.21147537182830906,0.30556544431997346
Europe,Services,Scope 3,blue_water_consumption,Mm3,0.17685772244421022,0.25554563669928665
Asia and Pacific,Electricity,Scope 3,blue_water_consumption,Mm3,0.16904517333275912,0.24425711161065222
Europe,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.1613794468585797,0.23318073379952947
Asia and Pacific,Services,Scope 3,blue_water_consumption,Mm3,0.1378622819897032,0.19920026188841514
Denmark,Chemical,Scope 3,blue_water_consumption,Mm3,0.11832098367602298,0.1709646075415976
America,Chemical,Scope 3,blue_water_consumption,Mm3,0.09332358942194145,0.13484531943701716
America,Metal Products,Scope 3,blue_water_consumption,Mm3,0.09311827323129523,0.13454865352987866
Asia and Pacific,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.08790908895121001,0.12702178789381227
Denmark,Private travel,Scope 3,blue_water_consumption,Mm3,0.0864,0.12484127187481586
Africa,Chemical,Scope 3,blue_water_consumption,Mm3,0.07889426540849678,0.11399606987530124
Middle East,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.07307771391558077,0.10559160591348417
Europe,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.06868460555356494,0.09924390642971166
Europe,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.05750759479840919,0.083093996262673
Europe,Textile,Scope 3,blue_water_consumption,Mm3,0.055529610656355526,0.08023596320662907
Asia and Pacific,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.053593147124929366,0.07743792419965641
Denmark,Paper Products,Scope 3,blue_water_consumption,Mm3,0.0485337749445822,0.07012752538157074
Africa,Metal Products,Scope 3,blue_water_consumption,Mm3,0.04794143728814566,0.06927164359443086
America,Electricity,Scope 3,blue_water_consumption,Mm3,0.0454254066406534,0.0656361752366884
Denmark,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.03460185444085018,0.049996985157673396
Asia and Pacific,Transport,Scope 3,blue_water_consumption,Mm3,0.031993544936631146,0.04622818103788318
Middle East,Metal Products,Scope 3,blue_water_consumption,Mm3,0.031452044028678676,0.045445754393552695
Africa,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.030166342093877457,0.043588015217713626
Europe,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.029816347787957685,0.04308230070035289
Denmark,Metal Products,Scope 3,blue_water_consumption,Mm3,0.029679190881503014,0.04288411965118372
Africa,Services,Scope 3,blue_water_consumption,Mm3,0.029288028614595174,0.04231892063601924
Middle East,Electricity,Scope 3,blue_water_consumption,Mm3,0.028410783872864154,0.04105137029686189
America,Textile,Scope 3,blue_water_consumption,Mm3,0.02383547973772009,0.034440412108835396
Africa,Textile,Scope 3,blue_water_consumption,Mm3,0.022924986369682123,0.033124820093795526
America,Paper Products,Scope 3,blue_water_consumption,Mm3,0.02006580082967811,0.028993519638469332
Europe,Transport Equipment,Scope 3,blue_water_consumption,Mm3,0.017259339888187623,0.02493840212223478
Africa,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.017154369135346074,0.024786727558642235
Europe,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.01711441635808383,0.024728998906693743
Africa,Electricity,Scope 3,blue_water_consumption,Mm3,0.01666366651642667,0.024077700486209344
Europe,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.016298670176096743,0.023550309197361646
Asia and Pacific,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.0138831268856604,0.02006003724543166
Middle East,Textile,Scope 3,blue_water_consumption,Mm3,0.012010127891363142,0.017353699552511283
Denmark,Textile,Scope 3,blue_water_consumption,Mm3,0.011998293277533672,0.017336599457110607
Europe,Waste management and disposal,Scope 3,blue_water_consumption,Mm3,0.011429047094284365,0.016514083050551253
Asia and Pacific,Transport Equipment,Scope 3,blue_water_consumption,Mm3,0.011279607526944752,0.016298154512876493
America,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.010360341457764209,0.0149698866278318
Europe,Transport,Scope 3,blue_water_consumption,Mm3,0.010318788574047714,0.014909845946660118
Middle East,Chemical,Scope 3,blue_water_consumption,Mm3,0.010163433877957052,0.014685370508561923
America,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.009879409516351903,0.014274977423536237
America,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.009841601116113312,0.014220347229400384
America,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.009787205188589243,0.01414174935003794
Asia and Pacific,Waste management and disposal,Scope 3,blue_water_consumption,Mm3,0.009119204023807326,0.013176539685394041
Asia and Pacific,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.008602791997887762,0.012430364521884217
Denmark,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.0081044937726132,0.011710362389751811
Denmark,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.0068923676400901995,0.00995893451872319
Africa,Paper Products,Scope 3,blue_water_consumption,Mm3,0.006891726726851165,0.009958008449001864
Africa,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.006676919557551862,0.009647628816789435
Middle East,Services,Scope 3,blue_water_consumption,Mm3,0.006460202422946748,0.009334489433442582
America,Services,Scope 3,blue_water_consumption,Mm3,0.006441204186646828,0.00930703846141642
Denmark,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.0055217249869406,0.007978462619358976
Africa,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.0051392743855306535,0.007425851282445712
America,Transport,Scope 3,blue_water_consumption,Mm3,0.004113319770581408,0.005943426756796398
Africa,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.0039451559219701995,0.005700443090778026
Europe,Construction,Scope 3,blue_water_consumption,Mm3,0.003916004185267584,0.0056583211013415185
Europe,Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,0.002813205665545611,0.004064863117270276
Middle East,Paper Products,Scope 3,blue_water_consumption,Mm3,0.00270286556982382,0.0039054302713362804
Africa,Transport,Scope 3,blue_water_consumption,Mm3,0.002678697569394926,0.0038705093927226893
Africa,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.0026783359919033715,0.0038699869414040903
Asia and Pacific,Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,0.002522576804348971,0.003644927044639283
America,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.002124602220229202,0.003069884761591101
Europe,"Steam, hot water supply and water distribution",Scope 3,blue_water_consumption,Mm3,0.002102329146072924,0.0030377019038800852
America,Transport Equipment,Scope 3,blue_water_consumption,Mm3,0.001987836670868951,0.0028722691929476797
Asia and Pacific,Construction,Scope 3,blue_water_consumption,Mm3,0.0017047759720490944,0.0024632685256045653
Africa,Transport Equipment,Scope 3,blue_water_consumption,Mm3,0.001414472037412017,0.0020438019465495176
Denmark,Transport Equipment,Scope 3,blue_water_consumption,Mm3,0.0012398159175224,0.001791437454098822
Middle East,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.0010808909236342062,0.0015618032137087819
Asia and Pacific,"Steam, hot water supply and water distribution",Scope 3,blue_water_consumption,Mm3,0.0009142437973675001,0.0013210110933682886
America,Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,0.0007915579956257664,0.0011437396636180624
America,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.0006820135521917137,0.0009854564732809565
Africa,Waste management and disposal,Scope 3,blue_water_consumption,Mm3,0.0006482647776793113,0.0009366921221890041
Middle East,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.0006264568671751933,0.0009051813897322188
America,Waste management and disposal,Scope 3,blue_water_consumption,Mm3,0.000557095621632461,0.0008049597912093472
Africa,Construction,Scope 3,blue_water_consumption,Mm3,0.0005353223133991,0.0007734990563392642
Africa,Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,0.0005058268139439785,0.0007308803564948161
Denmark,Construction,Scope 3,blue_water_consumption,Mm3,0.0004884968565613,0.0007058399175921548
Middle East,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.00032532567564961704,0.00047007026761148154
America,Construction,Scope 3,blue_water_consumption,Mm3,0.00016210521825021874,0.00023422941694330927
Middle East,Construction,Scope 3,blue_water_consumption,Mm3,0.00010088534166954855,0.0001457714625874051
Middle East,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,9.83180769940666e-05,0.00014206196504890447
Denmark,Services,Scope 3,blue_water_consumption,Mm3,9.29282788739547e-05,0.00013427412647872786
Middle East,Furniture and timber,Scope 3,blue_water_consumption,Mm3,8.498493532603843e-05,0.00012279661361460194
Middle East,Transport,Scope 3,blue_water_consumption,Mm3,7.723913223957577e-05,0.00011160453133444135
Denmark,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,7.656005253002436e-05,0.00011062331403531197
Middle East,Transport Equipment,Scope 3,blue_water_consumption,Mm3,6.612847355112757e-05,9.555049473683896e-05
Middle East,Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,2.4806573810874124e-05,3.5843567423680825e-05
Africa,"Steam, hot water supply and water distribution",Scope 3,blue_water_consumption,Mm3,1.9053112613606715e-05,2.7530264026119895e-05
Middle East,Waste management and disposal,Scope 3,blue_water_consumption,Mm3,1.5428326544863654e-05,2.2292730425471778e-05
Middle East,"Steam, hot water supply and water distribution",Scope 3,blue_water_consumption,Mm3,4.835930221892634e-06,6.987542587950658e-06
America,"Steam, hot water supply and water distribution",Scope 3,blue_water_consumption,Mm3,4.44898379824603e-06,6.428435138003282e-06
Denmark,Transport,Scope 3,blue_water_consumption,Mm3,2.2719678626086187e-06,3.2828166391986903e-06
Denmark,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,1.933859460343127e-07,2.794276327041447e-07
Denmark,Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,4.414146394531735e-09,6.378097802488131e-09
Denmark,Private travel,Outside protocol,climate_change,kt CO2eq,293.4753186512448,100.0
Denmark,Operational impact,Scope 1,climate_change,kt CO2eq,163.5946084095433,100.0
Europe,"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,9.046323647476848,36.1217602372726
Europe,Electricity,Scope 2,climate_change,kt CO2eq,3.4992936842988356,13.972598415633716
Denmark,"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,3.286979172684717,13.12483150144003
Denmark,Electricity,Scope 2,climate_change,kt CO2eq,3.20971335123197,12.816310870760352
Asia and Pacific,"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,2.341359445929599,9.34899389308621
Asia and Pacific,Electricity,Scope 2,climate_change,kt CO2eq,1.6755226121327103,6.690322878782606
Middle East,Electricity,Scope 2,climate_change,kt CO2eq,1.2114391675509815,4.837248462199645
America,Electricity,Scope 2,climate_change,kt CO2eq,0.4395949378342821,1.7552923778487146
Africa,Electricity,Scope 2,climate_change,kt CO2eq,0.21858569775420042,0.8728076148122769
Middle East,"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,0.11490479458559025,0.4588121762912388
Africa,"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,0.00023995725819761656,0.0009581437593408638
America,"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,1.5884919148777427e-05,6.342811325799043e-05
Europe,Transport,Scope 3,climate_change,kt CO2eq,406.2391692315117,7.731909088456771
Asia and Pacific,Transport,Scope 3,climate_change,kt CO2eq,356.84212545016646,6.791740141975344
Denmark,Private travel,Scope 3,climate_change,kt CO2eq,309.7669,5.895762129348344
Denmark,Waste management and disposal,Scope 3,climate_change,kt CO2eq,285.9169351308338,5.441828156215906
Denmark,Transport,Scope 3,climate_change,kt CO2eq,265.1223532164727,5.046046978348541
Denmark,"Steam, hot water supply and water distribution",Scope 3,climate_change,kt CO2eq,210.61187237035563,4.00855450053666
Asia and Pacific,Electricity,Scope 3,climate_change,kt CO2eq,206.4210829649141,3.9287916289429665
Europe,Coal and Petroleum,Scope 3,climate_change,kt CO2eq,202.48776132574113,3.8539291153471553
Denmark,Services,Scope 3,climate_change,kt CO2eq,197.81315856451525,3.764957873005308
Denmark,Food and catering,Scope 3,climate_change,kt CO2eq,161.91779584228155,3.081765058805445
Asia and Pacific,Food and catering,Scope 3,climate_change,kt CO2eq,154.2652142109961,2.936114245327699
Europe,Food and catering,Scope 3,climate_change,kt CO2eq,134.5773024073548,2.5613962079329395
