producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Private travel,Outside protocol,land_use,km2,0.9870380080591756,100.0
Electricity,Scope 2,land_use,km2,0.0824373673800615,88.35356334777907
"Steam, hot water supply and water distribution",Scope 2,land_use,km2,0.010866585801283182,11.64643665222093
Food and catering,Scope 3,land_use,km2,3160.624409784893,98.75109332875572
Furniture and timber,Scope 3,land_use,km2,9.38809093819846,0.2933231299317775
Services,Scope 3,land_use,km2,8.616822132446906,0.2692254745499686
Textile,Scope 3,land_use,km2,6.498418384713728,0.20303770306002356
Paper Products,Scope 3,land_use,km2,5.793204915195999,0.18100389197844033
Transport,Scope 3,land_use,km2,3.9284903227314425,0.1227424281417763
Electricity,Scope 3,land_use,km2,1.245956255106867,0.038928871792133966
Waste management and disposal,Scope 3,land_use,km2,1.0231183084653843,0.03196648461387415
Coal and Petroleum,Scope 3,land_use,km2,0.963479426330037,0.0301031171104348
Private travel,Scope 3,land_use,km2,0.8319,0.025992026855789215
Chemical,Scope 3,land_use,km2,0.37172327300210817,0.011614185953591372
Minerals and Metals,Scope 3,land_use,km2,0.3521223696297069,0.01100177195328703
General and special Machinery,Scope 3,land_use,km2,0.24294417294587553,0.0075905895752695
Construction,Scope 3,land_use,km2,0.2190713629384656,0.006844703388425224
Metal Products,Scope 3,land_use,km2,0.18934930339177589,0.005916062241716575
"Steam, hot water supply and water distribution",Scope 3,land_use,km2,0.14362783813536867,0.004487532907865668
Non-metallic mineral products,Scope 3,land_use,km2,0.09267941937582047,0.0028956917386648365
Natural gas and gaseous fuels,Scope 3,land_use,km2,0.041441058893638937,0.0012947915803531744
Transport Equipment,Scope 3,land_use,km2,0.02388826303905529,0.0007463690040260633
"Electrical, electronic and measuring equipment",Scope 3,land_use,km2,0.006140180818887847,0.0001918448668637273
Private travel,Outside protocol,material_extraction,kt,15.1869815083494,100.0
"Steam, hot water supply and water distribution",Scope 2,material_extraction,kt,0.10265410795250501,50.442504188022525
Electricity,Scope 2,material_extraction,kt,0.1008530525363274,49.557495811977475
Minerals and Metals,Scope 3,material_extraction,kt,2370.7063589942904,89.90633683947226
Non-metallic mineral products,Scope 3,material_extraction,kt,121.74401073787853,4.61700285911048
Food and catering,Scope 3,material_extraction,kt,33.26643215141035,1.261591526552847
Services,Scope 3,material_extraction,kt,24.512696769144526,0.9296160885591395
Chemical,Scope 3,material_extraction,kt,24.258592938776587,0.9199794903872124
Transport,Scope 3,material_extraction,kt,20.81044413201537,0.7892123766461364
Private travel,Scope 3,material_extraction,kt,12.7595,0.48388949586734076
Electricity,Scope 3,material_extraction,kt,5.4688367502059805,0.2073994010766847
Coal and Petroleum,Scope 3,material_extraction,kt,4.75790263593927,0.18043803502414243
Construction,Scope 3,material_extraction,kt,4.174857138955818,0.15832669903111404
Metal Products,Scope 3,material_extraction,kt,3.921738964471583,0.14872748073525308
Natural gas and gaseous fuels,Scope 3,material_extraction,kt,3.602317380039242,0.13661378118118647
"Electrical, electronic and measuring equipment",Scope 3,material_extraction,kt,2.005058879841815,0.07603957291045817
Waste management and disposal,Scope 3,material_extraction,kt,1.8299901081884458,0.06940028926631353
"Steam, hot water supply and water distribution",Scope 3,material_extraction,kt,1.7032796805773307,0.06459494070736706
General and special Machinery,Scope 3,material_extraction,kt,0.3789988525885857,0.014373099550404903
Paper Products,Scope 3,material_extraction,kt,0.31933202574979996,0.012110303143098664
Furniture and timber,Scope 3,material_extraction,kt,0.29664105732785906,0.011249774025936179
Transport Equipment,Scope 3,material_extraction,kt,0.24255227876029925,0.009198518742176098
Textile,Scope 3,material_extraction,kt,0.10282254962000884,0.0038994280104565787
Operational impact,Scope 1,waste_generation,kt,42.71652604695465,100.0
Electricity,Scope 2,waste_generation,kt,8.38331033167579,97.48108541166174
"Steam, hot water supply and water distribution",Scope 2,waste_generation,kt,0.21662502632022268,2.5189145883382706
Waste management and disposal,Scope 3,waste_generation,kt,41.220736110851405,21.82804018544426
Food and catering,Scope 3,waste_generation,kt,41.20675179526475,21.82063492703814
Chemical,Scope 3,waste_generation,kt,40.45390089437117,21.42197004938626
Paper Products,Scope 3,waste_generation,kt,13.512774793921622,7.1555585622094595
Electricity,Scope 3,waste_generation,kt,11.735557650501526,6.214450496586586
Coal and Petroleum,Scope 3,waste_generation,kt,10.498394383807575,5.559322712630248
Transport,Scope 3,waste_generation,kt,7.181767457771414,3.803035158061673
"Steam, hot water supply and water distribution",Scope 3,waste_generation,kt,5.871369259692615,3.1091265279567417
Services,Scope 3,waste_generation,kt,5.79330715317248,3.067789498130305
Metal Products,Scope 3,waste_generation,kt,4.2846509460284565,2.268895266183522
Construction,Scope 3,waste_generation,kt,2.7032188548679543,1.431463272160609
"Electrical, electronic and measuring equipment",Scope 3,waste_generation,kt,1.0470787732624722,0.5544703878803887
Furniture and timber,Scope 3,waste_generation,kt,0.9081062653355295,0.48087884697380345
Non-metallic mineral products,Scope 3,waste_generation,kt,0.8899765935536004,0.4712784554829614
Textile,Scope 3,waste_generation,kt,0.4468610221705478,0.2366309112728251
General and special Machinery,Scope 3,waste_generation,kt,0.3893030521918149,0.20615164767331765
Transport Equipment,Scope 3,waste_generation,kt,0.26965793503178265,0.14279473870550666
Minerals and Metals,Scope 3,waste_generation,kt,0.23337298548165147,0.12358039632265488
Natural gas and gaseous fuels,Scope 3,waste_generation,kt,0.19626072580094947,0.10392795990074079
