,Healthcare footprint,National consumption footprint,Healthcare share of national consumption footprint (%)
Global warming (ktCO2eq),5747.61328799313,91012.90784220409,6.315162787632496
Material extraction (kt),5111.0023623110355,78985.14159268685,6.4708402862244885
Blue water consumption (Mm3),65.83597634206873,1227.7185008331553,5.36246511699474
Land use (km2),4839.575091128894,96078.1378526596,5.03712415674689
Waste generation (kt),333.52764975773306,11676.33247619017,2.8564418702349137
