producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,4.684726586741877,1,7.142160749531213,99.73960574222953
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,3.643550264170361,2,5.554821867160433,99.73960574222953
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,3.014280813086636,3,4.595460954374496,99.73960574222953
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.608198192091186,4,3.976362421506314,99.73960574222953
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.581567601511559,5,3.93576240883686,99.73960574222953
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.435034651420918,6,3.7123636970289526,99.73960574222953
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,2.261609584836978,7,3.4479662598239575,99.73960574222953
IND,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.947739210251214,8,2.969451104606295,99.73960574222953
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.920399820419553,9,2.927770482833312,99.73960574222953
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,1.907376727090903,10,2.9079159567927535,99.73960574222953
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.903909904316987,11,2.902630567115687,99.73960574222953
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.661822167024625,12,2.5335525636894864,99.73960574222953
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.446204821650428,13,2.20483033998321,99.73960574222953
RoW Asia and Pacific,Asia and Pacific,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.32440524554887,14,2.0191392146560663,99.73960574222953
RoW Middle East,Middle East,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.134389285195059,15,1.7294479149195499,99.73960574222953
IND,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.03594758138767,16,1.5793673371031416,99.73960574222953
CHN,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.03568231629231,17,1.5789629237575127,99.73960574222953
CHN,Asia and Pacific,PLAS,"Plastics, basic",blue_water_consumption,Mm3,0.9090006597756872,18,1.385828759339206,99.73960574222953
RoW Middle East,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,0.8920822751748141,19,1.360035616408774,99.73960574222953
