indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,32.67412313977528,49.68404654273332
blue_water_consumption,Mm3,Middle East,11.717427448423111,17.817439452563644
blue_water_consumption,Mm3,Europe,7.040928547442957,10.706387441790778
blue_water_consumption,Mm3,Denmark,6.270641007188934,9.535093514864247
blue_water_consumption,Mm3,America,4.762622207205935,7.242010516885821
blue_water_consumption,Mm3,Africa,3.126824815990767,4.754628273391739
blue_water_consumption,Mm3,Unallocated,0.17124519106882052,0.2603942577704643
climate_change,kt CO2eq,Denmark,1950.4178678857581,35.79476840437894
climate_change,kt CO2eq,Europe,1430.1120455299813,26.245929297986056
climate_change,kt CO2eq,Asia and Pacific,1134.6770955280683,20.8240011112119
climate_change,kt CO2eq,Middle East,307.5492000761417,5.644253250002683
climate_change,kt CO2eq,America,254.44081873044644,4.669589183444846
climate_change,kt CO2eq,Unallocated,220.13563306059416,4.040008109388819
climate_change,kt CO2eq,Africa,151.55821020007713,2.7814506435867523
land_use,km2,Europe,1503.7527110440412,31.076459164732686
land_use,km2,Asia and Pacific,1320.8959951186205,27.29755374782532
land_use,km2,America,732.2779778043488,15.13321073826705
land_use,km2,Africa,730.0691517324498,15.087563277270815
land_use,km2,Denmark,431.5153746916954,8.91766965543848
land_use,km2,Middle East,118.7642797826124,2.4543751534324905
land_use,km2,Unallocated,1.604972599752538,0.03316826303315228
material_extraction,kt,Denmark,2586.9680296026004,50.72139135650172
material_extraction,kt,Europe,1127.4601056303113,22.105547730832424
material_extraction,kt,Asia and Pacific,822.0298391320005,16.11712889383534
material_extraction,kt,America,243.0046791963358,4.764471494791491
material_extraction,kt,Middle East,218.6411871749801,4.286788663196537
material_extraction,kt,Africa,77.59124679837753,1.5212928608568768
material_extraction,kt,Unallocated,24.654016494832803,0.48337899998561557
waste_generation,kt,Denmark,165.65597125063874,50.658935250423454
waste_generation,kt,Europe,91.80655196671634,28.0751857994288
waste_generation,kt,Asia and Pacific,40.25705726074653,12.31093356761134
waste_generation,kt,Africa,14.820631199373642,4.532268837828446
waste_generation,kt,America,10.399782280627056,3.1803374982219705
waste_generation,kt,Middle East,4.062479409622207,1.2423390464859945
