country_consuming,sector_consuming,analysis,purchased_country_iso3,purchased_country_name,purchased_world_region,purchased_sector_code,purchased_sector_name,purchased_sector_group,Total (MEUR),value,indicator,unit,component_type,analysis_year,model
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,WHEA,Cultivation of wheat,Food and catering,0.0003679197549428137,2.107142303453834,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,OCER,Cultivation of cereal grains nec,Food and catering,0.001086313012053534,1.339825273131411,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,FVEG,"Cultivation of vegetables, fruit, nuts",Food and catering,0.001731881198415389,0.4623383924236319,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,OILS,Cultivation of oil seeds,Food and catering,0.003700118239842609,1.533600807944414,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,FIBR,Cultivation of plant-based fibers,Textile,1.249754475614289e-06,0.4823006350756999,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,OTCR,Cultivation of crops nec,Food and catering,0.01111817411662874,1.406130232647351,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,CATL,Cattle farming,Food and catering,0.001419792845598674,7.655158126646563,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PIGS,Pigs farming,Food and catering,0.0004974111084109623,1.008020765996359,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PLTR,Poultry farming,Food and catering,0.0002320624647979699,0.8190741287183524,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,OMEA,Meat animals nec,Food and catering,0.01160235540018065,3.505955247287937,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,OANP,Animal products nec,Food and catering,0.009316357248230867,0.2264817146094286,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,MILK,Raw milk,Food and catering,0.000689188847231607,4.099757589504979,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,FORE,"Forestry, logging and related service activities (02)",Food and catering,0.01058802497075844,0.8301346312824175,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,FISH,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",Food and catering,5.183750667105292e-05,0.4275506007576224,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,COAL,Mining of coal and lignite; extraction of peat (10),Coal and Petroleum,4.231059741140079e-06,20.49086851580552,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",Coal and Petroleum,0.001683074086629236,2.625991993147382,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,GASE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",Natural gas and gaseous fuels,0.003598323830279597,3.152231331518025,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,IRON,Mining of iron ores,Minerals and Metals,0.0002909484553859004,1.711392594130921,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,ONFO,Mining of other non-ferrous metal ores and concentrates,Minerals and Metals,0.001284477893714065,0.2321153842977866,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,STON,Quarrying of stone,Minerals and Metals,0.01287832961604052,3.268361251124756,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,SDCL,Quarrying of sand and clay,Minerals and Metals,0.04570634377888413,2.533690226712546,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,CHMF,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",Minerals and Metals,0.005890076826382503,1.452384815821711,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PCAT,Processing of meat cattle,Food and catering,0.02538571844774699,1.837992428336086,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PPIG,Processing of meat pigs,Food and catering,0.05296543106249173,0.5414894347701533,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PPLT,Processing of meat poultry,Food and catering,0.002224999310685028,0.0897402178736777,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,POME,Production of meat products nec,Food and catering,0.04047507107671395,0.0715995179532009,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,VOIL,Processing vegetable oils and fats,Food and catering,0.007301735596101397,0.06245120228961547,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,DAIR,Processing of dairy products,Food and catering,0.4565305326976115,0.8859382022826547,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,RICE,Processed rice,Food and catering,6.869171745700201e-05,1.147856788645604,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,SUGR,Sugar refining,Food and catering,0.003785901851126598,0.5516446465945335,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,OFOD,Processing of Food products nec,Food and catering,0.1567881283101363,0.627936719284885,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,BEVR,Manufacture of beverages,Food and catering,0.1569561225409943,0.4786649568640237,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,FSHP,Manufacture of fish products,Food and catering,0.002756843739359494,1.2857787946278,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,TOBC,Manufacture of tobacco products (16),Food and catering,0.01125183558563728,0.4242016665227171,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,TEXT,Manufacture of textiles (17),Textile,0.04287628803255863,0.4313138006077804,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,0.003913008193301778,0.2354109405081777,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,0.020252339768834,0.2985466936649152,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,WOOD,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",Furniture and timber,0.03069391626929068,0.4664086613444636,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,WOOW,Re-processing of secondary wood material into new wood material,Furniture and timber,0.01547306126662067,0.5000451119878117,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PULP,Pulp,Paper Products,0.0003894951465772628,0.9342444375602192,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PAPR,Re-processing of secondary paper into new pulp,Paper Products,0.001984647071270353,0.9546223579058916,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,PAPE,Paper,Paper Products,0.05162866716714699,1.018896612469431,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,0.03138411348597914,0.3702157838256682,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,COKE,Manufacture of coke oven products,Coal and Petroleum,0.0004751866538598918,7.463963871395776,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,REFN,Petroleum Refinery,Coal and Petroleum,0.003636577673049291,1.775383138401977,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
DNK,health_and_eldercare,"impact per unit of node output, indexed by the node whose output is bought; the multipliers behind both analyses",AUT,Austria,Europe,NUCF,Processing of nuclear fuel,Chemical,3.265306073464861e-06,39.82795652398237,climate_change,kt CO2eq per MEUR,MRIO supply-chain node,2016,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022) and capital endogenised (Södersten et al. 2018)
