Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,323.80840386945425,104.53460425087178,14.98920172004991,1180.491233433167,25.31178133919173
Heat and electricity,55.37356591774009,22.65898885688047,0.2162734156795437,11.015997219565117,0.5473509751592526
Individual travel,525.6289004813354,24.433791658440022,0.1704968294729508,1.5902403979778554,0.0
"Medical, electrical equipment and machinery",103.62995647218213,93.65380914671213,1.3528749117879255,67.55243245600671,4.112948680574679
Operational impacts,93.67889247049999,0.0,0.0,0.0,30.289
Other,218.70310422303072,894.433754551935,1.7663542259726737,154.96692121252212,26.856574749593594
Pharmaceuticals and chemical products,1082.0083124886962,1358.8040005995533,34.84624879031976,1259.8031757216588,60.869384692012545
Services,636.1763418961539,319.9564088595593,8.457852585446814,551.6048949988627,23.894652607247245
Transport,422.941044980687,96.42361993545967,1.8488291764997757,132.91368442556902,6.293547536889022
