Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,6.1977472649959,0.6960456251386327,0.21040422090453642,0.040738952045931566,0.0
Middle East,6.692940270030264,8.208867388398401,30.428656805830116,6.466914112752314,1.0493883994085877
Europe,32.99771968089697,22.791100942557293,13.96839786684116,35.110150951791,27.359780471428515
Asia and Pacific,17.180139511784404,17.742992087215992,39.94550641586924,21.99529416377037,10.736751762923591
America,6.444347383980877,3.738756315518917,7.134133447979474,11.116822342124344,3.642950904968953
Africa,3.9676232579644237,2.2587393967045513,4.107690145705331,18.3203362516149,5.083592615594529
Denmark,26.519482630347166,44.56349824446622,4.205211096870123,6.949743225901122,52.12753584567582
