Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,245.7291104137513,27.657799955171782,0.19237580184708641,1.8004505070789105,0.0
Middle East,223.306877687744,202.4940084831441,17.19653033618642,176.9741766720371,1.9401747789913795
Europe,1054.2854093540686,635.0973300471552,8.559701988187602,1090.3920933961008,49.00793673352906
Asia and Pacific,582.1096925579449,514.4369172208658,26.776820053847946,758.9875801883874,19.66843376759145
America,202.6100201622544,106.49244357234585,4.660419988296374,367.9426379171549,6.4589950154125
Africa,135.11590012213705,63.83613600985134,3.1139402690464753,682.6923073766599,10.356824959418097
Denmark,1133.6851891922179,1368.1083508676095,3.170222190191571,281.3595439170124,103.21092125127947
