Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,9.353356981968664,3.586217054000202,23.55010481885589,35.13430990992944,14.206115988226733
Heat and electricity,1.5994913140117362,0.777350742821295,0.3397953876337776,0.32786305337779875,0.30719811202468494
Individual travel,15.183036287791012,0.8382380262242656,0.26787405229190686,0.04732944844609613,0.0
"Medical, electrical equipment and machinery",2.993399693545227,3.2129349887620413,2.125553219874872,2.0105258132044277,2.3083727386424147
Operational impacts,2.7059585621665776,0.0,0.0,0.0,16.999556111886818
Other,6.317341311769681,30.684897190117113,2.775186293826661,4.612195060385104,15.073123887510285
Pharmaceuticals and chemical products,31.254315463178646,46.615817938136786,54.74826657768324,37.49482753259595,34.16265048591541
Services,18.376250764747343,10.976586540042732,13.288453824947291,16.417112452721437,13.4107592779868
Transport,12.216849620821112,3.3079575198955755,2.9047658248863537,3.955836729339748,3.5322233978068613
