producing_world_region,producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Denmark,Private travel,Outside protocol,blue_water_consumption,Mm3,0.0828451910688205,100.00000000000001
Europe,Electricity,Scope 2,blue_water_consumption,Mm3,0.018404314511171315,54.83013114915152
Denmark,Electricity,Scope 2,blue_water_consumption,Mm3,0.0123194267253169,36.70203433121499
Asia and Pacific,Electricity,Scope 2,blue_water_consumption,Mm3,0.001769841536362386,5.272711651013262
Middle East,Electricity,Scope 2,blue_water_consumption,Mm3,0.0006530094498757487,1.9454456593093645
America,Electricity,Scope 2,blue_water_consumption,Mm3,0.00032189509117927517,0.9589898094229247
Asia and Pacific,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,4.910474503466773e-05,0.14629284935671985
Africa,Electricity,Scope 2,blue_water_consumption,Mm3,2.5923554513611168e-05,0.07723144988479208
Europe,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,2.254183284819266e-05,0.06715662518473195
Middle East,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,2.1735573343728175e-09,6.475461698479579e-06
Asia and Pacific,Food and catering,Scope 3,blue_water_consumption,Mm3,20.121864979246755,44.78035506203195
Middle East,Food and catering,Scope 3,blue_water_consumption,Mm3,8.812184287853816,19.61114149653364
Europe,Food and catering,Scope 3,blue_water_consumption,Mm3,3.297287615870402,7.3379734101488205
Denmark,Electricity,Scope 3,blue_water_consumption,Mm3,3.0791581179701213,6.852535486002537
America,Food and catering,Scope 3,blue_water_consumption,Mm3,2.8584424982324323,6.361342257651985
Africa,Food and catering,Scope 3,blue_water_consumption,Mm3,2.0064934947594835,4.465365969688091
Denmark,Food and catering,Scope 3,blue_water_consumption,Mm3,1.020538006815853,2.2711639476085494
Asia and Pacific,Chemical,Scope 3,blue_water_consumption,Mm3,0.6476271297985289,1.4412666445229476
Europe,Chemical,Scope 3,blue_water_consumption,Mm3,0.46227806782246356,1.028780186917591
Asia and Pacific,Metal Products,Scope 3,blue_water_consumption,Mm3,0.4492475099778045,0.9997812344078709
Europe,Electricity,Scope 3,blue_water_consumption,Mm3,0.2240462905098801,0.4986054945558612
Europe,Paper Products,Scope 3,blue_water_consumption,Mm3,0.19471662304995183,0.43333356652823957
Asia and Pacific,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.17063652332526474,0.37974432831832333
Europe,Metal Products,Scope 3,blue_water_consumption,Mm3,0.1615481057812024,0.3595184414537179
Asia and Pacific,Paper Products,Scope 3,blue_water_consumption,Mm3,0.1261944422215583,0.28084036620685043
Asia and Pacific,Textile,Scope 3,blue_water_consumption,Mm3,0.11780058516333693,0.26216019417534286
Denmark,Chemical,Scope 3,blue_water_consumption,Mm3,0.1059365994054389,0.23575739824974118
Europe,Services,Scope 3,blue_water_consumption,Mm3,0.09349514722155405,0.20806947534317805
Asia and Pacific,Electricity,Scope 3,blue_water_consumption,Mm3,0.08868980163359692,0.19737538302885105
Denmark,Private travel,Scope 3,blue_water_consumption,Mm3,0.0884,0.19673044181373942
