consuming_country_iso3,model,analysis_year,indicator,unit,scope,value,basis
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 1,195.9599983729744,national accounts (DRIVHUS/AFFALD) + medical gases
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 2,18.880096266965896,"GHG Protocol strict: generation of purchased electricity/steam/heat, traced through T&D with the energy-block inverse; basis of this folder's partition"
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 2 (OECD first-tier convention),16.20282971204982,Doucet et al. 2025: F A Y restricted to energy sectors; under-counts on EXIOBASE ixi because T&D sit between the buyer and generation. Not added to the total
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 2 (Hertwich & Wood 2018 convention),22.919029337113056,"cradle-to-gate embodied emissions of purchased energy (E_Z = mhat Z, m = s L). Broader than the corporate standard, which puts upstream fuel in Scope 3 cat. 3. THIS IS THE MANUSCRIPT'S REPORTED SCOPE 2. Not added to this folder's total"
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,self-supply loop removed,1.804721640866194,"s_h (L_hh - 1) E_H, overlaps national-accounts Scope 1"
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 3,3245.976338071186,"footprint residual after Scope 2, plus pMDI (climate) and commuting"
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Outside protocol,224.23761012569273,patient and visitor travel
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,TOTAL,3685.054042836819,S1+S2+S3+outside
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 1 component: direct operations,182.8387699118744,national accounts (DRIVHUS / AFFALD01) or EXIOBASE direct row of the Danish health industry. Component
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 1 component: anaesthetic gases,13.1212284611,Medstat N01AB volatiles + NID N2O. Component
DNK,EXIOBASE v3.8.2 IOT_2016_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2016,climate_change,kt CO2eq,Scope 3 component: pMDI propellant,10.611,"Danish EPA F-gas inventory, MDI line. Component"
