Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,3.5203608174533887,0.2997156749138953,0.1922319501626997,0.028805823579096446,0.0
Middle East,7.0115534756678315,6.28326074549702,14.949842017928592,1.723669090748943,1.3975750622095837
Europe,17.874202072821298,10.943089351672201,6.84951732000691,21.08723189712867,16.66150756664318
Asia and Pacific,20.901663362969753,53.475905426699285,42.50469034421888,28.44938035981374,16.23072944187533
America,6.500087687998965,7.012305036008584,20.515143630363713,26.842209171218272,9.824905333183272
Africa,2.5619540274159425,1.6610763843650014,6.146306683486408,14.498363326962636,6.491531296206825
Denmark,41.63017855567283,20.32464738084401,8.842268053832784,7.3703403305486335,49.3937512998818
