Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,7.833407596757726,0.32692889854531354,82.7081009177361,97.83574648818731,16.525564773938484
Electricity sector,7.066522912076679,0.0056067807607471125,9.058796969992194,0.03017620831675516,3.879949861311965
Fossil fuel industry,8.67105341544951,0.09525509219790579,0.0953679899320349,0.00479694697123835,2.785610559470552
Mining of minerals and metals,1.4107036088331002,97.84994336190557,0.644481143403968,0.0926986009976665,0.11808041791446562
Operational impacts,3.2076950851294095,0.0,0.0,0.0,15.073105034248485
Other,49.010532750015905,1.0914815841747711,4.036543422935251,1.4894387873450412,45.45749782822227
Pharmaceutical and chemical industry,5.384298535044515,0.5289978844248328,3.391672379042354,0.006752662206396013,14.041606070276355
Transport,17.415786096693143,0.10178639799085326,0.06503717695811362,0.5403903059755862,2.118585454617415
