Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,6.13571280416381,2.384118477190641,23.650777259837422,27.307068995788637,10.282841792325543
Heat and electricity,0.6567653093829525,0.15130981535452862,6.315624916334125,0.26197512939927986,0.33569061343724865
Individual travel,9.011260742168643,0.31312115976138677,0.2006741613433838,0.030101197229121582,0.0
"Medical, electrical equipment and machinery",3.5595774129697926,3.4888497958544313,2.520279547436032,2.4455022568017726,2.3693583428244325
Operational impacts,3.1176535535596934,0.0,0.0,0.0,13.732440624394302
Other,26.39542290655721,19.179560059366015,2.69318270306671,5.3538314089417876,31.772232585700777
Pharmaceuticals and chemical products,26.79766339383798,64.92598809984025,48.138440923758736,46.9865004148839,29.62252407035063
Services,12.42959440042622,7.34440628584804,13.121955288076336,13.246544852345208,8.653951732966549
Transport,11.896349476933707,2.2126463067847015,3.359065200147251,4.368475744610318,3.230960238000507
