indicator,unit,contribution_group,value,share_pct
blue_water_consumption,Mm3,Pharmaceuticals and chemical products,56.75597006504326,59.42725297203999
blue_water_consumption,Mm3,Food and food services,20.078598386861184,21.02361996971506
blue_water_consumption,Mm3,Services,10.705471951694685,11.209336905515787
blue_water_consumption,Mm3,"Medical, electrical equipment and machinery",2.6098424451460267,2.7326775848799354
blue_water_consumption,Mm3,Transport,2.5210256031672786,2.6396804793701554
blue_water_consumption,Mm3,Unallocated,2.366717012212372,2.4781091828188466
blue_water_consumption,Mm3,Heat and electricity,0.28972761143878006,0.3033639639711119
blue_water_consumption,Mm3,Individual travel,0.1776,0.1859589416891109
climate_change,kt CO2eq,Pharmaceuticals and chemical products,1738.2727121708772,36.88706853939852
climate_change,kt CO2eq,Individual travel,627.294307534464,13.311517781062465
climate_change,kt CO2eq,Services,618.7150161230599,13.129460668794552
climate_change,kt CO2eq,Transport,595.84969141357,12.644246355856732
climate_change,kt CO2eq,Food and food services,434.0642065248913,9.211072592048684
climate_change,kt CO2eq,Unallocated,293.3996296262689,6.226095693547552
climate_change,kt CO2eq,"Medical, electrical equipment and machinery",200.50395868644156,4.2548003053277235
climate_change,kt CO2eq,Operational impacts,130.1262816237094,2.7613486856364977
climate_change,kt CO2eq,Heat and electricity,74.19180225056223,1.5743893783272846
land_use,km2,Pharmaceuticals and chemical products,2045.6631789324551,42.131190970197515
land_use,km2,Food and food services,1581.3055135863822,32.56757283469386
land_use,km2,Services,692.5948768233911,14.2642480545866
land_use,km2,Unallocated,207.6228127182081,4.276068740194695
land_use,km2,Transport,180.92257100337918,3.7261673711800087
land_use,km2,"Medical, electrical equipment and machinery",130.9241583599659,2.6964315412641224
land_use,km2,Heat and electricity,14.757816393404859,0.3039426955409757
land_use,km2,Individual travel,1.6692,0.03437779234221419
material_extraction,kt,Pharmaceuticals and chemical products,2192.4427757398903,51.47323324666858
material_extraction,kt,Unallocated,1198.1252214246485,28.129071218424365
material_extraction,kt,Services,365.3746814644058,8.578110411615068
material_extraction,kt,"Medical, electrical equipment and machinery",176.49139346558917,4.143589407398799
material_extraction,kt,Food and food services,140.04389055948673,3.2878905316498894
material_extraction,kt,Transport,130.91821341573896,3.0736417889453507
material_extraction,kt,Heat and electricity,30.352946470386414,0.712613487878419
material_extraction,kt,Individual travel,25.6351,0.6018499074195316
waste_generation,kt,Pharmaceuticals and chemical products,99.89802720108061,38.50850438272883
waste_generation,kt,Operational impacts,42.75704592555413,16.481905964995157
waste_generation,kt,Unallocated,35.976241598704235,13.868054215817661
waste_generation,kt,Food and food services,33.90650118484519,13.07021455840609
waste_generation,kt,Services,29.676559713032585,11.439664643960729
waste_generation,kt,Transport,8.543723707461467,3.293418609472252
waste_generation,kt,"Medical, electrical equipment and machinery",7.926740843518579,3.055585210896827
waste_generation,kt,Heat and electricity,0.7332514977434288,0.28265241372243904
