Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,434.06420652489044,140.04389055948695,20.078598386861227,1581.3055135863804,33.90650118484526
Heat and electricity,74.19180225056225,30.352946470386424,0.2897276114387822,14.757816393404863,0.7332514977434348
Individual travel,627.294307534464,25.6351,0.1776,1.6692,0.0
"Medical, electrical equipment and machinery",200.50395868644156,176.49139346558914,2.609842445146032,130.92415835996584,7.926740843518588
Operational impacts,130.1262816237094,0.0,0.0,0.0,42.75704592555413
Pharmaceuticals and chemical products,1738.2727121708758,2192.44277573989,56.755970065043265,2045.663178932456,99.89802720108061
Services,618.7150161230603,365.374681464406,10.705471951694717,692.5948768233908,29.676559713032585
Transport,595.8496914135698,130.9182134157388,2.521025603167286,180.9225710033792,8.543723707461474
Unallocated,293.39962962626896,1198.1252214246485,2.366717012212403,207.6228127182082,35.97624159870432
