,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt),Expenditure (MEUR)
Total,7747.435963758568,5685.575508029237,67.83461524432585,4291.299413070915,324.16747048119134,33429.843657658625
Healthcare services,5886.12489368281,2841.3479304748553,44.602522665413275,2866.1973632618106,263.1258415175574,30988.900499650783
Pharmaceuticals and chemical products,1025.9589401715905,2732.9256647647617,22.310389389531558,1379.1387049792286,58.09777884291014,1620.7864127222908
Medical appliances,137.9326435718066,81.18473744409812,0.7134513337859386,44.00213308405255,2.943850120723783,820.1567452855531
Release of anaesthetic gases,13.1212284611,0,0,0,0,NA
Release of pMDI propellants,10.611,0,0,0,0,NA
Private travel,673.6872578712628,30.11717534552141,0.20825185559507692,1.9612117458177558,0.0,NA
