producing_country_iso3,producing_country_name,producing_world_region,producing_sector_group,indicator,unit,value,analysis_year,model
DNK,Denmark,Denmark,Transport,climate_change,kt CO2eq,1425.6408344567872,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Minerals and Metals,material_extraction,kt,1415.7148130080818,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,"Steam, hot water supply and water distribution",climate_change,kt CO2eq,1207.6415554875616,2016,EXIOBASE v3.7 IOT_2016_ixi
IND,India,Asia and Pacific,Minerals and Metals,material_extraction,kt,1198.912343919213,2016,EXIOBASE v3.7 IOT_2016_ixi
CHN,China,Asia and Pacific,Minerals and Metals,material_extraction,kt,1162.3650105647903,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Africa,RoW Africa,Africa,Food and catering,land_use,km2,681.138300535232,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Food and catering,land_use,km2,667.090178810833,2016,EXIOBASE v3.7 IOT_2016_ixi
BRA,Brazil,America,Food and catering,land_use,km2,492.61807139500405,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Private travel,climate_change,kt CO2eq,399.697676258834,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Food and catering,land_use,km2,371.803871736714,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Middle East,RoW Middle East,Middle East,Minerals and Metals,material_extraction,kt,368.8198760922125,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Transport,climate_change,kt CO2eq,348.82045626560017,2016,EXIOBASE v3.7 IOT_2016_ixi
RUS,Russia,Europe,Food and catering,land_use,km2,329.00119005532264,2016,EXIOBASE v3.7 IOT_2016_ixi
GLO,Unallocated,Unallocated,Private travel,climate_change,kt CO2eq,273.98958161242876,2016,EXIOBASE v3.7 IOT_2016_ixi
AUS,Australia,Asia and Pacific,Food and catering,land_use,km2,265.98308763026506,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Waste management and disposal,climate_change,kt CO2eq,236.69511592038177,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Services,climate_change,kt CO2eq,224.80010529650156,2016,EXIOBASE v3.7 IOT_2016_ixi
CHN,China,Asia and Pacific,Food and catering,land_use,km2,199.99825398745023,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW America,RoW America,America,Food and catering,land_use,km2,192.27650787027034,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Operational impact,climate_change,kt CO2eq,185.6533448181906,2016,EXIOBASE v3.7 IOT_2016_ixi
DEU,Germany,Europe,Transport,climate_change,kt CO2eq,180.63953425859785,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Middle East,RoW Middle East,Middle East,Transport,climate_change,kt CO2eq,169.40426717847532,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Minerals and Metals,material_extraction,kt,160.3249002595393,2016,EXIOBASE v3.7 IOT_2016_ixi
BRA,Brazil,America,Minerals and Metals,material_extraction,kt,153.802965142156,2016,EXIOBASE v3.7 IOT_2016_ixi
USA,United States,America,Food and catering,land_use,km2,144.45973220103835,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Food and catering,climate_change,kt CO2eq,106.9807785851913,2016,EXIOBASE v3.7 IOT_2016_ixi
CHN,China,Asia and Pacific,Electricity,climate_change,kt CO2eq,105.75110951026444,2016,EXIOBASE v3.7 IOT_2016_ixi
SWE,Sweden,Europe,Food and catering,land_use,km2,104.90690285623468,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Africa,RoW Africa,Africa,Minerals and Metals,material_extraction,kt,96.83501751604189,2016,EXIOBASE v3.7 IOT_2016_ixi
CHN,China,Asia and Pacific,Chemical,climate_change,kt CO2eq,93.31647631363576,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Food and catering,climate_change,kt CO2eq,92.75673228998883,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW America,RoW America,America,Minerals and Metals,material_extraction,kt,88.44220238133008,2016,EXIOBASE v3.7 IOT_2016_ixi
IDN,Indonesia,Asia and Pacific,Minerals and Metals,material_extraction,kt,88.38992714830555,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Middle East,RoW Middle East,Middle East,Services,climate_change,kt CO2eq,80.26190806286715,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Middle East,RoW Middle East,Middle East,Electricity,climate_change,kt CO2eq,79.45651126273675,2016,EXIOBASE v3.7 IOT_2016_ixi
CAN,Canada,America,Food and catering,land_use,km2,78.74525911439129,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Europe,RoW Europe,Europe,Food and catering,land_use,km2,77.0808382902943,2016,EXIOBASE v3.7 IOT_2016_ixi
USA,United States,America,Minerals and Metals,material_extraction,kt,73.75414647374129,2016,EXIOBASE v3.7 IOT_2016_ixi
CZE,Czech Republic,Europe,Minerals and Metals,material_extraction,kt,70.6123033422708,2016,EXIOBASE v3.7 IOT_2016_ixi
POL,Poland,Europe,Minerals and Metals,material_extraction,kt,66.48912016932202,2016,EXIOBASE v3.7 IOT_2016_ixi
DEU,Germany,Europe,Minerals and Metals,material_extraction,kt,65.65404305339261,2016,EXIOBASE v3.7 IOT_2016_ixi
AUS,Australia,Asia and Pacific,Minerals and Metals,material_extraction,kt,65.0402492926239,2016,EXIOBASE v3.7 IOT_2016_ixi
GBR,United Kingdom,Europe,Transport,climate_change,kt CO2eq,62.488858757510194,2016,EXIOBASE v3.7 IOT_2016_ixi
SWE,Sweden,Europe,Minerals and Metals,material_extraction,kt,60.745473058670214,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Waste management and disposal,waste_generation,kt,59.98083875849087,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Middle East,RoW Middle East,Middle East,Food and catering,land_use,km2,59.8398144124723,2016,EXIOBASE v3.7 IOT_2016_ixi
GRC,Greece,Europe,Transport,climate_change,kt CO2eq,58.966708033082924,2016,EXIOBASE v3.7 IOT_2016_ixi
NOR,Norway,Europe,Food and catering,land_use,km2,53.41575462495555,2016,EXIOBASE v3.7 IOT_2016_ixi
IDN,Indonesia,Asia and Pacific,Food and catering,land_use,km2,52.528019191464,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Coal and Petroleum,climate_change,kt CO2eq,52.36713363502088,2016,EXIOBASE v3.7 IOT_2016_ixi
RUS,Russia,Europe,Transport,climate_change,kt CO2eq,51.9326523385002,2016,EXIOBASE v3.7 IOT_2016_ixi
RoW Middle East,RoW Middle East,Middle East,Coal and Petroleum,climate_change,kt CO2eq,50.74153270529415,2016,EXIOBASE v3.7 IOT_2016_ixi
CHN,China,Asia and Pacific,Transport,climate_change,kt CO2eq,48.96802540888205,2016,EXIOBASE v3.7 IOT_2016_ixi
DNK,Denmark,Denmark,Operational impact,waste_generation,kt,47.23053445274639,2016,EXIOBASE v3.7 IOT_2016_ixi
RUS,Russia,Europe,Coal and Petroleum,climate_change,kt CO2eq,46.76106015130239,2016,EXIOBASE v3.7 IOT_2016_ixi
