Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,220.13563306059416,22.6376,0.1568,1.4739,0.0
Middle East,557.8050241283375,492.45730003706365,12.424973144486438,90.07647404176326,5.101188290113815
Europe,1392.7565431031687,838.4750609066264,5.674077972450769,1096.4693593511938,62.64666836420312
Asia and Pacific,1619.07674853196,4087.893719792643,36.09860353474425,1528.2931428510187,60.35084477736818
America,441.0050940764498,537.148919685564,16.845689183905506,1387.5833066802452,35.364575746825736
Africa,175.21416213351208,136.42510002611596,5.405187099763584,796.5952323377052,28.32618342453904
Denmark,3810.3232564839936,1535.1916550443013,7.212704314585595,377.1545614087177,176.62186202488203
