Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,2.6792496867863185,0.29590746823489456,0.18707191063646347,0.02792722373791727,0.0
Middle East,6.788991474961756,6.43715733415907,14.823746592766746,1.7067547622545765,1.3846448186571174
Europe,16.951106370187794,10.960129715649135,6.7695191798892616,20.775727742975512,17.004544789051344
Asia and Pacific,19.70562789438645,53.434917174840386,43.06782356219898,28.957856392920252,16.3813762147365
America,5.367430723268067,7.021343998006149,20.097928964420984,26.291708705243426,9.599209789363975
Africa,2.1325147705075147,1.7832811761149692,6.448716059313383,15.093760283637485,7.688738560607808
Denmark,46.3750790799021,20.067263132995407,8.605193730774177,7.146264889230829,47.941485827583264
