Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,6.528293867235466,0.27375873172479837,83.78674781819839,97.91236961957303,15.534953662452152
Electricity sector,6.823354728274215,0.004998931408497129,7.338602959568798,0.028340961971823654,4.714670900181152
Fossil fuel industry,8.209791853939791,0.09205474087280671,0.08423007702829848,0.004916822777759956,3.0489309668748694
Mining of minerals and metals,1.276708977808888,98.23736720417907,0.6168477314325369,0.08850130160012584,0.1444519922246238
Operational impacts,2.3749890718127045,0.0,0.0,0.0,13.328261265081066
Other,33.894662825191254,0.7810427544834627,4.135116955819442,1.480521996318903,40.9204256787315
Pharmaceutical and chemical industry,5.945719794307625,0.5298505917708912,3.9809139706403327,0.00721750431412641,18.897455501674674
Transport,34.946478881430046,0.08092704556047473,0.05754048731218905,0.4781317934442421,3.41085003277996
