indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,29.815216658177338,43.97679694422263
blue_water_consumption,Mm3,America,10.899677424850168,16.076787446006968
blue_water_consumption,Mm3,Middle East,9.916565043642569,14.626718038248361
blue_water_consumption,Mm3,Denmark,7.164297838184464,10.567183693141466
blue_water_consumption,Mm3,Africa,5.028898077403301,7.417515429742854
blue_water_consumption,Mm3,Europe,4.801708346472952,7.082415511486976
blue_water_consumption,Mm3,Unallocated,0.17124519106882052,0.2525829371507408
climate_change,kt CO2eq,Denmark,3886.460058171573,50.96921216398266
climate_change,kt CO2eq,Asia and Pacific,1329.0491395888055,17.429894186003732
climate_change,kt CO2eq,Europe,1212.0850527884372,15.895961695649223
climate_change,kt CO2eq,Middle East,502.0403629086107,6.5840382736392415
climate_change,kt CO2eq,America,329.20333869113426,4.317356814091082
climate_change,kt CO2eq,Unallocated,220.13563306059416,2.886981885411861
climate_change,kt CO2eq,Africa,146.139484358626,1.916554981222196
land_use,km2,Asia and Pacific,1259.1997888144988,29.3455246964441
land_use,km2,America,936.9281534052242,21.835016578609984
land_use,km2,Europe,923.8956109982338,21.531294485849905
land_use,km2,Africa,719.4913330889228,16.767673304580658
land_use,km2,Denmark,375.1939716133949,8.743857851424579
land_use,km2,Middle East,74.6293434048216,1.7392293577395357
land_use,km2,Unallocated,1.604972599752538,0.037403725351237836
material_extraction,kt,Asia and Pacific,2694.5497494612036,47.43831783276055
material_extraction,kt,Denmark,1416.8199013041365,24.94351896946254
material_extraction,kt,Europe,660.9566587021401,11.636330728523822
material_extraction,kt,Middle East,403.6615605463293,7.1065770486864785
material_extraction,kt,America,357.255584042347,6.289586579991021
material_extraction,kt,Africa,122.21487862756246,2.151627839636604
material_extraction,kt,Unallocated,24.654016494832803,0.4340410009389731
waste_generation,kt,Denmark,171.73497863846768,52.67301718934976
waste_generation,kt,Europe,53.746553722441014,16.4846624172597
waste_generation,kt,Asia and Pacific,46.652107821064305,14.30871740084693
waste_generation,kt,Africa,26.338134143554406,8.07819701890417
waste_generation,kt,America,22.887450541699824,7.019834196627142
waste_generation,kt,Middle East,4.680534771208174,1.435571777012317
