analysis_year_denmark,reference_year_us,eckelman_code,effect_category,us_unit,us_health_care,us_national,us_share_of_national_pct,dk_method,dk_indicator,dk_unit,dk_health_care,dk_national,dk_share_of_national_pct,share_difference_pp,comparability,source_us,source_dk
2022,2013,GW,Global warming,kg CO2-e,660000000000.0,6500000000000.0,9.8,"Problem oriented approach: baseline (CML, 1999)",global warming GWP100,kg CO2 eq.,3350294458.8215113,66508474417.81992,5.0373948405044935,-4.762605159495507,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,AP,Acidification potential,kg SO2-e,3100000000.0,26000000000.0,11.7,"Problem oriented approach: baseline (CML, 1999)","acidification (incl. fate, average Europe total, A&B)",kg SO2 eq.,36449855.63017198,655035576.4696914,5.564561214616488,-6.135438785383512,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,PM,Particulate matter,kg PM10-e,1000000000.0,6800000000.0,8.9,ILCD recommended CF,Particulate matter/Respiratory inorganics midpoint,kg PM2.5-eq,3887233.350367445,80562984.52557707,4.825086078003142,-4.074913921996858,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,EP,Eutrophication potential,kg N-e,94000000.0,6100000000.0,1.5,"Problem oriented approach: baseline (CML, 1999)",eutrophication (fate not incl.),kg PO4--- eq.,11424962.90079542,241003625.8283808,4.740577184897277,3.240577184897277,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,ODP,Ozone depletion potential,kg CFC-11-e,730000.0,45000000.0,1.6,not computable,not computable,,,,,,"NOT COMPUTABLE: EXIOBASE carries no CFC, halon or HCFC stressor, so stratospheric ozone depletion cannot be derived from this satellite account","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,POP,Photochemical oxidation (smog),kg O3-e,40000000000.0,390000000000.0,10.0,"Problem oriented approach: baseline (CML, 1999)",photochemical oxidation (high NOx),kg ethylene eq.,2556438.446770335,38266906.890992746,6.680546337472781,-3.319453662527219,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,ETP,Ecotoxicity potential,"kg 2,4-D-e",69000000.0,,,"Problem oriented approach: baseline (CML, 1999)",Freshwater aquatic ecotoxicity FAETP inf. ,"kg 1,4-dichlorobenzene eq.",20654298.954579283,471565325.58523,4.379944375457745,,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,HH_canc,"Human health, cancer effects",kg benzene-e,250000000.0,26000000000.0,1.0,ILCD recommended CF,"Human toxicity midpoint, cancer effects",CTUh/kg = cases,30.018069599837897,647.6707502262884,4.634773083291154,3.6347730832911536,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
2022,2013,HH_noncanc,"Human health, non-cancer effects",kg toluene-e,690000000000.0,33000000000000.0,2.2,ILCD recommended CF,"Human toxicity midpoint, non-cancer effects",CTUh = cases,3054.036444665572,71948.39953065751,4.244759389490289,2.044759389490289,"shares only; reference substances differ between TRACI-in-EIOLCA and CML/ILCD, so absolute values are not comparable","Eckelman & Sherman 2016, PLoS ONE 11(6):e0157014, table 2",EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022)
