Index,Unit,HC service,Pharm,MedAppl,ISO2
Expenditure,MEUR,30988.900499650783,1620.7864127222908,820.1567452855531,DK
Conversion,na,1.0,0.5891479619881497,0.5221738253924557,DK
DirectEm,kt CO2e,172.53211635709056,0.0,0.0,DK
Margin_motor_trade,MEUR,0.0,1.4747168489009175,0.6303340230975802,DK
Margin_wholesale,MEUR,0.0,305.82670714017087,138.34658571965832,DK
Margin_retail,MEUR,0.0,358.6019768597973,252.91544043561407,DK
