Index,Unit,HC service,Pharm,MedAppl,ISO2
Expenditure,MEUR,37552.28493467391,1950.3076778321415,1094.3850475832035,DK
Conversion,na,1.0,0.5945589199469121,0.4555879440226084,DK
DirectEm,kt CO2e,118.55416963720941,0.0,0.0,DK
Margin_motor_trade,MEUR,0.0,2.6649281705615953,0.8172106664919152,DK
Margin_wholesale,MEUR,0.0,352.01556535297595,206.96811656540675,DK
Margin_retail,MEUR,0.0,436.05435781255574,388.01108655378874,DK
