,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt),Expenditure (MEUR)
Total,6088.3766369812365,5935.15685033493,69.48215843902011,4374.895422361219,321.5722857127394,35271.231705222825
Healthcare services,4135.501559800825,2892.7252493979117,44.663208527794986,2853.2126526783936,256.50403156657194,32641.297464539715
Pharmaceuticals and chemical products,1076.1422631265327,2925.4846566239767,23.86406145572241,1474.876850819995,62.08252658697674,1730.8815071985125
Medical appliances,131.10156318813154,84.07612491976792,0.7266742955894903,44.6659125930243,2.985727559190619,899.0527334845993
Release of anaesthetic gases,12.66996446025,0,0,0,0,NA
Release of pMDI propellants,10.17,0,0,0,0,NA
Private travel,722.7912864055261,32.87081939328065,0.228214159913094,2.1400062698201463,0.0,NA
