Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,252.90240567336656,23.4337,0.1624,1.5258,0.0
Middle East,464.2505278915119,503.35279930403095,12.938076273439178,93.48030538402375,5.281359023304971
Europe,1185.2778299512977,878.1545097370171,5.920429300802203,1143.3126166837922,63.12720232160759
Asia and Pacific,1388.3292049028587,4305.738263325977,36.763507720080646,1543.5549307209533,61.65967313479334
America,432.3802237240976,564.5451472966636,17.8397049366861,1463.036871008399,37.46371748139536
Africa,169.8880515817352,132.7748661750335,5.296771981175071,784.5591494785778,24.535149690307005
Denmark,2732.5056133800413,1621.5084457914634,7.5996229568560345,397.32572331531816,177.21639414191242
