indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,30.051494844614712,43.25066393985014
blue_water_consumption,Mm3,America,11.512084327376249,16.568403437667644
blue_water_consumption,Mm3,Middle East,10.263929363927,14.772035864336317
blue_water_consumption,Mm3,Denmark,7.546772432300189,10.861453647735363
blue_water_consumption,Mm3,Europe,4.985941191869562,7.175858240278199
blue_water_consumption,Mm3,Africa,4.89372211901908,7.043134854991576
blue_water_consumption,Mm3,Unallocated,0.228214159913094,0.3284500151407691
climate_change,kt CO2eq,Denmark,2867.3921228284967,47.09616854863634
climate_change,kt CO2eq,Asia and Pacific,1078.7809246252177,17.7186956219597
climate_change,kt CO2eq,Europe,991.5516133946226,16.285976911675622
climate_change,kt CO2eq,Middle East,404.5893179993135,6.645274136652563
climate_change,kt CO2eq,America,313.15347821065086,5.143464290768945
climate_change,kt CO2eq,Unallocated,294.0640174061097,4.829924870612341
climate_change,kt CO2eq,Africa,138.84516251685974,2.2804956196944763
land_use,km2,Asia and Pacific,1256.5224917140554,28.72120063240011
land_use,km2,America,983.1930531878355,22.473521267788048
land_use,km2,Europe,958.7659259563344,21.91517358462635
land_use,km2,Africa,702.0808296776077,16.047945422628633
land_use,km2,Denmark,395.19043877996484,9.033140238279618
land_use,km2,Middle East,77.00267677560598,1.7601032560007113
land_use,km2,Unallocated,2.1400062698201454,0.04891559827652151
material_extraction,kt,Asia and Pacific,2821.0026962256807,47.53038154444865
material_extraction,kt,Denmark,1495.0875968713174,25.19036370179406
material_extraction,kt,Europe,687.396963833194,11.581782607723358
material_extraction,kt,Middle East,408.480797834085,6.882392633162388
material_extraction,kt,America,372.79834597208395,6.2811877659315005
material_extraction,kt,Africa,117.5196302053028,1.9800593845918444
material_extraction,kt,Unallocated,32.87081939328065,0.5538323623481933
waste_generation,kt,Denmark,169.54663037591774,52.724266956069165
waste_generation,kt,Europe,53.583737814056725,16.663045975897074
waste_generation,kt,Asia and Pacific,47.030660838062225,14.62522205040855
waste_generation,kt,America,24.167975786287673,7.515565507369934
waste_generation,kt,Africa,22.413124626816764,6.969855806180533
waste_generation,kt,Middle East,4.830156271597448,1.5020437040747474
