Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,405.731352172599,189.700468078094,20.321880183379392,1471.735220042011,38.72871934819906
Heat and electricity,43.42939207571269,12.039478353184583,5.426687310224578,14.119348538338015,1.2643263232289528
Individual travel,722.7912864055261,32.87081939328065,0.228214159913094,2.1400062698201463,0.0
"Medical, electrical equipment and machinery",167.2295814189682,200.83152581346457,1.5190161376332796,92.85641178907407,6.28944368067104
Operational impacts,152.10093671061037,0.0,0.0,0.0,40.2662813032278
Other,1745.4289287753857,1526.0867090300746,2.3141115237938585,288.54880939151514,119.66515713542084
Pharmaceuticals and chemical products,1104.4432117948852,3209.189064850707,25.423857342645682,1548.3343278433708,70.18187879368593
Services,960.56160134824,588.3820812151819,11.362122134746127,721.7189808867063,33.007571465434644
Transport,786.6603462793445,176.05670360095982,2.88626964668395,235.44231760039062,12.168907662870192
