analysis_year,industry_code,industry,expenditure_m_dkk,direct_intensity_t_per_mdkk,multiplier_t_per_mdkk,hazardous_multiplier_t_per_mdkk,direct_waste_t,total_waste_t,hazardous_waste_t,source,boundary
2022,860010,Hospital activities,153438.002,0.211,0.795,0.069,32375.418422,121983.21159,10587.222138000001,"Statistics Denmark AFF1MU1N / AFF3MU1N (SEEA waste accounts, IO-based)",domestic (Danish waste generation); imports not covered
2022,870000,Residential care activities,70808.891,0.112,0.727,0.038,7930.595792000001,51478.063757,2690.737858,"Statistics Denmark AFF1MU1N / AFF3MU1N (SEEA waste accounts, IO-based)",domestic (Danish waste generation); imports not covered
2022,860020,Medical and dental practice activities,55127.086,0.072,0.472,0.025,3969.150192,26019.984592,1378.1771500000002,"Statistics Denmark AFF1MU1N / AFF3MU1N (SEEA waste accounts, IO-based)",domestic (Danish waste generation); imports not covered
2022,210000,Pharmaceuticals,14509.509,0.333,0.625,0.128,4831.666497,9068.443125,1857.217152,"Statistics Denmark AFF1MU1N / AFF3MU1N (SEEA waste accounts, IO-based)",domestic (Danish waste generation); imports not covered
2022,320010,"Manufacture of medical instruments, etc.",8141.787,0.366,0.919,0.064,2979.894042,7482.302253000001,521.074368,"Statistics Denmark AFF1MU1N / AFF3MU1N (SEEA waste accounts, IO-based)",domestic (Danish waste generation); imports not covered
