producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,3.266349825357112,1,6.900545405103871,99.56197077572992
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,2.677522963920684,2,5.656579905284009,99.56197077572992
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.434403499778734,3,5.142961649164542,99.56197077572992
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.929648581333283,4,4.0766079456687665,99.56197077572992
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,1.909841366012497,5,4.034762890491675,99.56197077572992
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,1.877726666956839,6,3.9669168388273874,99.56197077572992
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.609505351376955,7,3.4002679904991693,99.56197077572992
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,1.5309854130231,8,3.234385452257113,99.56197077572992
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.455963675635893,9,3.0758932720284995,99.56197077572992
IND,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.442025111372171,10,3.046446427469143,99.56197077572992
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.439325779040298,11,3.0407437727274647,99.56197077572992
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.176772388024697,12,2.4860690768629254,99.56197077572992
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.175564974484825,13,2.4835182747749367,99.56197077572992
RoW Asia and Pacific,Asia and Pacific,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.018490713073273,14,2.1516805565889894,99.56197077572992
RoW Middle East,Middle East,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,0.8228035955474426,15,1.738268671187751,99.56197077572992
IND,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,0.7829265345601504,16,1.6540237235619033,99.56197077572992
RoW Middle East,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,0.7226377887040043,17,1.5266567082570992,99.56197077572992
CHN,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,0.7168093939751494,18,1.5143435438332813,99.56197077572992
IND,Asia and Pacific,OILS,Cultivation of oil seeds,blue_water_consumption,Mm3,0.6366588599624893,19,1.3450161818636506,99.56197077572992
RoW Asia and Pacific,Asia and Pacific,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,0.5607013252659662,20,1.1845470205496738,99.56197077572992
OTH,Other,OTHER,All other pairs,blue_water_consumption,Mm3,18.147997927320677,21,38.33976469299815,99.56197077572992
