Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,437.62706136144146,33.63544459136349,45.96359509674149,3281.1231114567836,41.700905654679815
Electricity sector,313.54371102716283,5.9245157542632985,3.9062515256863675,1.3594697592082632,20.451976987935716
Fossil fuel industry,459.9500930093821,9.030615319397201,0.03469891768458398,1.0763206948650486,11.3436267486569
Mining of minerals and metals,65.48813660390857,2662.4421690665013,0.01949621780223823,0.37231360978720274,0.25154291386311733
Operational impacts,195.72222862199442,0.0,0.0,0.0,49.10282360999154
Other,1506.341683517911,186.6551999206121,2.5050194134095363,35.2210744399347,79.46275506309217
Pharmaceutical and chemical industry,237.18051002287154,32.51702830093752,1.799297486328663,0.4157982971514158,59.4380408724639
Transport,2851.7003855490643,19.867640250370645,0.04163195008790434,3.8123200271745774,6.831388827432667
