indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,23.56706653351222,49.60870775569937
blue_water_consumption,Mm3,Middle East,9.161174805148278,19.28428567726992
blue_water_consumption,Mm3,Europe,4.74125649876732,9.980351509072825
blue_water_consumption,Mm3,Denmark,4.462939410673649,9.39449365243111
blue_water_consumption,Mm3,America,3.120846103379219,6.569385378231021
blue_water_consumption,Mm3,Africa,2.281378383245554,4.802304662468819
blue_water_consumption,Mm3,Unallocated,0.17124519106882052,0.3604713648269215
climate_change,kt CO2eq,Denmark,2860.90602947051,48.630742490219276
climate_change,kt CO2eq,Europe,1169.8853739264155,19.886145779146375
climate_change,kt CO2eq,Asia and Pacific,1047.1559691937548,17.799945807511328
climate_change,kt CO2eq,Middle East,289.27085979818975,4.917133435303243
climate_change,kt CO2eq,Unallocated,220.13563306059416,3.741947192257999
climate_change,kt CO2eq,America,187.19509701210453,3.182011734902077
climate_change,kt CO2eq,Africa,108.3676515422208,1.842073560659702
land_use,km2,Asia and Pacific,904.7809962081219,29.849332969241914
land_use,km2,Europe,802.0470784470491,26.460071997430347
land_use,km2,Africa,518.0572171845768,17.091055667248213
land_use,km2,America,399.38518091604,13.175985457370931
land_use,km2,Denmark,311.9109916797568,10.290153182299928
land_use,km2,Middle East,93.37341213268499,3.080451601993702
land_use,km2,Unallocated,1.604972599752538,0.052949124414968886
material_extraction,kt,Denmark,1463.1304800513803,58.42576176400882
material_extraction,kt,Europe,440.99464017994393,17.609808651825368
material_extraction,kt,Asia and Pacific,328.47941852669874,13.116848095835648
material_extraction,kt,Middle East,114.3980326367578,4.568145009781905
material_extraction,kt,America,92.77671313510378,3.704761955809307
material_extraction,kt,Africa,39.822417473576216,1.5901897389878459
material_extraction,kt,Unallocated,24.654016494832803,0.9844847837511129
waste_generation,kt,Denmark,139.75556208710154,58.64352217336324
waste_generation,kt,Europe,51.763133214630976,21.720584176414178
waste_generation,kt,Asia and Pacific,26.127222111346917,10.963372808448458
waste_generation,kt,Africa,11.782965835463386,4.944308533561776
waste_generation,kt,America,6.035211514720356,2.532464933766706
waste_generation,kt,Middle East,2.8496301080928648,1.1957473744456477
