Component,kt_CO2eq
"Scope 1 direct (DRIVHUS, excl. medical N2O)",172.53211635709056
  + Anaesthetic gases (bottom-up),13.1212284611
Scope 1 (Total),185.65334481819056
Scope 2 (generation of purchased energy),22.937834753968932
Scope 3 (MRIO supply chain excl. Scope 2),5112.350070751155
"  + pMDI (bottom-up, use phase)",10.611
  + Commute (bottom-up),449.4496477455701
Scope 3 (Total),5572.410718496725
Outside protocol (patient/visitor travel),224.23761012569273
Grand Total,6005.239508194577
