indicator,unit,purchased_sector_group,value,expenditure_meur,footprint
material_extraction,kt per MEUR,Minerals and Metals,93.60460301011196,7.4228878381629,694.8164692798265
material_extraction,kt per MEUR,Non-metallic mineral products,5.883240846769992,12.57412756280666,73.97662089000055
climate_change,kt CO2eq per MEUR,"Steam, hot water supply and water distribution",2.5406827977561917,6.360781643381545,16.16072850162285
climate_change,kt CO2eq per MEUR,Minerals and Metals,1.787006170226762,7.4228878381629,13.264746367698292
land_use,km2 per MEUR,Food and catering,1.5481364544486997,820.412615349953,1270.110677512861
climate_change,kt CO2eq per MEUR,Coal and Petroleum,1.419549177022167,24.251131100441818,34.42567319548886
land_use,km2 per MEUR,Paper Products,1.281110663591291,54.94568427376428,70.39150204143972
climate_change,kt CO2eq per MEUR,Transport,1.1758454688903262,2113.0899630057756,2484.6672583579684
climate_change,kt CO2eq per MEUR,Natural gas and gaseous fuels,0.9547343148472472,22.614009119479043,21.590370502635224
climate_change,kt CO2eq per MEUR,Non-metallic mineral products,0.9132925148956662,12.57412756280666,11.483856584454609
climate_change,kt CO2eq per MEUR,Waste management and disposal,0.8375498059516291,287.42524219510557,240.73295582611067
material_extraction,kt per MEUR,Metal Products,0.7694135152393321,58.88956636556653,45.31042826825048
climate_change,kt CO2eq per MEUR,Electricity,0.6902003150850298,102.13218451681765,70.49166593382994
land_use,km2 per MEUR,Textile,0.6640472303799895,11.582159600417532,7.691101004476267
material_extraction,kt per MEUR,Chemical,0.6260159363028385,1171.7775606817095,733.5514267888165
material_extraction,kt per MEUR,Construction,0.6018358602865376,118.67747075706447,71.4243577097083
climate_change,kt CO2eq per MEUR,Textile,0.5675882988478512,11.582159600417532,6.573898264585295
climate_change,kt CO2eq per MEUR,Food and catering,0.47389013946369085,820.412615349953,388.78544870596056
land_use,km2 per MEUR,Minerals and Metals,0.45618596244118437,7.4228878381629,3.386217232545305
material_extraction,kt per MEUR,Transport Equipment,0.4494564459774931,6.6229209999550696,2.9767145346295103
climate_change,kt CO2eq per MEUR,Chemical,0.4320998469100114,1171.7775606817095,506.3249045831533
climate_change,kt CO2eq per MEUR,General and special Machinery,0.42388926955336614,71.52246285440674,30.317604536012237
material_extraction,kt per MEUR,Paper Products,0.41962638355000326,54.94568427376428,23.056658783479993
land_use,km2 per MEUR,Chemical,0.41305462462966847,1171.7775606817095,484.0081404768521
climate_change,kt CO2eq per MEUR,Metal Products,0.41220548005666463,58.8919774213013,24.275595824433758
climate_change,kt CO2eq per MEUR,Transport Equipment,0.36753459078155476,6.6229209999550696,2.434152559497052
land_use,km2 per MEUR,Construction,0.3462127399066775,118.67747075706447,41.087652315997886
climate_change,kt CO2eq per MEUR,Paper Products,0.3356082081368233,54.94568427376428,18.440222643969662
material_extraction,kt per MEUR,General and special Machinery,0.3198206213667144,71.52246285440674,22.874358511774115
land_use,km2 per MEUR,Electricity,0.31261497114990733,102.13218451681765,31.92804991620196
climate_change,kt CO2eq per MEUR,Construction,0.297876235539221,118.67747075706447,35.35119823243035
land_use,km2 per MEUR,Furniture and timber,0.27898228772909733,69.97673516270972,19.522269663505924
land_use,km2 per MEUR,Non-metallic mineral products,0.2542610948556917,12.57412756280666,3.197111440974352
climate_change,kt CO2eq per MEUR,Furniture and timber,0.2540173690906509,69.97673516270972,17.775306163584766
land_use,km2 per MEUR,Transport Equipment,0.22737568474145192,6.6229209999550696,1.5058911973533253
climate_change,kt CO2eq per MEUR,"Electrical, electronic and measuring equipment",0.212680182624127,682.4293083985631,145.1391899382631
material_extraction,kt per MEUR,Textile,0.20197193858729165,11.582159600417532,2.33927122752374
material_extraction,kt per MEUR,Coal and Petroleum,0.20001584681279375,24.251131100441818,4.850610523222949
climate_change,kt CO2eq per MEUR,Services,0.18781795677928997,5681.315818153316,1067.053128783416
material_extraction,kt per MEUR,Electricity,0.1832956657812671,102.13218451681765,18.72038675870531
land_use,km2 per MEUR,Metal Products,0.16998341944773918,58.88956636556653,10.010249860613568
land_use,km2 per MEUR,General and special Machinery,0.1657566306993167,71.52246285440674,11.855322462063494
