indicator,unit,origin,value,share_of_total_pct
blue_water_consumption,Mm3,domestic,4.462939410673651,9.3944936524311
blue_water_consumption,Mm3,imported,43.04296751512149,90.6055063475689
climate_change,kt CO2eq,domestic,2860.90602947051,48.630742490219276
climate_change,kt CO2eq,imported,3022.0105845332796,51.369257509780724
land_use,km2,domestic,311.9109916797568,10.290153182299928
land_use,km2,imported,2719.248857488225,89.70984681770005
material_extraction,kt,domestic,1463.1304800513803,58.42576176400882
material_extraction,kt,imported,1041.1252384469133,41.57423823599119
waste_generation,kt,domestic,139.75556208710154,58.643522173363195
waste_generation,kt,imported,98.55816278425468,41.356477826636805
