,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt),Expenditure (MEUR)
Total,5882.9166140037705,2504.2557184982966,47.50590692579513,3031.15984916799,238.31372487135582,33429.843657658625
Healthcare services,4614.523388212391,1747.021474859605,36.14364384404354,2513.5887655446018,189.30330217835734,30988.900499650783
Pharmaceuticals and chemical products,544.4132900391903,651.6831614445011,9.901607611179829,444.9231382059735,44.37591671409355,1620.7864127222908
Medical appliances,159.18999716540134,80.89706569934916,1.2894102795028815,71.04297281765133,4.6345059789055165,820.1567452855531
Release of anaesthetic gases,13.1212284611,0,0,0,0,NA
Release of pMDI propellants,10.611,0,0,0,0,NA
Private travel,541.0577101256928,24.654016494832803,0.17124519106882052,1.604972599752538,0.0,NA
