time,c_dest,c_orig,nace_r2,na_item,unit,value
2021,DK,HU,C17,TOTAL,THS_T,1.336
2021,DK,ID,C17,TOTAL,THS_T,1.851
2021,DK,IE,C17,TOTAL,THS_T,-0.014
2021,DK,IN,C17,TOTAL,THS_T,7.924
2021,DK,IT,C17,TOTAL,THS_T,10.86
2021,DK,JP,C17,TOTAL,THS_T,2.337
2021,DK,KR,C17,TOTAL,THS_T,1.451
2021,DK,LT,C17,TOTAL,THS_T,0.529
2021,DK,LU,C17,TOTAL,THS_T,-0.148
2021,DK,LV,C17,TOTAL,THS_T,0.052
2021,DK,MT,C17,TOTAL,THS_T,-0.002
2021,DK,MX,C17,TOTAL,THS_T,0.861
2021,DK,NL,C17,TOTAL,THS_T,4.507
2021,DK,NO,C17,TOTAL,THS_T,3.533
2021,DK,PL,C17,TOTAL,THS_T,18.046
2021,DK,PT,C17,TOTAL,THS_T,3.161
2021,DK,RO,C17,TOTAL,THS_T,0.827
2021,DK,RU,C17,TOTAL,THS_T,4.119
2021,DK,SA,C17,TOTAL,THS_T,0.342
2021,DK,SE,C17,TOTAL,THS_T,18.454
2021,DK,SI,C17,TOTAL,THS_T,0.676
2021,DK,SK,C17,TOTAL,THS_T,0.807
2021,DK,TR,C17,TOTAL,THS_T,1.925
2021,DK,UK,C17,TOTAL,THS_T,6.387
2021,DK,US,C17,TOTAL,THS_T,13.181
2021,DK,WORLD,C17,TOTAL,THS_T,275.069
2021,DK,WRL_REST,C17,TOTAL,THS_T,21.748
2021,DK,ZA,C17,TOTAL,THS_T,0.903
2021,DK,AR,C18,TOTAL,THS_T,0.037
2021,DK,AT,C18,TOTAL,THS_T,0.009
2021,DK,AU,C18,TOTAL,THS_T,0.05
2021,DK,BE,C18,TOTAL,THS_T,0.724
2021,DK,BG,C18,TOTAL,THS_T,0.029
2021,DK,BR,C18,TOTAL,THS_T,0.068
2021,DK,CA,C18,TOTAL,THS_T,0.264
2021,DK,CH,C18,TOTAL,THS_T,0.209
2021,DK,CN,C18,TOTAL,THS_T,2.614
2021,DK,CY,C18,TOTAL,THS_T,0.006
