time,c_dest,c_orig,prd_ava,ind_use,unit,value
2024,DK,KR,CPA_A02,A01,MIO_EUR,0.003
2024,DK,LT,CPA_A02,A01,MIO_EUR,0.017
2024,DK,LU,CPA_A02,A01,MIO_EUR,0.001
2024,DK,LV,CPA_A02,A01,MIO_EUR,0.014
2024,DK,ME,CPA_A02,A01,MIO_EUR,0
2024,DK,MK,CPA_A02,A01,MIO_EUR,0
2024,DK,MT,CPA_A02,A01,MIO_EUR,0
2024,DK,MX,CPA_A02,A01,MIO_EUR,0.002
2024,DK,NL,CPA_A02,A01,MIO_EUR,0.013
2024,DK,NO,CPA_A02,A01,MIO_EUR,0.045
2024,DK,PL,CPA_A02,A01,MIO_EUR,0.038
2024,DK,PT,CPA_A02,A01,MIO_EUR,0.003
2024,DK,RO,CPA_A02,A01,MIO_EUR,0.011
2024,DK,RS,CPA_A02,A01,MIO_EUR,0
2024,DK,RU,CPA_A02,A01,MIO_EUR,0.001
2024,DK,SA,CPA_A02,A01,MIO_EUR,0
2024,DK,SE,CPA_A02,A01,MIO_EUR,0.2
2024,DK,SI,CPA_A02,A01,MIO_EUR,0.001
2024,DK,SK,CPA_A02,A01,MIO_EUR,0.001
2024,DK,TR,CPA_A02,A01,MIO_EUR,0.001
2024,DK,UK,CPA_A02,A01,MIO_EUR,0.007
2024,DK,US,CPA_A02,A01,MIO_EUR,0.031
2024,DK,WRL_REST,CPA_A02,A01,MIO_EUR,0.063
2024,DK,ZA,CPA_A02,A01,MIO_EUR,0
2024,DK,AL,CPA_A03,A01,MIO_EUR,0
2024,DK,AR,CPA_A03,A01,MIO_EUR,0.008
2024,DK,AT,CPA_A03,A01,MIO_EUR,0.001
2024,DK,AU,CPA_A03,A01,MIO_EUR,0.001
2024,DK,BE,CPA_A03,A01,MIO_EUR,0.002
2024,DK,BG,CPA_A03,A01,MIO_EUR,0
2024,DK,BR,CPA_A03,A01,MIO_EUR,0.002
2024,DK,CA,CPA_A03,A01,MIO_EUR,0.001
2024,DK,CH,CPA_A03,A01,MIO_EUR,0.001
2024,DK,CN,CPA_A03,A01,MIO_EUR,0.005
2024,DK,CY,CPA_A03,A01,MIO_EUR,0
2024,DK,CZ,CPA_A03,A01,MIO_EUR,0.001
2024,DK,DE,CPA_A03,A01,MIO_EUR,0.014
2024,DK,DK,CPA_A03,A01,MIO_EUR,0.531
2024,DK,EE,CPA_A03,A01,MIO_EUR,0.004
2024,DK,EL,CPA_A03,A01,MIO_EUR,0.001
2024,DK,ES,CPA_A03,A01,MIO_EUR,0.006
2024,DK,FI,CPA_A03,A01,MIO_EUR,0.005
2024,DK,FR,CPA_A03,A01,MIO_EUR,0.016
2024,DK,HR,CPA_A03,A01,MIO_EUR,0
2024,DK,HU,CPA_A03,A01,MIO_EUR,0.001
2024,DK,ID,CPA_A03,A01,MIO_EUR,0.001
2024,DK,IE,CPA_A03,A01,MIO_EUR,0.004
2024,DK,IN,CPA_A03,A01,MIO_EUR,0.008
2024,DK,IT,CPA_A03,A01,MIO_EUR,0.002
2024,DK,JP,CPA_A03,A01,MIO_EUR,0.002
2024,DK,KR,CPA_A03,A01,MIO_EUR,0
2024,DK,LT,CPA_A03,A01,MIO_EUR,0.002
2024,DK,LU,CPA_A03,A01,MIO_EUR,0.001
2024,DK,LV,CPA_A03,A01,MIO_EUR,0.001
2024,DK,ME,CPA_A03,A01,MIO_EUR,0
2024,DK,MK,CPA_A03,A01,MIO_EUR,0
2024,DK,MT,CPA_A03,A01,MIO_EUR,0.002
2024,DK,MX,CPA_A03,A01,MIO_EUR,0
2024,DK,NL,CPA_A03,A01,MIO_EUR,0.018
2024,DK,NO,CPA_A03,A01,MIO_EUR,1.671
2024,DK,PL,CPA_A03,A01,MIO_EUR,0.03
2024,DK,PT,CPA_A03,A01,MIO_EUR,0.001
2024,DK,RO,CPA_A03,A01,MIO_EUR,0.002
2024,DK,RS,CPA_A03,A01,MIO_EUR,0
2024,DK,RU,CPA_A03,A01,MIO_EUR,0
2024,DK,SA,CPA_A03,A01,MIO_EUR,0.001
2024,DK,SE,CPA_A03,A01,MIO_EUR,0.035
2024,DK,SI,CPA_A03,A01,MIO_EUR,0.001
2024,DK,SK,CPA_A03,A01,MIO_EUR,0
2024,DK,TR,CPA_A03,A01,MIO_EUR,0.001
2024,DK,UK,CPA_A03,A01,MIO_EUR,0.051
2024,DK,US,CPA_A03,A01,MIO_EUR,0.065
2024,DK,WRL_REST,CPA_A03,A01,MIO_EUR,0.273
2024,DK,ZA,CPA_A03,A01,MIO_EUR,0
2024,DK,AL,CPA_B,A01,MIO_EUR,0
2024,DK,AR,CPA_B,A01,MIO_EUR,0
2024,DK,AT,CPA_B,A01,MIO_EUR,0.001
2024,DK,AU,CPA_B,A01,MIO_EUR,0.001
2024,DK,BE,CPA_B,A01,MIO_EUR,0
2024,DK,BG,CPA_B,A01,MIO_EUR,0
2024,DK,BR,CPA_B,A01,MIO_EUR,0.005
2024,DK,CA,CPA_B,A01,MIO_EUR,0.002
2024,DK,CH,CPA_B,A01,MIO_EUR,0
2024,DK,CN,CPA_B,A01,MIO_EUR,0.003
2024,DK,CY,CPA_B,A01,MIO_EUR,0
2024,DK,CZ,CPA_B,A01,MIO_EUR,0
2024,DK,DE,CPA_B,A01,MIO_EUR,0.164
2024,DK,DK,CPA_B,A01,MIO_EUR,34.034
2024,DK,EE,CPA_B,A01,MIO_EUR,0
2024,DK,EL,CPA_B,A01,MIO_EUR,0
2024,DK,ES,CPA_B,A01,MIO_EUR,0.001
2024,DK,FI,CPA_B,A01,MIO_EUR,0.007
2024,DK,FR,CPA_B,A01,MIO_EUR,0.001
2024,DK,HR,CPA_B,A01,MIO_EUR,0
2024,DK,HU,CPA_B,A01,MIO_EUR,0
2024,DK,ID,CPA_B,A01,MIO_EUR,0
2024,DK,IE,CPA_B,A01,MIO_EUR,0.002
2024,DK,IN,CPA_B,A01,MIO_EUR,0.001
2024,DK,IT,CPA_B,A01,MIO_EUR,0.016
2024,DK,JP,CPA_B,A01,MIO_EUR,0.001
2024,DK,KR,CPA_B,A01,MIO_EUR,0
2024,DK,LT,CPA_B,A01,MIO_EUR,0
2024,DK,LU,CPA_B,A01,MIO_EUR,0
2024,DK,LV,CPA_B,A01,MIO_EUR,0.002
2024,DK,ME,CPA_B,A01,MIO_EUR,0
2024,DK,MK,CPA_B,A01,MIO_EUR,0
2024,DK,MT,CPA_B,A01,MIO_EUR,0
2024,DK,MX,CPA_B,A01,MIO_EUR,0.001
2024,DK,NL,CPA_B,A01,MIO_EUR,0.019
2024,DK,NO,CPA_B,A01,MIO_EUR,2.454
2024,DK,PL,CPA_B,A01,MIO_EUR,0.014
2024,DK,PT,CPA_B,A01,MIO_EUR,0.001
2024,DK,RO,CPA_B,A01,MIO_EUR,0
2024,DK,RS,CPA_B,A01,MIO_EUR,0
2024,DK,RU,CPA_B,A01,MIO_EUR,0
2024,DK,SA,CPA_B,A01,MIO_EUR,0.001
2024,DK,SE,CPA_B,A01,MIO_EUR,0.04
2024,DK,SI,CPA_B,A01,MIO_EUR,0
2024,DK,SK,CPA_B,A01,MIO_EUR,0
2024,DK,TR,CPA_B,A01,MIO_EUR,0.003
2024,DK,UK,CPA_B,A01,MIO_EUR,0.033
2024,DK,US,CPA_B,A01,MIO_EUR,1.064
2024,DK,WRL_REST,CPA_B,A01,MIO_EUR,0.302
2024,DK,ZA,CPA_B,A01,MIO_EUR,0.001
2024,DK,AL,CPA_C10-12,A01,MIO_EUR,0.023
2024,DK,AR,CPA_C10-12,A01,MIO_EUR,6.391
2024,DK,AT,CPA_C10-12,A01,MIO_EUR,8.105
2024,DK,AU,CPA_C10-12,A01,MIO_EUR,1.532
2024,DK,BE,CPA_C10-12,A01,MIO_EUR,24.778
2024,DK,BG,CPA_C10-12,A01,MIO_EUR,0.731
2024,DK,BR,CPA_C10-12,A01,MIO_EUR,17.637
2024,DK,CA,CPA_C10-12,A01,MIO_EUR,6.367
2024,DK,CH,CPA_C10-12,A01,MIO_EUR,4.092
2024,DK,CN,CPA_C10-12,A01,MIO_EUR,11.31
2024,DK,CY,CPA_C10-12,A01,MIO_EUR,0.178
2024,DK,CZ,CPA_C10-12,A01,MIO_EUR,6.107
2024,DK,DE,CPA_C10-12,A01,MIO_EUR,149.722
2024,DK,DK,CPA_C10-12,A01,MIO_EUR,1567.366
2024,DK,EE,CPA_C10-12,A01,MIO_EUR,1.174
2024,DK,EL,CPA_C10-12,A01,MIO_EUR,3.085
2024,DK,ES,CPA_C10-12,A01,MIO_EUR,18.792
2024,DK,FI,CPA_C10-12,A01,MIO_EUR,8.707
2024,DK,FR,CPA_C10-12,A01,MIO_EUR,32.907
2024,DK,HR,CPA_C10-12,A01,MIO_EUR,0.266
2024,DK,HU,CPA_C10-12,A01,MIO_EUR,5.692
2024,DK,ID,CPA_C10-12,A01,MIO_EUR,3.75
2024,DK,IE,CPA_C10-12,A01,MIO_EUR,17.69
2024,DK,IN,CPA_C10-12,A01,MIO_EUR,1.412
2024,DK,IT,CPA_C10-12,A01,MIO_EUR,47.568
2024,DK,JP,CPA_C10-12,A01,MIO_EUR,0.402
2024,DK,KR,CPA_C10-12,A01,MIO_EUR,1.011
2024,DK,LT,CPA_C10-12,A01,MIO_EUR,4.964
2024,DK,LU,CPA_C10-12,A01,MIO_EUR,2.552
2024,DK,LV,CPA_C10-12,A01,MIO_EUR,3.702
2024,DK,ME,CPA_C10-12,A01,MIO_EUR,0.014
2024,DK,MK,CPA_C10-12,A01,MIO_EUR,0.094
2024,DK,MT,CPA_C10-12,A01,MIO_EUR,0.022
2024,DK,MX,CPA_C10-12,A01,MIO_EUR,1.774
2024,DK,NL,CPA_C10-12,A01,MIO_EUR,118.908
2024,DK,NO,CPA_C10-12,A01,MIO_EUR,22.548
2024,DK,PL,CPA_C10-12,A01,MIO_EUR,68.908
2024,DK,PT,CPA_C10-12,A01,MIO_EUR,3.106
2024,DK,RO,CPA_C10-12,A01,MIO_EUR,1.096
2024,DK,RS,CPA_C10-12,A01,MIO_EUR,0.399
2024,DK,RU,CPA_C10-12,A01,MIO_EUR,0.668
2024,DK,SA,CPA_C10-12,A01,MIO_EUR,0.409
2024,DK,SE,CPA_C10-12,A01,MIO_EUR,73.441
2024,DK,SI,CPA_C10-12,A01,MIO_EUR,0.603
2024,DK,SK,CPA_C10-12,A01,MIO_EUR,0.495
2024,DK,TR,CPA_C10-12,A01,MIO_EUR,3.187
2024,DK,UK,CPA_C10-12,A01,MIO_EUR,18.373
2024,DK,US,CPA_C10-12,A01,MIO_EUR,17.201
2024,DK,WRL_REST,CPA_C10-12,A01,MIO_EUR,195.525
2024,DK,ZA,CPA_C10-12,A01,MIO_EUR,3.276
2024,DK,AL,CPA_C13-15,A01,MIO_EUR,0.001
2024,DK,AR,CPA_C13-15,A01,MIO_EUR,0
2024,DK,AT,CPA_C13-15,A01,MIO_EUR,0.01
2024,DK,AU,CPA_C13-15,A01,MIO_EUR,0.006
2024,DK,BE,CPA_C13-15,A01,MIO_EUR,0.068
2024,DK,BG,CPA_C13-15,A01,MIO_EUR,0.008
2024,DK,BR,CPA_C13-15,A01,MIO_EUR,0.004
2024,DK,CA,CPA_C13-15,A01,MIO_EUR,0.004
2024,DK,CH,CPA_C13-15,A01,MIO_EUR,0.01
2024,DK,CN,CPA_C13-15,A01,MIO_EUR,0.446
2024,DK,CY,CPA_C13-15,A01,MIO_EUR,0
2024,DK,CZ,CPA_C13-15,A01,MIO_EUR,0.015
2024,DK,DE,CPA_C13-15,A01,MIO_EUR,0.249
2024,DK,DK,CPA_C13-15,A01,MIO_EUR,0.399
2024,DK,EE,CPA_C13-15,A01,MIO_EUR,0.016
2024,DK,EL,CPA_C13-15,A01,MIO_EUR,0.01
2024,DK,ES,CPA_C13-15,A01,MIO_EUR,0.056
2024,DK,FI,CPA_C13-15,A01,MIO_EUR,0.01
2024,DK,FR,CPA_C13-15,A01,MIO_EUR,0.04
2024,DK,HR,CPA_C13-15,A01,MIO_EUR,0.002
2024,DK,HU,CPA_C13-15,A01,MIO_EUR,0.005
2024,DK,ID,CPA_C13-15,A01,MIO_EUR,0.01
2024,DK,IE,CPA_C13-15,A01,MIO_EUR,0.015
2024,DK,IN,CPA_C13-15,A01,MIO_EUR,0.124
2024,DK,IT,CPA_C13-15,A01,MIO_EUR,0.202
2024,DK,JP,CPA_C13-15,A01,MIO_EUR,0.004
2024,DK,KR,CPA_C13-15,A01,MIO_EUR,0.017
2024,DK,LT,CPA_C13-15,A01,MIO_EUR,0.04
2024,DK,LU,CPA_C13-15,A01,MIO_EUR,0.012
2024,DK,LV,CPA_C13-15,A01,MIO_EUR,0.005
2024,DK,ME,CPA_C13-15,A01,MIO_EUR,0
2024,DK,MK,CPA_C13-15,A01,MIO_EUR,0.002
2024,DK,MT,CPA_C13-15,A01,MIO_EUR,0
2024,DK,MX,CPA_C13-15,A01,MIO_EUR,0.004
2024,DK,NL,CPA_C13-15,A01,MIO_EUR,0.059
2024,DK,NO,CPA_C13-15,A01,MIO_EUR,0.03
2024,DK,PL,CPA_C13-15,A01,MIO_EUR,0.119
2024,DK,PT,CPA_C13-15,A01,MIO_EUR,0.093
2024,DK,RO,CPA_C13-15,A01,MIO_EUR,0.007
2024,DK,RS,CPA_C13-15,A01,MIO_EUR,0.002
2024,DK,RU,CPA_C13-15,A01,MIO_EUR,0.001
2024,DK,SA,CPA_C13-15,A01,MIO_EUR,0.004
2024,DK,SE,CPA_C13-15,A01,MIO_EUR,0.151
2024,DK,SI,CPA_C13-15,A01,MIO_EUR,0.004
2024,DK,SK,CPA_C13-15,A01,MIO_EUR,0.007
2024,DK,TR,CPA_C13-15,A01,MIO_EUR,0.142
2024,DK,UK,CPA_C13-15,A01,MIO_EUR,0.045
2024,DK,US,CPA_C13-15,A01,MIO_EUR,0.039
2024,DK,WRL_REST,CPA_C13-15,A01,MIO_EUR,0.351
2024,DK,ZA,CPA_C13-15,A01,MIO_EUR,0.002
2024,DK,AL,CPA_C16,A01,MIO_EUR,0
2024,DK,AR,CPA_C16,A01,MIO_EUR,0
2024,DK,AT,CPA_C16,A01,MIO_EUR,0.006
2024,DK,AU,CPA_C16,A01,MIO_EUR,0.001
2024,DK,BE,CPA_C16,A01,MIO_EUR,0.003
2024,DK,BG,CPA_C16,A01,MIO_EUR,0.001
2024,DK,BR,CPA_C16,A01,MIO_EUR,0.018
2024,DK,CA,CPA_C16,A01,MIO_EUR,0.011
2024,DK,CH,CPA_C16,A01,MIO_EUR,0.002
2024,DK,CN,CPA_C16,A01,MIO_EUR,0.02
2024,DK,CY,CPA_C16,A01,MIO_EUR,0
2024,DK,CZ,CPA_C16,A01,MIO_EUR,0.004
2024,DK,DE,CPA_C16,A01,MIO_EUR,0.069
2024,DK,DK,CPA_C16,A01,MIO_EUR,0.364
2024,DK,EE,CPA_C16,A01,MIO_EUR,0.063
2024,DK,EL,CPA_C16,A01,MIO_EUR,0
2024,DK,ES,CPA_C16,A01,MIO_EUR,0.006
2024,DK,FI,CPA_C16,A01,MIO_EUR,0.02
2024,DK,FR,CPA_C16,A01,MIO_EUR,0.004
2024,DK,HR,CPA_C16,A01,MIO_EUR,0.001
2024,DK,HU,CPA_C16,A01,MIO_EUR,0.002
2024,DK,ID,CPA_C16,A01,MIO_EUR,0.003
2024,DK,IE,CPA_C16,A01,MIO_EUR,0.002
2024,DK,IN,CPA_C16,A01,MIO_EUR,0.001
2024,DK,IT,CPA_C16,A01,MIO_EUR,0.005
2024,DK,JP,CPA_C16,A01,MIO_EUR,0.001
2024,DK,KR,CPA_C16,A01,MIO_EUR,0
2024,DK,LT,CPA_C16,A01,MIO_EUR,0.023
2024,DK,LU,CPA_C16,A01,MIO_EUR,0
2024,DK,LV,CPA_C16,A01,MIO_EUR,0.053
2024,DK,ME,CPA_C16,A01,MIO_EUR,0
2024,DK,MK,CPA_C16,A01,MIO_EUR,0
2024,DK,MT,CPA_C16,A01,MIO_EUR,0
2024,DK,MX,CPA_C16,A01,MIO_EUR,0.001
2024,DK,NL,CPA_C16,A01,MIO_EUR,0.003
2024,DK,NO,CPA_C16,A01,MIO_EUR,0.013
2024,DK,PL,CPA_C16,A01,MIO_EUR,0.058
2024,DK,PT,CPA_C16,A01,MIO_EUR,0.006
2024,DK,RO,CPA_C16,A01,MIO_EUR,0.004
2024,DK,RS,CPA_C16,A01,MIO_EUR,0
2024,DK,RU,CPA_C16,A01,MIO_EUR,0
2024,DK,SA,CPA_C16,A01,MIO_EUR,0
2024,DK,SE,CPA_C16,A01,MIO_EUR,0.112
2024,DK,SI,CPA_C16,A01,MIO_EUR,0.001
2024,DK,SK,CPA_C16,A01,MIO_EUR,0.002
2024,DK,TR,CPA_C16,A01,MIO_EUR,0.003
2024,DK,UK,CPA_C16,A01,MIO_EUR,0.006
2024,DK,US,CPA_C16,A01,MIO_EUR,0.03
2024,DK,WRL_REST,CPA_C16,A01,MIO_EUR,0.054
2024,DK,ZA,CPA_C16,A01,MIO_EUR,0
2024,DK,AL,CPA_C17,A01,MIO_EUR,0
2024,DK,AR,CPA_C17,A01,MIO_EUR,0
2024,DK,AT,CPA_C17,A01,MIO_EUR,0.011
2024,DK,AU,CPA_C17,A01,MIO_EUR,0.002
2024,DK,BE,CPA_C17,A01,MIO_EUR,0.009
2024,DK,BG,CPA_C17,A01,MIO_EUR,0.001
2024,DK,BR,CPA_C17,A01,MIO_EUR,0.001
2024,DK,CA,CPA_C17,A01,MIO_EUR,0.002
2024,DK,CH,CPA_C17,A01,MIO_EUR,0.002
2024,DK,CN,CPA_C17,A01,MIO_EUR,0.015
2024,DK,CY,CPA_C17,A01,MIO_EUR,0
2024,DK,CZ,CPA_C17,A01,MIO_EUR,0.02
2024,DK,DE,CPA_C17,A01,MIO_EUR,0.153
2024,DK,DK,CPA_C17,A01,MIO_EUR,1.072
2024,DK,EE,CPA_C17,A01,MIO_EUR,0.003
2024,DK,EL,CPA_C17,A01,MIO_EUR,0.002
2024,DK,ES,CPA_C17,A01,MIO_EUR,0.016
2024,DK,FI,CPA_C17,A01,MIO_EUR,0.035
2024,DK,FR,CPA_C17,A01,MIO_EUR,0.027
2024,DK,HR,CPA_C17,A01,MIO_EUR,0
2024,DK,HU,CPA_C17,A01,MIO_EUR,0.01
2024,DK,ID,CPA_C17,A01,MIO_EUR,0.001
2024,DK,IE,CPA_C17,A01,MIO_EUR,0.003
2024,DK,IN,CPA_C17,A01,MIO_EUR,0.002
2024,DK,IT,CPA_C17,A01,MIO_EUR,0.024
2024,DK,JP,CPA_C17,A01,MIO_EUR,0.003
2024,DK,KR,CPA_C17,A01,MIO_EUR,0.001
2024,DK,LT,CPA_C17,A01,MIO_EUR,0.008
2024,DK,LU,CPA_C17,A01,MIO_EUR,0.001
2024,DK,LV,CPA_C17,A01,MIO_EUR,0.001
2024,DK,ME,CPA_C17,A01,MIO_EUR,0
2024,DK,MK,CPA_C17,A01,MIO_EUR,0
2024,DK,MT,CPA_C17,A01,MIO_EUR,0
2024,DK,MX,CPA_C17,A01,MIO_EUR,0.004
2024,DK,NL,CPA_C17,A01,MIO_EUR,0.044
2024,DK,NO,CPA_C17,A01,MIO_EUR,0.025
2024,DK,PL,CPA_C17,A01,MIO_EUR,0.077
2024,DK,PT,CPA_C17,A01,MIO_EUR,0.004
2024,DK,RO,CPA_C17,A01,MIO_EUR,0.002
2024,DK,RS,CPA_C17,A01,MIO_EUR,0.002
2024,DK,RU,CPA_C17,A01,MIO_EUR,0.001
2024,DK,SA,CPA_C17,A01,MIO_EUR,0.002
2024,DK,SE,CPA_C17,A01,MIO_EUR,0.21
2024,DK,SI,CPA_C17,A01,MIO_EUR,0.002
2024,DK,SK,CPA_C17,A01,MIO_EUR,0.003
2024,DK,TR,CPA_C17,A01,MIO_EUR,0.01
2024,DK,UK,CPA_C17,A01,MIO_EUR,0.015
2024,DK,US,CPA_C17,A01,MIO_EUR,0.061
2024,DK,WRL_REST,CPA_C17,A01,MIO_EUR,0.067
2024,DK,ZA,CPA_C17,A01,MIO_EUR,0.001
2024,DK,AL,CPA_C18,A01,MIO_EUR,0
2024,DK,AR,CPA_C18,A01,MIO_EUR,0
2024,DK,AT,CPA_C18,A01,MIO_EUR,0
2024,DK,AU,CPA_C18,A01,MIO_EUR,0
2024,DK,BE,CPA_C18,A01,MIO_EUR,0
2024,DK,BG,CPA_C18,A01,MIO_EUR,0
2024,DK,BR,CPA_C18,A01,MIO_EUR,0
2024,DK,CA,CPA_C18,A01,MIO_EUR,0
2024,DK,CH,CPA_C18,A01,MIO_EUR,0
2024,DK,CN,CPA_C18,A01,MIO_EUR,0
2024,DK,CY,CPA_C18,A01,MIO_EUR,0
2024,DK,CZ,CPA_C18,A01,MIO_EUR,0
2024,DK,DE,CPA_C18,A01,MIO_EUR,0
2024,DK,DK,CPA_C18,A01,MIO_EUR,0
2024,DK,EE,CPA_C18,A01,MIO_EUR,0
2024,DK,EL,CPA_C18,A01,MIO_EUR,0
2024,DK,ES,CPA_C18,A01,MIO_EUR,0
2024,DK,FI,CPA_C18,A01,MIO_EUR,0
2024,DK,FR,CPA_C18,A01,MIO_EUR,0
2024,DK,HR,CPA_C18,A01,MIO_EUR,0
2024,DK,HU,CPA_C18,A01,MIO_EUR,0
2024,DK,ID,CPA_C18,A01,MIO_EUR,0
2024,DK,IE,CPA_C18,A01,MIO_EUR,0
2024,DK,IN,CPA_C18,A01,MIO_EUR,0
2024,DK,IT,CPA_C18,A01,MIO_EUR,0
2024,DK,JP,CPA_C18,A01,MIO_EUR,0
2024,DK,KR,CPA_C18,A01,MIO_EUR,0
2024,DK,LT,CPA_C18,A01,MIO_EUR,0
2024,DK,LU,CPA_C18,A01,MIO_EUR,0
2024,DK,LV,CPA_C18,A01,MIO_EUR,0
2024,DK,ME,CPA_C18,A01,MIO_EUR,0
2024,DK,MK,CPA_C18,A01,MIO_EUR,0
2024,DK,MT,CPA_C18,A01,MIO_EUR,0
2024,DK,MX,CPA_C18,A01,MIO_EUR,0
2024,DK,NL,CPA_C18,A01,MIO_EUR,0
2024,DK,NO,CPA_C18,A01,MIO_EUR,0
2024,DK,PL,CPA_C18,A01,MIO_EUR,0
2024,DK,PT,CPA_C18,A01,MIO_EUR,0
2024,DK,RO,CPA_C18,A01,MIO_EUR,0
2024,DK,RS,CPA_C18,A01,MIO_EUR,0
2024,DK,RU,CPA_C18,A01,MIO_EUR,0
2024,DK,SA,CPA_C18,A01,MIO_EUR,0
2024,DK,SE,CPA_C18,A01,MIO_EUR,0
2024,DK,SI,CPA_C18,A01,MIO_EUR,0
2024,DK,SK,CPA_C18,A01,MIO_EUR,0
2024,DK,TR,CPA_C18,A01,MIO_EUR,0
2024,DK,UK,CPA_C18,A01,MIO_EUR,0
2024,DK,US,CPA_C18,A01,MIO_EUR,0
2024,DK,WRL_REST,CPA_C18,A01,MIO_EUR,0
2024,DK,ZA,CPA_C18,A01,MIO_EUR,0
