time,c_dest,c_orig,prd_ava,ind_use,unit,value
2024,DK,DOM,B2A3G,A01,MIO_EUR,1778.406
2024,DK,AL,CPA_A01,A01,MIO_EUR,0.069
2024,DK,AR,CPA_A01,A01,MIO_EUR,0.101
2024,DK,AT,CPA_A01,A01,MIO_EUR,0.114
2024,DK,AU,CPA_A01,A01,MIO_EUR,0.031
2024,DK,BE,CPA_A01,A01,MIO_EUR,1.072
2024,DK,BG,CPA_A01,A01,MIO_EUR,0.503
2024,DK,BR,CPA_A01,A01,MIO_EUR,1.379
2024,DK,CA,CPA_A01,A01,MIO_EUR,0.154
2024,DK,CH,CPA_A01,A01,MIO_EUR,0.038
2024,DK,CN,CPA_A01,A01,MIO_EUR,0.737
2024,DK,CY,CPA_A01,A01,MIO_EUR,0.007
2024,DK,CZ,CPA_A01,A01,MIO_EUR,0.304
2024,DK,DE,CPA_A01,A01,MIO_EUR,15.604
2024,DK,DK,CPA_A01,A01,MIO_EUR,1399.518
2024,DK,EE,CPA_A01,A01,MIO_EUR,0.442
2024,DK,EL,CPA_A01,A01,MIO_EUR,0.571
2024,DK,ES,CPA_A01,A01,MIO_EUR,12.261
2024,DK,FI,CPA_A01,A01,MIO_EUR,0.366
2024,DK,FR,CPA_A01,A01,MIO_EUR,3.817
2024,DK,HR,CPA_A01,A01,MIO_EUR,0.025
2024,DK,HU,CPA_A01,A01,MIO_EUR,0.292
2024,DK,ID,CPA_A01,A01,MIO_EUR,0.072
2024,DK,IE,CPA_A01,A01,MIO_EUR,0.454
2024,DK,IN,CPA_A01,A01,MIO_EUR,0.277
2024,DK,IT,CPA_A01,A01,MIO_EUR,9.045
2024,DK,JP,CPA_A01,A01,MIO_EUR,0.286
2024,DK,KR,CPA_A01,A01,MIO_EUR,0.019
2024,DK,LT,CPA_A01,A01,MIO_EUR,1.4
2024,DK,LU,CPA_A01,A01,MIO_EUR,0.053
2024,DK,LV,CPA_A01,A01,MIO_EUR,0.785
2024,DK,ME,CPA_A01,A01,MIO_EUR,0.006
2024,DK,MK,CPA_A01,A01,MIO_EUR,0.006
2024,DK,MT,CPA_A01,A01,MIO_EUR,0
2024,DK,MX,CPA_A01,A01,MIO_EUR,0.143
2024,DK,NL,CPA_A01,A01,MIO_EUR,23.647
2024,DK,NO,CPA_A01,A01,MIO_EUR,0.288
2024,DK,PL,CPA_A01,A01,MIO_EUR,6.98
2024,DK,PT,CPA_A01,A01,MIO_EUR,0.49
2024,DK,RO,CPA_A01,A01,MIO_EUR,0.226
2024,DK,RS,CPA_A01,A01,MIO_EUR,0.022
2024,DK,RU,CPA_A01,A01,MIO_EUR,0.006
2024,DK,SA,CPA_A01,A01,MIO_EUR,0.018
2024,DK,SE,CPA_A01,A01,MIO_EUR,8.883
2024,DK,SI,CPA_A01,A01,MIO_EUR,0.131
2024,DK,SK,CPA_A01,A01,MIO_EUR,0.105
2024,DK,TR,CPA_A01,A01,MIO_EUR,0.922
2024,DK,UK,CPA_A01,A01,MIO_EUR,1.611
2024,DK,US,CPA_A01,A01,MIO_EUR,2.055
2024,DK,WRL_REST,CPA_A01,A01,MIO_EUR,14.888
2024,DK,ZA,CPA_A01,A01,MIO_EUR,0.149
2024,DK,AL,CPA_A02,A01,MIO_EUR,0
2024,DK,AR,CPA_A02,A01,MIO_EUR,0
2024,DK,AT,CPA_A02,A01,MIO_EUR,0.006
2024,DK,AU,CPA_A02,A01,MIO_EUR,0.001
2024,DK,BE,CPA_A02,A01,MIO_EUR,0.006
2024,DK,BG,CPA_A02,A01,MIO_EUR,0.003
2024,DK,BR,CPA_A02,A01,MIO_EUR,0.003
2024,DK,CA,CPA_A02,A01,MIO_EUR,0.003
2024,DK,CH,CPA_A02,A01,MIO_EUR,0.005
2024,DK,CN,CPA_A02,A01,MIO_EUR,0.005
2024,DK,CY,CPA_A02,A01,MIO_EUR,0
2024,DK,CZ,CPA_A02,A01,MIO_EUR,0.002
2024,DK,DE,CPA_A02,A01,MIO_EUR,0.111
2024,DK,DK,CPA_A02,A01,MIO_EUR,144.808
2024,DK,EE,CPA_A02,A01,MIO_EUR,0.008
2024,DK,EL,CPA_A02,A01,MIO_EUR,0.001
2024,DK,ES,CPA_A02,A01,MIO_EUR,0.008
2024,DK,FI,CPA_A02,A01,MIO_EUR,0.004
2024,DK,FR,CPA_A02,A01,MIO_EUR,0.02
2024,DK,HR,CPA_A02,A01,MIO_EUR,0
2024,DK,HU,CPA_A02,A01,MIO_EUR,0.002
2024,DK,ID,CPA_A02,A01,MIO_EUR,0.001
2024,DK,IE,CPA_A02,A01,MIO_EUR,0.001
2024,DK,IN,CPA_A02,A01,MIO_EUR,0.014
2024,DK,IT,CPA_A02,A01,MIO_EUR,0.007
2024,DK,JP,CPA_A02,A01,MIO_EUR,0.001
