producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,6.406039900576938,1,8.350165866315844,99.74986858600204
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,4.070611490912807,2,5.305973995477604,99.74986858600204
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,3.666864126347527,3,4.779696058634851,99.74986858600204
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,3.209771341090399,4,4.183883258147993,99.74986858600204
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,3.016559631839882,5,3.93203502669834,99.74986858600204
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,2.73464823446316,6,3.5645682353209556,99.74986858600204
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.548548696299106,7,3.3219905999280392,99.74986858600204
IND,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,2.247498908589399,8,2.9295772368503554,99.74986858600204
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,2.113539683238615,9,2.7549636271378266,99.74986858600204
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.107898314606104,10,2.7476101974799416,99.74986858600204
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.069144357813728,11,2.6970950629795722,99.74986858600204
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,2.007679811343928,12,2.6169770546801727,99.74986858600204
CHN,Asia and Pacific,PLAS,"Plastics, basic",blue_water_consumption,Mm3,1.876749537970486,13,2.446311633209436,99.74986858600204
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.603148872535141,14,2.0896777419166637,99.74986858600204
USA,America,OILS,Cultivation of oil seeds,blue_water_consumption,Mm3,1.30382389162838,15,1.6995126356584,99.74986858600204
