indicator,unit,origin,value,share_of_total_pct
blue_water_consumption,Mm3,domestic,4.207937625627801,5.46919934056698
blue_water_consumption,Mm3,imported,72.7308858401041,94.53080065943301
climate_change,kt CO2eq,domestic,2163.6565651279225,38.03844380769519
climate_change,kt CO2eq,imported,3524.4219905205987,61.96155619230482
land_use,km2,domestic,373.02046523331177,8.761502073456816
land_use,km2,imported,3884.4739929759307,91.23849792654319
material_extraction,kt,domestic,1684.9229490624698,47.01875518456024
material_extraction,kt,imported,1898.5895077193625,52.981244815439766
waste_generation,kt,domestic,115.58115501038881,51.00795849140769
waste_generation,kt,imported,111.01320090734214,48.99204150859231
