Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,5.061269991142715,0.8911534544030832,0.28763979567980624,0.0488382352081165,0.0
Middle East,6.968976089622855,6.447990464423215,25.120155354334127,4.660682292090201,1.1028860976932309
Europe,25.62702193829792,21.321026022102803,12.915925848955572,30.514825825697553,26.62563442105923
Asia and Pacific,16.323075448966897,18.333499948282647,43.455448726025786,23.308907033121663,11.099104072223154
America,4.829259979768088,3.729127449236562,7.359252001043323,10.841040386195012,3.55750349960953
Africa,3.1519527445063225,2.2584474769914515,5.392378933394397,21.864204154230645,6.606913418007131
Denmark,38.0384438076952,47.01875518456024,5.469199340566978,8.761502073456807,51.00795849140772
