,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt),Expenditure (MEUR)
Total,5583.318753326887,3579.235661689442,76.90989259296366,4257.215623558853,226.59435591773118,40596.97766008925
Healthcare services,3791.4450956932983,2353.895675834377,45.795008977310715,3121.9020442731344,168.1744821755866,37552.28493467391
Pharmaceuticals and chemical products,992.0352285812176,1116.1545783499491,29.761100447559897,1069.5372675371186,54.765036798965255,1950.3076778321415
Medical appliances,171.63920879486844,81.52760754994472,1.1614073662460465,63.97586124151543,3.654836943179246,1094.3850475832037
Release of anaesthetic gases,11.7488924705,0,0,0,0,NA
Release of pMDI propellants,12.551920252536068,0,0,0,0,NA
Private travel,603.898407534464,27.657799955171782,0.19237580184708641,1.8004505070789105,0.0,NA
