Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,9.211072592048671,3.287890531649895,21.023619969715075,32.56757283469384,13.070214558406107
Heat and electricity,1.5743893783272855,0.7126134878784193,0.3033639639711137,0.3039426955409758,0.28265241372244115
Individual travel,13.311517781062468,0.6018499074195316,0.18595894168911065,0.034377792342214206,0.0
"Medical, electrical equipment and machinery",4.254800305327725,4.143589407398798,2.732677584879937,2.6964315412641224,3.055585210896828
Operational impacts,2.7613486856364986,0.0,0.0,0.0,16.481905964995146
Other,6.226095693547554,28.129071218424365,2.478109182818876,4.276068740194698,13.868054215817684
Pharmaceuticals and chemical products,36.8870685393985,51.47323324666856,59.427252972039916,42.131190970197544,38.5085043827288
Services,13.129460668794568,8.578110411615073,11.209336905515807,14.264248054586599,11.439664643960722
Transport,12.644246355856732,3.0736417889453467,2.6396804793701594,3.726167371180011,3.2934186094722526
