analysis_year,target,n_target_nodes,e_T_naive_MtCO2e,e_T_wdc_MtCO2e,double_counting_factor_f_T,overestimate_vs_correct_pct,complement_identity_rel_dev,note
2022,T1 Danish health and social work,1,0.908176678828144,0.8961248606509166,0.0132703453614095,1.34488157916669,5.593435696187725e-16,target-perspective scope 3 (Cabernard et al. 2019 eqs. 8/9/12). The study's HEADLINE result is a final-demand footprint and is unaffected by this correction.
2022,"T2 health and social work, all regions",49,1128.998250677644,1099.990429691077,0.025693415352199038,2.6370975786319737,1.8644785653959083e-16,target-perspective scope 3 (Cabernard et al. 2019 eqs. 8/9/12). The study's HEADLINE result is a final-demand footprint and is unaffected by this correction.
2022,"T3 T2 + chemicals + medical instruments, all regions",147,3092.6850602234617,2511.2825332212583,0.18799280097411344,23.151617522558478,1.8644785653959083e-16,target-perspective scope 3 (Cabernard et al. 2019 eqs. 8/9/12). The study's HEADLINE result is a final-demand footprint and is unaffected by this correction.
