producing_country_iso3,producing_country_name,producing_world_region,scope,indicator,unit,value,share_of_scope_pct
RoW Middle East,RoW Middle East,Middle East,Scope 3,land_use,km2,64.19361783209213,1.4130196029515307
NOR,Norway,Europe,Scope 3,land_use,km2,56.296092220302846,1.2391805379301608
IDN,Indonesia,Asia and Pacific,Scope 3,land_use,km2,56.064545277131344,1.2340837638153161
IND,India,Asia and Pacific,Scope 3,land_use,km2,52.998276146097126,1.166589540302173
CZE,Czech Republic,Europe,Scope 3,land_use,km2,37.764573688128635,0.8312677291068054
DEU,Germany,Europe,Scope 3,land_use,km2,37.494847810286025,0.825330566415464
ESP,Spain,Europe,Scope 3,land_use,km2,26.644302781820056,0.58649011239971
POL,Poland,Europe,Scope 3,land_use,km2,26.526951894187256,0.5839070035136734
FRA,France,Europe,Scope 3,land_use,km2,22.448249819727156,0.49412726869819823
FIN,Finland,Europe,Scope 3,land_use,km2,21.939091683416507,0.4829197615984887
IRL,Ireland,Europe,Scope 3,land_use,km2,19.94609025752246,0.439050134389368
ZAF,South Africa,Africa,Scope 3,land_use,km2,18.642521665404526,0.4103561919592575
EST,Estonia,Europe,Scope 3,land_use,km2,17.719962679346747,0.3900489717681713
LVA,Latvia,Europe,Scope 3,land_use,km2,17.6250862714336,0.3879605675191763
GBR,United Kingdom,Europe,Scope 3,land_use,km2,16.470183587092443,0.3625390351677224
ITA,Italy,Europe,Scope 3,land_use,km2,15.162354694415097,0.3337513156861196
MEX,Mexico,America,Scope 3,land_use,km2,13.42864843266186,0.29558925197404073
TUR,Turkey,Middle East,Scope 3,land_use,km2,13.250626882949671,0.29167067022111487
GRC,Greece,Europe,Scope 3,land_use,km2,12.810782395622791,0.2819888840275295
LTU,Lithuania,Europe,Scope 3,land_use,km2,12.599301326660713,0.27733379671218006
HUN,Hungary,Europe,Scope 3,land_use,km2,11.92511694971896,0.26249375851532813
ROU,Romania,Europe,Scope 3,land_use,km2,11.309341290715642,0.24893940363431852
SVK,Slovakia,Europe,Scope 3,land_use,km2,9.594372250959092,0.21118978064267738
BGR,Bulgaria,Europe,Scope 3,land_use,km2,7.2554446046022605,0.1597056810421209
CHE,Switzerland,Europe,Scope 3,land_use,km2,6.58513878073559,0.14495101693246432
NLD,Netherlands,Europe,Scope 3,land_use,km2,5.771938097794318,0.12705097414105868
AUT,Austria,Europe,Scope 3,land_use,km2,5.27736417200133,0.11616449234029598
PRT,Portugal,Europe,Scope 3,land_use,km2,5.20987509207389,0.11467893355512092
HRV,Croatia,Europe,Scope 3,land_use,km2,4.444247107132927,0.09782605334949686
TWN,Taiwan,Asia and Pacific,Scope 3,land_use,km2,3.6091694151390223,0.0794444573493879
BEL,Belgium,Europe,Scope 3,land_use,km2,3.212480897263185,0.07071261342230947
KOR,South Korea,Asia and Pacific,Scope 3,land_use,km2,2.5420983209146355,0.05595625984935212
CYP,Cyprus,Middle East,Scope 3,land_use,km2,1.5327385649073038,0.033738395054766335
SVN,Slovenia,Europe,Scope 3,land_use,km2,1.436291238669471,0.031615412003977945
JPN,Japan,Asia and Pacific,Scope 3,land_use,km2,1.2997777388270197,0.02861049877647528
LUX,Luxembourg,Europe,Scope 3,land_use,km2,1.1262730800008358,0.024791342100089143
MLT,Malta,Europe,Scope 3,land_use,km2,0.01634466600464289,0.0003597761623073672
DNK,Denmark,Denmark,Outside protocol,material_extraction,kt,15.1869815083494,100.0
RoW Middle East,RoW Middle East,Middle East,Scope 2,material_extraction,kt,0.01683601099532549,86.37466367321451
RoW Europe,RoW Europe,Europe,Scope 2,material_extraction,kt,0.0017362030908891633,8.907333101979109
RoW Africa,RoW Africa,Africa,Scope 2,material_extraction,kt,0.0003571911155988443,1.8325161753266006
POL,Poland,Europe,Scope 2,material_extraction,kt,0.00016031219683959255,0.8224580091197706
RUS,Russia,Europe,Scope 2,material_extraction,kt,0.00011609459569764918,0.5956061480624141
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 2,material_extraction,kt,9.281463660701616e-05,0.47617176201111505
CZE,Czech Republic,Europe,Scope 2,material_extraction,kt,7.015548813049153e-05,0.35992235297208225
HUN,Hungary,Europe,Scope 2,material_extraction,kt,6.456571462269674e-05,0.33124484694768774
AUT,Austria,Europe,Scope 2,material_extraction,kt,4.649975114697779e-05,0.23856009403436057
CAN,Canada,America,Scope 2,material_extraction,kt,1.1781140414188302e-05,0.06044139797989938
RoW America,RoW America,America,Scope 2,material_extraction,kt,2.1098714864319208e-07,0.0010824383524390727
DNK,Denmark,Denmark,Scope 3,material_extraction,kt,1512.8407821981762,25.121205853003683
IND,India,Asia and Pacific,Scope 3,material_extraction,kt,1278.52684754057,21.230347901509155
CHN,China,Asia and Pacific,Scope 3,material_extraction,kt,1240.66408361115,20.601624576472535
RoW Middle East,RoW Middle East,Middle East,Scope 3,material_extraction,kt,396.7813397949872,6.588681263032449
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 3,material_extraction,kt,175.8576049012989,2.920171868398912
BRA,Brazil,America,Scope 3,material_extraction,kt,168.02222389374717,2.790062856569247
RoW Africa,RoW Africa,Africa,Scope 3,material_extraction,kt,107.66048972654811,1.7877369228016469
RoW America,RoW America,America,Scope 3,material_extraction,kt,96.54780790493061,1.603207281014653
IDN,Indonesia,Asia and Pacific,Scope 3,material_extraction,kt,94.46260452870139,1.568581810921548
SWE,Sweden,Europe,Scope 3,material_extraction,kt,92.81879723480314,1.5412858641843867
USA,United States,America,Scope 3,material_extraction,kt,79.97591053762378,1.3280256161377535
CZE,Czech Republic,Europe,Scope 3,material_extraction,kt,76.06896656196953,1.2631495597652156
POL,Poland,Europe,Scope 3,material_extraction,kt,74.28117922887995,1.2334627783507968
DEU,Germany,Europe,Scope 3,material_extraction,kt,70.99839600637507,1.1789511112449527
AUS,Australia,Asia and Pacific,Scope 3,material_extraction,kt,68.82053009450348,1.1427869500614667
RUS,Russia,Europe,Scope 3,material_extraction,kt,51.38833619721522,0.8533197856934138
CHE,Switzerland,Europe,Scope 3,material_extraction,kt,43.75792738772946,0.7266144028790084
NOR,Norway,Europe,Scope 3,material_extraction,kt,32.2908358992736,0.536199675032922
GBR,United Kingdom,Europe,Scope 3,material_extraction,kt,28.839980438350654,0.4788971145633092
