producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
BRA,America,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,6.553700994572583,1,9.150676543818818,99.7287110975723
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,5.678653938570724,2,7.928882541204859,99.7287110975723
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,4.638069170081668,3,6.475954700774912,99.7287110975723
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,3.817739244998575,4,5.330560089414546,99.7287110975723
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,3.265871772631123,5,4.5600091077827125,99.7287110975723
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.923720518337598,6,4.082276684577138,99.7287110975723
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.592055747472565,7,3.619186128312962,99.7287110975723
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.978108603608689,8,2.761955727787782,99.7287110975723
RoW Africa,Africa,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.663257436709443,9,2.322341349572345,99.7287110975723
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.508283434086714,10,2.1059572069518735,99.7287110975723
RoW Middle East,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,1.422400899495398,11,1.9860427806667422,99.7287110975723
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,1.388566438444152,12,1.9388010451388646,99.7287110975723
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.379694592202734,13,1.92641363299282,99.7287110975723
CHN,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.296499695144139,14,1.8102518499468794,99.7287110975723
IND,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.136474684635609,15,1.5868151824368042,99.7287110975723
USA,America,OILS,Cultivation of oil seeds,blue_water_consumption,Mm3,0.9568580045340948,16,1.3360234324249118,99.7287110975723
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,0.954528667560094,17,1.332771070251494,99.7287110975723
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,0.9145284447084602,18,1.276920322513827,99.7287110975723
CHN,Asia and Pacific,PLAW,Re-processing of secondary plastic into new plastic,blue_water_consumption,Mm3,0.831664719582919,19,1.1612209418939774,99.7287110975723
RoW Africa,Africa,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,0.7854877449727395,20,1.0967458370974938,99.7287110975723
OTH,Other,OTHER,All other pairs,blue_water_consumption,Mm3,25.93368721367248,21,36.21019382443823,99.7287110975723
DNK,Denmark,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,1351.615737682155,1,18.597749503523666,90.31507692452487
