Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,5.374464985709317,3.1687023532020606,28.33625430093593,32.445872729477564,11.684933941093869
Heat and electricity,0.5480622224324432,0.20044304209096,7.555001851042113,0.3129736888488759,0.38178415585104053
Individual travel,8.865675430816008,0.5444556906146016,0.3176343807404349,0.04709347804352803,0.0
"Medical, electrical equipment and machinery",2.559787752334405,3.3604773752448245,2.180344964749937,2.118237574177111,1.9576449949899208
Operational impacts,1.865652731240576,0.0,0.0,0.0,12.092899507408235
Other,22.07824853951056,25.32206475271765,3.3078454139535074,6.4482943360877805,36.02870402050984
Pharmaceuticals and chemical products,13.927151961642624,53.1808110966104,35.43502515123219,34.12893653771693,21.12866357406965
Services,17.218779829500935,10.109182309959271,16.521126583825918,16.68212347319273,10.648193097786333
Transport,27.56217654681313,4.113863379560253,6.34676735351997,7.816468182455479,6.077176708291131
