Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,245.52140567336656,22.6849,0.1573,1.4769999999999999,0.0
Middle East,357.17137345702724,274.1577175097422,15.391882691652436,156.03811681410124,4.631769869113622
Europe,1622.5750890402526,1279.123204252063,8.12734641474374,1698.9235062867424,103.686846005543
Asia and Pacific,1264.989543329619,925.2801643190098,37.326949867049294,1485.864152269074,45.862132588342256
America,288.3389690285292,280.47100855454045,5.4983166822083005,833.0623740754231,12.224705680630132
Africa,174.160214629461,89.68223096017432,3.4736973823507085,805.9876938437804,16.529862696057148
Denmark,2006.8463010911973,3019.2256977614097,6.872030763840465,457.77394191503333,186.67305800619383
