,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt),Expenditure (MEUR)
Total,6018.045392184793,5391.168123283165,69.42970681142421,5098.818864028898,342.5789122202194,43362.33120831012
Healthcare services,4365.854367279884,4352.0876038118595,56.01019520483195,4413.1101269720175,283.6501058312465,40732.396967627006
Pharmaceuticals and chemical products,591.65398042086,846.2299672252377,11.40899254678121,566.969562845392,51.85842674736832,1730.8815071985125
Medical appliances,187.62448820023894,154.73692303469494,1.7467905234843668,116.25734206867423,7.070379641603029,899.0527334845993
Release of anaesthetic gases,12.66996446025,0,0,0,0,NA
Release of pMDI propellants,10.17,0,0,0,0,NA
Private travel,850.0725918235596,38.11362921134729,0.2637285363267545,2.481832142801629,0.0,NA
