Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,10.100462603188554,0.8491623844685966,81.92178760106252,98.04640842046132,15.124813464560365
Electricity sector,8.88887562277463,0.1834086626128433,7.718675424642974,0.03696698076197748,8.583882215826431
Fossil fuel industry,11.397545896543042,0.24225088023047778,0.0621600406855596,0.027560055835679147,4.362632138447505
Mining of minerals and metals,2.0438514698672905,84.51995379810576,0.04406268714079082,0.014373804595766334,0.13237624792844727
Operational impacts,2.741704472430237,0.0,0.0,0.0,11.557239758099815
Other,39.92486840376409,13.074755879293363,6.677315246529226,1.768507979939201,40.25824283591883
Pharmaceutical and chemical industry,5.014285316799314,0.7339673523619634,3.5107867151336216,0.012808555716373328,18.590353020135762
Transport,19.888406214632845,0.3965010429270148,0.06521228480529845,0.09337420268967056,1.3904603190828357
