Component,kt_CO2eq
"Scope 1 direct (DRIVHUS, excl. medical N2O)",185.93
  + Anaesthetic gases (bottom-up),12.66996446025
Scope 1 (Total),198.59996446025002
Scope 2 (generation of purchased energy),34.63712925852728
Scope 3 (MRIO supply chain excl. Scope 2),4924.565706642459
"  + pMDI (bottom-up, use phase)",10.17
  + Commute (bottom-up),556.5972731723149
Scope 3 (Total),5491.332979814774
Outside protocol (patient/visitor travel),293.4753186512448
Grand Total,6018.045392184796
