indicator,unit,origin,value,share_of_total_pct
blue_water_consumption,Mm3,domestic,6.605982431736805,9.51463391553575
blue_water_consumption,Mm3,imported,62.82372437968743,90.48536608446425
climate_change,kt CO2eq,domestic,2218.634876344219,36.86636992179223
climate_change,kt CO2eq,imported,3799.410515840578,63.13363007820778
land_use,km2,domestic,453.8918321411155,8.901901484346297
land_use,km2,imported,4644.927031887761,91.09809851565369
material_extraction,kt,domestic,2730.135121709815,50.64088263022316
material_extraction,kt,imported,2661.0330015733152,49.359117369776826
waste_generation,kt,domestic,172.55959641363975,50.370758461254624
waste_generation,kt,imported,170.0193158065787,49.629241538745376
